customer_id,customer_segment,acquisition_channel,sales_rep_id,first_contact_date,last_contact_date
CUST002501,Regular,Social,REP004,2017-07-13 05:23:55,2017-12-31 09:59:16
CUST002502,Loyal,Social,REP008,2017-03-27 05:56:04,2018-07-16 14:27:07
CUST002503,Loyal,Paid Search,REP001,2017-01-27 21:13:22,2018-03-13 11:22:24
CUST002504,Loyal,Paid Search,REP029,2017-05-17 19:11:34,2017-12-14 15:52:28
CUST002505,Inactive,Email,REP023,2017-01-03 17:31:37,2017-01-03 17:31:37
CUST002506,Regular,Marketplace,REP022,2017-06-06 06:01:41,2018-05-03 10:05:17
CUST002507,Regular,Referral,REP003,2018-07-20 08:21:24,2018-08-16 21:28:15
CUST002508,Regular,Marketplace,REP015,2018-08-10 03:08:15,2018-09-11 04:24:24
CUST002509,Loyal,Referral,REP025,2017-04-18 00:25:53,2018-08-24 09:17:38
CUST002510,Regular,Social,REP004,2017-07-01 04:47:35,2018-07-03 20:22:47
CUST002511,Loyal,Paid Search,REP005,2017-05-11 21:02:22,2018-07-04 19:48:30
CUST002512,Regular,Referral,REP015,2017-08-09 02:22:20,2018-06-25 21:04:31
CUST002513,Regular,Marketplace,REP004,2017-02-25 00:44:09,2017-11-19 22:17:04
CUST002514,VIP,Marketplace,REP005,2017-08-10 15:42:20,2018-07-25 18:13:23
CUST002515,Inactive,Referral,REP023,2017-03-26 18:04:04,2017-03-26 18:04:04
CUST002516,Inactive,Marketplace,REP006,2017-08-23 04:53:59,2017-08-23 04:53:59
CUST002517,Regular,Paid Search,REP020,2017-04-08 05:31:40,2018-04-20 21:46:50
CUST002518,Regular,Social,REP018,2017-06-28 01:40:25,2018-09-22 07:10:03
CUST002519,Loyal,Email,REP005,2017-02-18 21:56:51,2018-04-15 07:58:19
CUST002520,Loyal,Marketplace,REP002,2017-04-21 00:06:35,2018-09-02 23:36:24
CUST002521,New,Organic,REP017,2018-04-10 07:30:18,2018-04-10 07:30:18
CUST002522,Loyal,Organic,REP002,2017-02-22 15:11:13,2018-07-04 03:54:36
CUST002523,New,Referral,REP012,2018-09-09 00:00:00,2018-09-09 00:00:00
CUST002524,New,Paid Search,REP004,2018-08-12 00:00:00,2018-08-12 00:00:00
CUST002525,New,Organic,REP024,2018-08-05 12:25:46,2018-08-05 12:25:46
CUST002526,Inactive,Social,REP005,2017-11-09 07:36:30,2017-11-09 07:36:30
CUST002527,Loyal,Email,REP003,2018-01-25 05:33:58,2018-09-24 16:25:48
CUST002528,Regular,Email,REP014,2018-03-14 02:13:53,2018-09-03 12:25:55
CUST002529,Inactive,Email,REP014,2017-05-19 18:15:46,2017-05-19 18:15:46
CUST002530,Loyal,Organic,REP001,2017-03-18 17:05:37,2018-09-20 09:25:14
CUST002531,Loyal,Organic,REP030,2018-01-23 14:58:08,2018-06-27 17:25:47
CUST002532,Loyal,Referral,REP017,2017-01-31 14:19:49,2018-04-21 16:54:49
CUST002533,Loyal,Social,REP010,2017-02-22 06:56:26,2018-08-16 18:18:15
CUST002534,Regular,Social,REP030,2017-10-14 19:15:00,2018-08-18 22:31:02
CUST002535,Inactive,Email,REP012,2017-10-01 06:16:02,2017-10-01 06:16:02
CUST002536,Regular,Email,REP011,2018-01-21 23:16:59,2018-08-08 01:11:25
CUST002537,Regular,Social,REP004,2017-12-21 03:43:39,2018-07-09 03:42:07
CUST002538,New,Paid Search,REP023,2018-09-09 05:30:36,2018-09-09 05:30:36
CUST002539,Inactive,Email,REP014,2017-08-13 00:00:00,2017-08-13 00:00:00
CUST002540,New,Referral,REP017,2018-04-04 00:11:23,2018-04-04 00:11:23
CUST002541,Loyal,Email,REP007,2017-03-26 03:15:41,2018-08-04 10:46:19
CUST002542,Inactive,Marketplace,REP013,2017-12-10 00:00:00,2017-12-10 00:00:00
CUST002543,Loyal,Email,REP004,2018-01-05 13:51:09,2018-07-28 22:53:33
CUST002544,Inactive,Marketplace,REP029,2017-10-08 19:17:45,2017-10-08 19:17:45
CUST002545,Inactive,Marketplace,REP020,2018-03-07 00:00:00,2018-03-07 00:00:00
CUST002546,New,Email,REP001,2018-08-16 20:31:24,2018-08-16 20:31:24
CUST002547,Loyal,Email,REP015,2017-01-09 23:51:47,2017-08-07 06:56:59
CUST002548,Loyal,Marketplace,REP004,2017-03-02 09:10:25,2018-09-25 09:49:25
CUST002549,Loyal,Marketplace,REP011,2017-08-31 09:36:10,2018-04-30 09:03:47
CUST002550,Regular,Referral,REP006,2018-02-12 04:26:47,2018-05-13 16:09:25
CUST002551,Loyal,Email,REP026,2017-01-31 02:44:25,2018-03-30 17:29:03
CUST002552,Regular,Paid Search,REP020,2017-01-07 14:27:49,2018-05-28 17:13:04
CUST002553,Regular,Referral,REP009,2017-05-14 04:35:26,2017-05-19 13:38:03
CUST002554,Loyal,Email,REP022,2017-05-16 08:57:11,2018-04-05 02:57:50
CUST002555,Regular,Social,REP017,2017-11-30 20:53:08,2018-09-24 01:18:46
CUST002556,Loyal,Social,REP008,2017-01-21 13:47:36,2018-02-10 03:37:57
CUST002557,Regular,Social,REP028,2017-01-07 14:29:49,2017-02-28 01:59:11
CUST002558,Loyal,Referral,REP019,2017-03-08 12:28:46,2018-08-31 00:04:26
CUST002559,Inactive,Paid Search,REP002,2017-08-17 12:31:16,2017-08-17 12:31:16
CUST002560,Loyal,Referral,REP010,2018-01-25 01:00:27,2018-06-23 13:40:41
CUST002561,VIP,Email,REP012,2017-05-23 13:46:40,2018-06-03 02:01:45
CUST002562,Loyal,Social,REP002,2017-05-21 00:21:18,2018-06-30 10:25:59
CUST002563,Inactive,Email,REP010,2018-01-10 08:44:49,2018-01-10 08:44:49
CUST002564,Regular,Paid Search,REP002,2017-03-20 20:04:59,2018-09-30 13:35:52
CUST002565,Regular,Organic,REP029,2017-02-01 08:25:50,2017-07-09 17:17:27
CUST002566,Loyal,Organic,REP023,2017-03-21 01:43:45,2018-02-13 18:31:17
CUST002567,Loyal,Social,REP030,2017-02-05 01:42:29,2018-04-25 13:55:41
CUST002568,Loyal,Social,REP015,2017-11-23 09:35:16,2018-06-04 12:12:33
CUST002569,New,Organic,REP007,2018-08-23 17:36:53,2018-08-23 17:36:53
CUST002570,Loyal,Marketplace,REP029,2017-10-19 12:00:52,2018-08-26 22:03:08
CUST002571,Loyal,Paid Search,REP026,2017-05-12 14:40:14,2017-09-14 15:22:51
CUST002572,Regular,Paid Search,REP027,2017-10-12 05:08:42,2018-03-05 15:00:15
CUST002573,Regular,Social,REP013,2017-02-13 15:19:40,2018-03-02 15:29:18
CUST002574,Loyal,Organic,REP028,2017-10-02 10:15:02,2018-05-16 16:02:44
CUST002575,Loyal,Email,REP017,2018-05-04 00:03:55,2018-06-24 12:53:42
CUST002576,Loyal,Organic,REP009,2017-02-07 11:02:52,2018-05-30 07:46:46
CUST002577,Inactive,Paid Search,REP006,2018-03-12 23:40:05,2018-03-12 23:40:05
CUST002578,Regular,Organic,REP020,2017-09-19 03:44:47,2018-04-20 23:50:22
CUST002579,Loyal,Marketplace,REP017,2017-09-11 05:44:48,2018-09-19 13:34:40
CUST002580,Loyal,Marketplace,REP016,2017-06-15 19:43:49,2017-11-30 18:54:37
CUST002581,Inactive,Social,REP010,2017-09-13 15:24:52,2017-09-13 15:24:52
CUST002582,Inactive,Paid Search,REP012,2017-10-09 16:09:31,2017-10-09 16:09:31
CUST002583,Regular,Marketplace,REP010,2018-01-04 03:10:44,2018-07-08 14:57:44
CUST002584,Loyal,Organic,REP028,2017-08-09 22:05:04,2018-08-01 23:54:09
CUST002585,New,Social,REP013,2018-04-03 17:48:04,2018-04-03 17:48:04
CUST002586,Loyal,Social,REP013,2017-03-19 13:49:18,2017-05-21 21:58:36
CUST002587,Regular,Social,REP017,2017-04-29 15:40:46,2018-07-05 18:50:48
CUST002588,Loyal,Email,REP014,2017-05-30 01:06:38,2018-08-04 23:07:48
CUST002589,Inactive,Organic,REP002,2017-08-17 00:00:00,2017-08-17 00:00:00
CUST002590,New,Social,REP014,2018-04-27 00:00:00,2018-04-27 00:00:00
CUST002591,Loyal,Marketplace,REP026,2017-08-20 17:56:39,2018-04-09 01:18:36
CUST002592,Regular,Organic,REP019,2018-04-10 00:07:05,2018-05-12 11:13:29
CUST002593,Loyal,Social,REP010,2017-02-17 18:19:52,2018-05-29 00:03:21
CUST002594,Regular,Social,REP028,2017-01-17 18:20:35,2017-08-20 04:23:43
CUST002595,Loyal,Social,REP014,2017-07-29 19:53:51,2018-08-22 03:30:13
CUST002596,Loyal,Email,REP014,2018-02-13 21:15:46,2018-08-06 18:27:29
CUST002597,Loyal,Email,REP007,2017-02-27 20:05:58,2018-09-25 21:26:26
CUST002598,Loyal,Organic,REP030,2018-01-18 06:51:30,2018-06-02 05:29:07
CUST002599,Inactive,Organic,REP024,2017-01-08 08:04:36,2017-01-08 08:04:36
CUST002600,New,Paid Search,REP018,2018-07-12 00:00:00,2018-07-12 00:00:00
CUST002601,Inactive,Marketplace,REP026,2017-04-10 04:36:05,2017-04-10 04:36:05
CUST002602,Loyal,Social,REP025,2017-04-17 10:48:09,2018-05-15 03:50:23
CUST002603,New,Email,REP012,2018-04-21 15:52:03,2018-04-21 15:52:03
CUST002604,Loyal,Social,REP018,2017-03-21 11:19:41,2018-07-13 07:36:32
CUST002605,Inactive,Email,REP026,2017-07-07 07:44:12,2017-07-07 07:44:12
CUST002606,Inactive,Marketplace,REP018,2017-03-19 17:46:03,2017-03-19 17:46:03
CUST002607,New,Social,REP019,2018-04-08 23:12:44,2018-04-08 23:12:44
CUST002608,Inactive,Referral,REP001,2017-06-09 03:10:57,2017-06-09 03:10:57
CUST002609,Loyal,Paid Search,REP030,2017-03-31 02:53:36,2018-06-19 02:48:56
CUST002610,Loyal,Organic,REP003,2017-08-25 01:53:33,2018-05-08 03:01:49
CUST002611,VIP,Marketplace,REP030,2017-01-21 03:03:11,2018-05-02 08:57:39
CUST002612,Inactive,Social,REP023,2017-10-16 11:14:19,2017-10-16 11:14:19
CUST002613,Loyal,Email,REP008,2017-08-18 19:28:32,2018-09-27 05:33:40
CUST002614,Loyal,Organic,REP004,2017-01-31 11:00:07,2017-09-25 11:46:28
CUST002615,Inactive,Referral,REP011,2017-10-26 00:00:00,2017-10-26 00:00:00
CUST002616,Loyal,Email,REP005,2017-03-23 06:02:07,2018-09-13 19:25:11
CUST002617,Regular,Email,REP016,2017-12-14 17:25:03,2018-06-02 21:27:31
CUST002618,Loyal,Social,REP021,2017-02-24 16:21:50,2017-11-09 12:46:09
CUST002619,Inactive,Paid Search,REP009,2017-04-13 00:00:00,2017-04-13 00:00:00
CUST002620,Regular,Paid Search,REP025,2017-03-30 02:00:23,2017-09-29 08:26:53
CUST002621,Regular,Social,REP025,2017-01-26 19:23:48,2018-06-07 05:59:35
CUST002622,Regular,Email,REP024,2017-03-10 20:11:30,2018-08-11 03:42:03
CUST002623,Inactive,Organic,REP015,2017-11-29 16:20:45,2017-11-29 16:20:45
CUST002624,Loyal,Paid Search,REP002,2017-05-22 01:19:44,2018-05-02 15:06:54
CUST002625,New,Social,REP027,2018-08-07 07:29:13,2018-08-07 07:29:13
CUST002626,Regular,Paid Search,REP013,2017-07-21 08:44:06,2018-03-03 01:27:31
CUST002627,VIP,Paid Search,REP029,2017-01-03 00:56:56,2018-06-14 02:39:23
CUST002628,Loyal,Paid Search,REP002,2017-09-30 19:18:35,2018-06-22 00:14:47
CUST002629,Loyal,Paid Search,REP013,2017-08-10 01:50:06,2018-01-27 11:56:41
CUST002630,Loyal,Referral,REP013,2017-03-11 22:47:46,2017-08-07 08:01:14
CUST002631,Inactive,Social,REP006,2017-10-07 03:58:45,2017-10-07 03:58:45
CUST002632,Loyal,Paid Search,REP004,2018-02-07 19:25:54,2018-07-20 23:18:13
CUST002633,Inactive,Marketplace,REP021,2017-05-31 00:00:00,2017-05-31 00:00:00
CUST002634,New,Email,REP024,2018-05-18 03:43:21,2018-05-18 03:43:21
CUST002635,Inactive,Paid Search,REP024,2017-12-04 14:59:15,2017-12-04 14:59:15
CUST002636,New,Organic,REP010,2018-07-31 23:54:12,2018-07-31 23:54:12
CUST002637,Regular,Social,REP008,2018-06-13 13:36:23,2018-09-28 23:10:54
CUST002638,New,Marketplace,REP005,2018-05-12 10:40:40,2018-05-12 10:40:40
CUST002639,New,Email,REP001,2018-08-30 21:57:05,2018-08-30 21:57:05
CUST002640,Loyal,Organic,REP011,2017-04-05 01:07:55,2018-07-22 07:32:18
CUST002641,Loyal,Referral,REP001,2017-03-14 02:06:02,2018-05-08 14:39:43
CUST002642,VIP,Referral,REP021,2017-10-16 11:20:23,2018-09-12 08:45:30
CUST002643,Loyal,Organic,REP015,2017-02-07 21:12:21,2018-08-20 13:32:17
CUST002644,Regular,Referral,REP020,2018-06-03 16:38:08,2018-06-25 10:44:36
CUST002645,Loyal,Email,REP004,2017-10-03 14:53:42,2018-09-18 03:53:28
CUST002646,Inactive,Email,REP025,2017-01-02 06:59:23,2017-01-02 06:59:23
CUST002647,Regular,Social,REP021,2017-02-19 21:29:28,2018-09-08 14:37:10
CUST002648,Loyal,Organic,REP010,2017-03-21 21:52:47,2018-05-16 17:13:26
CUST002649,Loyal,Email,REP023,2017-01-14 02:21:05,2018-01-26 23:56:38
CUST002650,Inactive,Organic,REP011,2017-04-21 00:00:00,2017-04-21 00:00:00
CUST002651,Loyal,Marketplace,REP026,2017-10-31 20:08:01,2018-09-19 13:23:45
CUST002652,New,Paid Search,REP026,2018-04-27 13:34:08,2018-04-27 13:34:08
CUST002653,Inactive,Organic,REP025,2017-03-06 00:00:00,2017-03-06 00:00:00
CUST002654,Loyal,Organic,REP009,2017-02-09 13:17:13,2018-07-27 20:45:58
CUST002655,VIP,Marketplace,REP002,2017-07-31 23:16:35,2018-09-29 07:32:39
CUST002656,Regular,Paid Search,REP020,2017-08-17 23:13:17,2018-03-21 19:14:35
CUST002657,Inactive,Email,REP016,2017-04-16 00:00:00,2017-04-16 00:00:00
CUST002658,Loyal,Referral,REP004,2017-01-04 03:15:05,2018-06-19 22:15:25
CUST002659,Loyal,Organic,REP029,2017-01-21 21:27:01,2018-07-10 13:01:08
CUST002660,Regular,Social,REP026,2017-05-05 16:21:00,2018-05-15 08:21:43
CUST002661,Regular,Referral,REP008,2017-12-16 20:16:55,2017-12-24 23:00:31
CUST002662,Loyal,Referral,REP014,2017-06-14 07:32:52,2018-06-24 11:27:56
CUST002663,Loyal,Referral,REP015,2017-03-04 11:03:36,2018-03-23 05:16:15
CUST002664,Loyal,Marketplace,REP027,2017-12-01 03:48:30,2018-05-10 22:16:33
CUST002665,Loyal,Paid Search,REP012,2017-02-12 21:34:16,2017-06-28 08:29:58
CUST002666,Regular,Referral,REP029,2017-10-02 18:11:20,2018-03-06 06:20:55
CUST002667,Inactive,Social,REP009,2017-01-29 23:16:47,2017-01-29 23:16:47
CUST002668,Loyal,Social,REP006,2017-10-12 09:25:47,2018-04-30 16:28:31
CUST002669,Inactive,Social,REP015,2017-01-03 16:31:04,2017-01-03 16:31:04
CUST002670,Regular,Marketplace,REP025,2017-01-24 11:33:58,2017-03-25 11:04:39
CUST002671,Inactive,Social,REP007,2017-11-23 17:33:54,2017-11-23 17:33:54
CUST002672,Regular,Referral,REP006,2017-10-22 05:33:30,2018-01-07 00:49:25
CUST002673,Loyal,Organic,REP029,2017-09-02 13:35:46,2017-12-13 12:50:10
CUST002674,Loyal,Organic,REP010,2017-02-15 07:56:04,2018-03-30 03:47:14
CUST002675,Loyal,Organic,REP003,2017-04-05 04:08:10,2018-08-18 18:42:26
CUST002676,Inactive,Paid Search,REP012,2017-04-17 06:26:35,2017-04-17 06:26:35
CUST002677,Regular,Organic,REP021,2017-05-21 07:01:51,2017-12-01 06:41:41
CUST002678,Loyal,Organic,REP016,2017-02-08 09:40:00,2017-04-25 03:40:20
CUST002679,New,Organic,REP023,2018-06-20 04:59:59,2018-06-20 04:59:59
CUST002680,VIP,Marketplace,REP020,2017-06-16 15:34:46,2018-06-30 00:19:59
CUST002681,Inactive,Referral,REP022,2017-02-04 18:25:07,2017-02-04 18:25:07
CUST002682,Regular,Social,REP007,2018-02-18 18:58:37,2018-03-15 14:18:20
CUST002683,Loyal,Marketplace,REP027,2017-07-09 06:40:06,2018-07-27 22:45:49
CUST002684,Regular,Social,REP012,2018-03-13 00:29:19,2018-06-07 21:16:28
CUST002685,Regular,Organic,REP022,2017-05-25 03:20:12,2018-02-14 04:55:39
CUST002686,Loyal,Organic,REP009,2017-03-04 14:03:00,2018-07-27 03:41:50
CUST002687,Regular,Social,REP020,2017-08-24 10:40:39,2017-09-12 23:34:31
CUST002688,New,Referral,REP014,2018-06-18 00:00:00,2018-06-18 00:00:00
CUST002689,Regular,Social,REP013,2017-11-29 10:11:33,2018-01-22 17:29:59
CUST002690,Loyal,Referral,REP001,2017-10-28 05:04:37,2018-06-13 13:38:35
CUST002691,Inactive,Referral,REP018,2018-03-29 00:00:00,2018-03-29 00:00:00
CUST002692,Inactive,Social,REP012,2017-05-19 21:38:29,2017-05-19 21:38:29
CUST002693,Loyal,Social,REP010,2018-05-10 12:35:55,2018-07-10 16:28:34
CUST002694,Regular,Organic,REP021,2017-02-06 01:03:44,2017-10-12 08:42:04
CUST002695,Loyal,Paid Search,REP022,2017-03-09 16:27:25,2017-06-14 00:20:18
CUST002696,Inactive,Paid Search,REP013,2017-01-12 10:38:02,2017-01-12 10:38:02
CUST002697,Regular,Referral,REP018,2017-07-23 06:18:07,2018-07-09 18:18:25
CUST002698,Loyal,Social,REP022,2017-08-16 08:59:04,2018-08-07 05:09:04
CUST002699,Regular,Email,REP017,2017-08-11 15:48:23,2018-06-28 21:33:21
CUST002700,Loyal,Referral,REP013,2017-04-17 22:22:47,2018-04-22 12:14:42
CUST002701,Inactive,Social,REP026,2017-06-27 13:03:52,2017-06-27 13:03:52
CUST002702,Loyal,Organic,REP021,2017-01-01 19:31:58,2017-12-06 15:44:28
CUST002703,Regular,Social,REP008,2017-07-08 14:06:51,2017-08-14 02:26:25
CUST002704,Loyal,Social,REP010,2017-02-19 21:19:35,2017-11-20 17:53:12
CUST002705,Inactive,Marketplace,REP022,2018-03-23 13:56:50,2018-03-23 13:56:50
CUST002706,Regular,Marketplace,REP021,2017-03-04 15:31:19,2018-05-20 19:11:10
CUST002707,Regular,Social,REP001,2018-06-04 23:26:06,2018-09-29 02:18:59
CUST002708,Regular,Email,REP012,2017-06-24 00:15:23,2018-02-22 03:48:37
CUST002709,Inactive,Social,REP027,2017-06-29 23:56:36,2017-06-29 23:56:36
CUST002710,New,Social,REP029,2018-06-19 09:15:34,2018-06-19 09:15:34
CUST002711,Loyal,Paid Search,REP013,2017-01-23 22:51:34,2018-09-27 03:08:33
CUST002712,Inactive,Social,REP020,2017-07-12 03:01:55,2017-07-12 03:01:55
CUST002713,Loyal,Paid Search,REP016,2017-07-10 00:05:42,2018-03-20 18:28:57
CUST002714,Inactive,Social,REP014,2018-02-17 00:01:51,2018-02-17 00:01:51
CUST002715,Inactive,Organic,REP002,2018-03-11 09:33:05,2018-03-11 09:33:05
CUST002716,Regular,Referral,REP006,2018-03-23 06:55:19,2018-08-13 15:59:38
CUST002717,Loyal,Organic,REP017,2017-10-15 21:13:17,2018-07-05 10:38:20
CUST002718,Inactive,Social,REP004,2017-03-06 09:10:35,2017-03-06 09:10:35
CUST002719,Regular,Social,REP028,2018-05-14 19:33:34,2018-07-27 14:57:21
CUST002720,VIP,Email,REP016,2017-01-24 09:57:16,2018-09-13 00:19:03
CUST002721,Regular,Paid Search,REP005,2018-01-08 22:27:36,2018-09-26 01:23:22
CUST002722,Loyal,Organic,REP004,2017-06-06 16:12:41,2018-09-08 13:44:47
CUST002723,Inactive,Social,REP005,2017-01-21 15:58:41,2017-01-21 15:58:41
CUST002724,Loyal,Marketplace,REP020,2017-10-04 02:01:34,2018-08-07 20:40:05
CUST002725,Regular,Social,REP013,2017-06-15 13:50:27,2017-11-10 11:13:17
CUST002726,Inactive,Email,REP011,2017-02-14 01:14:59,2017-02-14 01:14:59
CUST002727,Loyal,Referral,REP008,2017-11-27 05:47:29,2018-09-15 12:21:17
CUST002728,Loyal,Referral,REP009,2017-06-15 11:36:34,2018-07-11 17:27:23
CUST002729,VIP,Paid Search,REP022,2017-06-14 04:27:37,2018-09-07 22:35:05
CUST002730,New,Paid Search,REP026,2018-09-06 09:56:47,2018-09-06 09:56:47
CUST002731,Regular,Paid Search,REP030,2017-03-05 23:44:40,2018-06-18 02:25:52
CUST002732,Loyal,Paid Search,REP011,2017-01-12 13:31:51,2018-04-28 12:59:20
CUST002733,Loyal,Marketplace,REP001,2017-02-27 13:21:28,2017-07-22 05:51:25
CUST002734,Inactive,Organic,REP005,2018-01-13 14:03:09,2018-01-13 14:03:09
CUST002735,Loyal,Referral,REP026,2017-03-17 22:40:13,2018-07-01 00:52:48
CUST002736,Loyal,Paid Search,REP018,2018-03-09 17:28:43,2018-09-30 16:30:52
CUST002737,Loyal,Social,REP019,2017-02-08 08:31:39,2018-02-19 03:24:28
CUST002738,Regular,Organic,REP026,2018-01-16 16:25:08,2018-07-20 00:00:59
CUST002739,Regular,Organic,REP005,2017-08-05 07:01:00,2018-04-21 05:33:46
CUST002740,Inactive,Paid Search,REP018,2017-12-09 05:08:34,2017-12-09 05:08:34
CUST002741,Inactive,Social,REP026,2017-02-13 00:00:00,2017-02-13 00:00:00
CUST002742,Regular,Paid Search,REP017,2018-01-05 16:04:13,2018-06-13 09:20:14
CUST002743,Regular,Referral,REP016,2018-04-26 19:57:11,2018-05-24 19:05:33
CUST002744,Inactive,Marketplace,REP011,2017-10-21 23:43:57,2017-10-21 23:43:57
CUST002745,New,Organic,REP015,2018-04-20 09:29:37,2018-04-20 09:29:37
CUST002746,Loyal,Referral,REP002,2017-01-23 09:52:16,2018-03-12 21:58:36
CUST002747,Inactive,Marketplace,REP025,2017-01-07 00:00:00,2017-01-07 00:00:00
CUST002748,New,Email,REP017,2018-04-14 16:40:36,2018-04-14 16:40:36
CUST002749,VIP,Social,REP026,2017-06-28 15:27:40,2018-07-26 09:55:48
CUST002750,Inactive,Referral,REP025,2017-05-01 11:52:06,2017-05-01 11:52:06
CUST002751,Loyal,Paid Search,REP008,2017-01-27 02:56:05,2018-06-20 12:45:21
CUST002752,Loyal,Marketplace,REP010,2017-03-14 17:43:57,2018-03-25 01:15:41
CUST002753,New,Marketplace,REP026,2018-09-18 04:31:53,2018-09-18 04:31:53
CUST002754,Loyal,Referral,REP014,2017-07-28 13:46:28,2018-07-10 12:47:49
CUST002755,Regular,Email,REP015,2017-01-03 02:16:17,2017-09-13 22:56:05
CUST002756,Regular,Email,REP007,2017-09-28 12:51:12,2017-09-29 18:21:22
CUST002757,Loyal,Referral,REP005,2017-03-15 15:09:27,2018-04-01 05:04:56
CUST002758,Regular,Social,REP026,2017-08-28 13:41:01,2018-05-08 19:31:04
CUST002759,Regular,Paid Search,REP026,2018-04-25 11:15:01,2018-05-26 21:26:44
CUST002760,Loyal,Email,REP010,2017-02-18 23:48:11,2017-08-09 02:13:32
CUST002761,New,Paid Search,REP004,2018-04-20 00:00:00,2018-04-20 00:00:00
CUST002762,Loyal,Email,REP019,2017-08-05 14:00:47,2018-06-21 08:11:40
CUST002763,Inactive,Social,REP017,2018-02-08 00:00:00,2018-02-08 00:00:00
CUST002764,Regular,Referral,REP021,2017-09-15 18:28:44,2017-12-28 16:55:09
CUST002765,Inactive,Marketplace,REP001,2018-03-05 02:48:17,2018-03-05 02:48:17
CUST002766,Regular,Marketplace,REP017,2017-01-05 15:15:34,2017-06-20 15:42:08
CUST002767,Inactive,Referral,REP013,2017-07-26 15:42:42,2017-07-26 15:42:42
CUST002768,Loyal,Social,REP019,2017-03-15 15:00:39,2017-06-14 21:24:14
CUST002769,Regular,Email,REP022,2017-02-25 20:24:15,2017-12-20 19:30:41
CUST002770,Loyal,Paid Search,REP019,2017-08-06 03:33:04,2018-05-11 05:57:30
CUST002771,Loyal,Organic,REP013,2017-08-27 11:12:58,2018-06-21 20:31:35
CUST002772,Loyal,Marketplace,REP007,2017-01-12 13:53:15,2018-09-20 09:09:33
CUST002773,Loyal,Email,REP015,2017-01-05 02:41:17,2017-11-18 12:55:08
CUST002774,VIP,Social,REP022,2017-02-03 11:38:00,2018-04-04 17:50:18
CUST002775,Loyal,Organic,REP014,2017-04-23 21:26:25,2018-04-22 23:05:08
CUST002776,Regular,Email,REP014,2017-08-22 23:46:57,2017-12-22 09:05:19
CUST002777,New,Social,REP004,2018-05-27 00:00:00,2018-05-27 00:00:00
CUST002778,Inactive,Social,REP016,2017-06-06 00:00:00,2017-06-06 00:00:00
CUST002779,Loyal,Organic,REP024,2017-06-26 01:02:35,2018-05-11 00:54:48
CUST002780,Regular,Email,REP017,2017-01-11 07:31:52,2018-07-02 18:40:50
CUST002781,Loyal,Email,REP016,2017-08-09 15:00:10,2018-09-18 21:33:26
CUST002782,Inactive,Social,REP010,2017-09-30 21:44:22,2017-09-30 21:44:22
CUST002783,Loyal,Social,REP001,2017-08-11 09:15:47,2018-06-17 19:44:19
CUST002784,Regular,Paid Search,REP006,2017-06-29 18:23:51,2017-10-02 19:01:49
CUST002785,Loyal,Paid Search,REP005,2017-09-21 11:53:09,2018-08-15 20:07:30
CUST002786,Loyal,Social,REP005,2017-02-02 21:03:36,2018-02-06 12:34:15
CUST002787,Inactive,Organic,REP025,2018-02-04 14:08:56,2018-02-04 14:08:56
CUST002788,Regular,Paid Search,REP001,2017-03-06 18:02:09,2017-12-21 19:00:51
CUST002789,Regular,Marketplace,REP027,2017-02-28 01:46:46,2018-01-31 17:39:52
CUST002790,Regular,Marketplace,REP004,2017-08-30 21:15:06,2018-06-02 12:00:40
CUST002791,Loyal,Marketplace,REP026,2017-02-26 21:08:27,2018-01-01 11:57:30
CUST002792,Regular,Social,REP029,2018-05-06 20:58:32,2018-08-29 23:54:04
CUST002793,Regular,Paid Search,REP010,2017-05-20 15:02:32,2018-08-03 02:10:04
CUST002794,Loyal,Social,REP001,2017-02-07 21:18:26,2018-03-19 02:23:18
CUST002795,Regular,Paid Search,REP029,2017-09-08 06:09:08,2018-02-11 13:04:10
CUST002796,VIP,Referral,REP025,2017-03-07 01:01:29,2018-09-05 05:17:02
CUST002797,Loyal,Organic,REP025,2017-04-07 09:45:09,2018-09-20 10:39:12
CUST002798,VIP,Organic,REP016,2017-03-30 04:58:41,2018-01-19 16:44:16
CUST002799,Loyal,Paid Search,REP023,2017-10-26 02:58:59,2018-09-19 12:53:06
CUST002800,Inactive,Social,REP013,2018-02-25 10:53:22,2018-02-25 10:53:22
CUST002801,Loyal,Social,REP024,2017-03-11 12:50:12,2018-08-02 22:15:45
CUST002802,Inactive,Referral,REP019,2017-02-26 00:00:00,2017-02-26 00:00:00
CUST002803,Loyal,Email,REP009,2017-02-20 22:59:11,2018-09-24 18:35:09
CUST002804,Inactive,Email,REP017,2017-09-07 17:02:37,2017-09-07 17:02:37
CUST002805,Loyal,Organic,REP022,2017-02-10 18:54:53,2018-03-08 20:42:10
CUST002806,Regular,Paid Search,REP020,2017-01-02 22:00:18,2017-11-25 17:46:35
CUST002807,Regular,Email,REP006,2017-04-24 01:25:53,2018-03-14 15:18:29
CUST002808,Loyal,Marketplace,REP005,2017-06-01 20:24:18,2018-06-22 23:51:05
CUST002809,Inactive,Marketplace,REP028,2017-02-07 00:00:00,2017-02-07 00:00:00
CUST002810,New,Email,REP020,2018-06-24 15:52:53,2018-06-24 15:52:53
CUST002811,New,Email,REP015,2018-08-02 12:52:59,2018-08-02 12:52:59
CUST002812,Regular,Marketplace,REP022,2017-06-11 03:29:13,2018-06-12 12:10:59
