lead_id,customer_id,lead_date,lead_source,is_qualified,is_converted
LEAD002493,CUST008751,2017-09-18,Social,0,0
LEAD002494,CUST001082,2018-08-17,Social,0,0
LEAD002495,CUST005512,2017-05-25,Referral,0,0
LEAD002496,CUST002045,2017-01-17,Email,1,0
LEAD002497,CUST008656,2018-09-01,Email,0,0
LEAD002498,CUST001724,2017-05-30,Referral,1,1
LEAD002499,CUST001266,2017-08-13,Marketplace,1,0
LEAD002500,CUST002622,2018-04-21,Email,0,0
LEAD002501,CUST000128,2017-10-03,Social,0,0
LEAD002502,CUST003388,2018-01-28,Organic,0,0
LEAD002503,CUST006634,2017-04-06,Organic,0,0
LEAD002504,CUST005398,2018-08-06,Organic,1,0
LEAD002505,CUST009288,2017-04-13,Organic,1,0
LEAD002506,CUST001048,2018-07-25,Referral,1,0
LEAD002507,CUST005493,2018-09-25,Paid Search,0,0
LEAD002508,CUST008595,2017-09-27,Marketplace,1,0
LEAD002509,CUST008186,2018-02-25,Marketplace,0,0
LEAD002510,CUST009816,2018-03-11,Email,0,0
LEAD002511,CUST005538,2018-02-11,Organic,0,0
LEAD002512,CUST008315,2018-06-29,Paid Search,0,0
LEAD002513,CUST005783,2018-04-23,Email,1,1
LEAD002514,CUST002469,2017-04-02,Marketplace,0,0
LEAD002515,CUST003126,2018-01-31,Social,0,0
LEAD002516,CUST008752,2017-08-09,Referral,0,0
LEAD002517,CUST006564,2017-09-07,Social,0,0
LEAD002518,CUST001205,2017-10-08,Organic,1,1
LEAD002519,CUST007338,2017-04-09,Marketplace,1,1
LEAD002520,CUST000709,2017-06-04,Paid Search,0,0
LEAD002521,CUST002537,2018-06-12,Social,0,0
LEAD002522,CUST008241,2018-09-25,Social,0,0
LEAD002523,CUST003549,2018-03-24,Organic,1,0
LEAD002524,CUST009621,2017-02-10,Referral,1,1
LEAD002525,CUST006966,2017-05-23,Email,0,0
LEAD002526,CUST006382,2017-12-12,Referral,1,0
LEAD002527,CUST008878,2017-09-02,Referral,0,0
LEAD002528,CUST000454,2018-03-13,Social,0,0
LEAD002529,CUST000567,2018-04-14,Organic,0,0
LEAD002530,CUST008372,2017-08-12,Organic,0,0
LEAD002531,CUST008610,2018-03-11,Referral,1,0
LEAD002532,CUST002719,2018-02-10,Marketplace,0,0
LEAD002533,CUST009614,2018-07-31,Paid Search,1,1
LEAD002534,CUST001259,2018-01-24,Referral,0,0
LEAD002535,CUST008886,2018-09-16,Organic,0,0
LEAD002536,CUST002779,2017-05-10,Organic,1,0
LEAD002537,CUST004228,2017-09-28,Referral,0,0
LEAD002538,CUST003887,2017-07-14,Referral,1,0
LEAD002539,CUST002946,2017-11-05,Email,0,0
LEAD002540,CUST008037,2018-06-07,Email,1,0
LEAD002541,CUST005695,2018-05-08,Paid Search,1,1
LEAD002542,CUST002284,2017-08-17,Email,0,0
LEAD002543,CUST002448,2017-04-05,Referral,0,0
LEAD002544,CUST001272,2017-05-05,Referral,1,0
LEAD002545,CUST007746,2018-06-09,Email,1,0
LEAD002546,CUST001186,2017-11-03,Referral,0,0
LEAD002547,CUST004626,2017-07-30,Email,1,0
LEAD002548,CUST002556,2018-09-20,Organic,0,0
LEAD002549,CUST008490,2018-02-10,Paid Search,1,1
LEAD002550,CUST008721,2017-11-17,Paid Search,0,0
LEAD002551,CUST002516,2017-04-01,Email,0,0
LEAD002552,CUST007308,2018-04-07,Social,0,0
LEAD002553,CUST008063,2017-01-05,Referral,1,0
LEAD002554,CUST003503,2018-05-12,Email,1,0
LEAD002555,CUST006220,2017-06-09,Email,1,1
LEAD002556,CUST006133,2017-02-17,Marketplace,1,1
LEAD002557,CUST003752,2017-05-01,Referral,0,0
LEAD002558,CUST009900,2017-12-20,Organic,0,0
LEAD002559,CUST008234,2017-02-05,Marketplace,1,0
LEAD002560,CUST002270,2017-10-28,Marketplace,0,0
LEAD002561,CUST005284,2017-09-13,Marketplace,1,0
LEAD002562,CUST001401,2017-10-08,Email,1,0
LEAD002563,CUST005424,2017-01-12,Organic,0,0
LEAD002564,CUST004117,2018-05-12,Paid Search,0,0
LEAD002565,CUST006182,2017-10-19,Referral,0,0
LEAD002566,CUST007472,2017-03-10,Paid Search,0,0
LEAD002567,CUST004643,2018-09-29,Email,1,0
LEAD002568,CUST001058,2018-09-13,Referral,1,1
LEAD002569,CUST008676,2017-07-12,Email,1,0
LEAD002570,CUST008596,2018-02-04,Email,1,1
LEAD002571,CUST000106,2017-08-20,Paid Search,1,0
LEAD002572,CUST007678,2017-11-18,Paid Search,0,0
LEAD002573,CUST000029,2017-07-13,Referral,0,0
LEAD002574,CUST007144,2018-08-22,Email,0,0
LEAD002575,CUST001574,2018-01-10,Social,1,0
LEAD002576,CUST009844,2017-02-20,Email,0,0
LEAD002577,CUST005561,2018-06-14,Email,0,0
LEAD002578,CUST006153,2018-09-20,Organic,0,0
LEAD002579,CUST007008,2017-01-17,Referral,1,0
LEAD002580,CUST001825,2018-03-03,Organic,1,1
LEAD002581,CUST003235,2018-03-06,Paid Search,0,0
LEAD002582,CUST005669,2018-05-27,Organic,0,0
LEAD002583,CUST002411,2017-08-28,Marketplace,0,0
LEAD002584,CUST006377,2017-07-24,Paid Search,1,1
LEAD002585,CUST009264,2018-07-13,Paid Search,0,0
LEAD002586,CUST000293,2018-08-31,Email,1,0
LEAD002587,CUST007182,2017-08-04,Marketplace,1,0
LEAD002588,CUST008060,2017-08-28,Organic,1,0
LEAD002589,CUST000144,2017-01-10,Organic,0,0
LEAD002590,CUST004853,2018-07-29,Referral,0,0
LEAD002591,CUST001426,2018-01-02,Marketplace,1,1
LEAD002592,CUST002448,2018-09-01,Paid Search,0,0
LEAD002593,CUST007394,2017-05-11,Marketplace,0,0
LEAD002594,CUST007619,2017-06-03,Organic,0,0
LEAD002595,CUST006180,2017-10-29,Paid Search,1,0
LEAD002596,CUST001718,2017-10-09,Organic,0,0
LEAD002597,CUST003722,2017-11-16,Marketplace,0,0
LEAD002598,CUST000773,2017-07-06,Paid Search,1,0
LEAD002599,CUST008470,2017-12-07,Referral,0,0
LEAD002600,CUST009410,2018-04-03,Paid Search,1,1
LEAD002601,CUST002564,2017-08-22,Social,0,0
LEAD002602,CUST008434,2018-02-08,Paid Search,0,0
LEAD002603,CUST001158,2018-03-23,Social,0,0
LEAD002604,CUST006938,2018-02-16,Social,0,0
LEAD002605,CUST005564,2017-10-19,Referral,1,0
LEAD002606,CUST000394,2017-05-15,Marketplace,1,1
LEAD002607,CUST007860,2018-03-13,Social,1,0
LEAD002608,CUST003753,2017-02-19,Social,0,0
LEAD002609,CUST008226,2017-02-16,Paid Search,1,0
LEAD002610,CUST006927,2017-10-30,Organic,0,0
LEAD002611,CUST008254,2017-02-28,Social,0,0
LEAD002612,CUST008351,2018-06-07,Email,1,0
LEAD002613,CUST006499,2018-02-11,Organic,0,0
LEAD002614,CUST009393,2017-05-02,Organic,1,1
LEAD002615,CUST006324,2017-09-30,Paid Search,1,1
LEAD002616,CUST008284,2018-08-12,Paid Search,1,0
LEAD002617,CUST004313,2017-09-02,Paid Search,0,0
LEAD002618,CUST004606,2017-02-09,Marketplace,0,0
LEAD002619,CUST001550,2018-02-10,Organic,0,0
LEAD002620,CUST009432,2018-08-26,Email,1,0
LEAD002621,CUST003893,2018-05-20,Referral,1,0
LEAD002622,CUST008494,2018-09-10,Organic,0,0
LEAD002623,CUST005807,2018-04-18,Paid Search,0,0
LEAD002624,CUST008129,2017-09-15,Referral,1,0
LEAD002625,CUST007900,2017-04-13,Organic,0,0
LEAD002626,CUST008350,2017-11-14,Paid Search,0,0
LEAD002627,CUST002872,2018-02-20,Email,0,0
LEAD002628,CUST007092,2017-12-24,Email,0,0
LEAD002629,CUST004239,2017-07-23,Social,1,0
LEAD002630,CUST009482,2018-04-23,Email,0,0
LEAD002631,CUST004273,2018-06-24,Referral,1,0
LEAD002632,CUST008690,2017-08-17,Email,1,0
LEAD002633,CUST003736,2018-03-06,Marketplace,1,0
LEAD002634,CUST009961,2017-06-21,Social,0,0
LEAD002635,CUST006272,2017-06-25,Referral,0,0
LEAD002636,CUST004535,2018-05-27,Referral,0,0
LEAD002637,CUST001356,2017-05-06,Email,1,0
LEAD002638,CUST007126,2018-05-21,Referral,0,0
LEAD002639,CUST005934,2017-11-05,Social,0,0
LEAD002640,CUST008780,2017-11-12,Paid Search,1,0
LEAD002641,CUST007930,2017-10-30,Organic,0,0
LEAD002642,CUST009897,2018-02-16,Referral,1,0
LEAD002643,CUST007225,2018-01-27,Referral,0,0
LEAD002644,CUST002265,2018-03-26,Marketplace,1,0
LEAD002645,CUST000860,2017-04-09,Social,1,0
LEAD002646,CUST006285,2018-03-18,Social,0,0
LEAD002647,CUST008067,2017-02-25,Paid Search,0,0
LEAD002648,CUST001854,2018-09-02,Email,0,0
LEAD002649,CUST005033,2017-03-04,Organic,1,0
LEAD002650,CUST004798,2017-07-14,Social,0,0
LEAD002651,CUST008536,2018-03-20,Email,0,0
LEAD002652,CUST005499,2017-09-19,Organic,0,0
LEAD002653,CUST004849,2018-02-07,Social,1,1
LEAD002654,CUST007793,2017-03-14,Organic,1,0
LEAD002655,CUST007065,2018-08-03,Email,0,0
LEAD002656,CUST005655,2018-06-27,Organic,0,0
LEAD002657,CUST001088,2017-01-07,Email,0,0
LEAD002658,CUST006524,2017-02-07,Social,0,0
LEAD002659,CUST000366,2017-06-14,Email,1,0
LEAD002660,CUST000539,2018-05-12,Referral,1,0
LEAD002661,CUST000777,2018-06-23,Organic,1,0
LEAD002662,CUST006660,2018-03-31,Marketplace,1,0
LEAD002663,CUST007559,2018-05-21,Social,1,0
LEAD002664,CUST008325,2017-04-08,Social,0,0
LEAD002665,CUST000845,2017-01-19,Organic,1,0
LEAD002666,CUST002248,2018-06-04,Email,1,0
LEAD002667,CUST008736,2017-01-25,Referral,0,0
LEAD002668,CUST009181,2017-10-10,Marketplace,1,0
LEAD002669,CUST003631,2017-07-08,Marketplace,0,0
LEAD002670,CUST005294,2017-07-27,Organic,0,0
LEAD002671,CUST009685,2018-05-19,Referral,1,1
LEAD002672,CUST002337,2017-11-14,Marketplace,0,0
LEAD002673,CUST006395,2018-02-10,Marketplace,1,1
LEAD002674,CUST000138,2017-01-15,Organic,0,0
LEAD002675,CUST007199,2017-07-02,Paid Search,0,0
LEAD002676,CUST008174,2017-01-03,Email,1,0
LEAD002677,CUST005908,2018-03-28,Email,1,1
LEAD002678,CUST002023,2017-02-14,Social,1,0
LEAD002679,CUST005085,2018-01-02,Marketplace,1,1
LEAD002680,CUST001909,2017-10-08,Social,0,0
LEAD002681,CUST000531,2018-07-29,Marketplace,1,0
LEAD002682,CUST000321,2017-05-10,Organic,1,0
LEAD002683,CUST007340,2018-04-17,Organic,0,0
LEAD002684,CUST002637,2017-12-15,Email,1,0
LEAD002685,CUST000912,2018-07-06,Social,1,0
LEAD002686,CUST004507,2018-05-31,Organic,1,0
LEAD002687,CUST008552,2018-04-10,Email,0,0
LEAD002688,CUST005186,2017-12-13,Organic,0,0
LEAD002689,CUST007026,2018-03-16,Social,0,0
LEAD002690,CUST006166,2017-03-29,Paid Search,1,1
LEAD002691,CUST000765,2017-07-24,Email,1,1
LEAD002692,CUST001619,2017-05-24,Marketplace,0,0
LEAD002693,CUST005732,2017-04-25,Marketplace,0,0
LEAD002694,CUST008491,2017-05-23,Referral,0,0
LEAD002695,CUST000090,2018-06-07,Referral,0,0
LEAD002696,CUST003107,2017-06-08,Email,1,0
LEAD002697,CUST000821,2018-03-27,Marketplace,1,0
LEAD002698,CUST002180,2018-01-07,Email,0,0
LEAD002699,CUST001821,2017-05-24,Referral,1,0
LEAD002700,CUST007502,2018-04-16,Paid Search,0,0
LEAD002701,CUST002148,2018-02-07,Social,0,0
LEAD002702,CUST001296,2017-12-12,Paid Search,1,1
LEAD002703,CUST002836,2017-02-12,Email,0,0
LEAD002704,CUST008720,2017-05-03,Paid Search,1,0
LEAD002705,CUST006370,2017-03-31,Referral,0,0
LEAD002706,CUST001873,2017-05-16,Paid Search,0,0
LEAD002707,CUST007574,2017-07-02,Organic,0,0
LEAD002708,CUST008703,2018-05-12,Referral,1,0
LEAD002709,CUST007488,2018-06-16,Email,1,0
LEAD002710,CUST004843,2017-03-16,Marketplace,1,1
LEAD002711,CUST009444,2017-09-01,Referral,0,0
LEAD002712,CUST007160,2018-05-24,Referral,1,0
LEAD002713,CUST005608,2017-08-18,Paid Search,0,0
LEAD002714,CUST003420,2018-06-18,Paid Search,0,0
LEAD002715,CUST006258,2017-08-15,Marketplace,1,0
LEAD002716,CUST006584,2018-05-16,Referral,0,0
LEAD002717,CUST000276,2017-06-05,Marketplace,1,1
LEAD002718,CUST001226,2017-03-22,Organic,1,0
LEAD002719,CUST002912,2018-05-15,Email,0,0
LEAD002720,CUST003964,2017-08-20,Organic,1,0
LEAD002721,CUST002962,2017-02-20,Referral,1,0
LEAD002722,CUST005038,2017-03-17,Email,1,0
LEAD002723,CUST006873,2017-05-07,Referral,0,0
LEAD002724,CUST000490,2018-01-21,Marketplace,0,0
LEAD002725,CUST009073,2017-09-30,Paid Search,1,1
LEAD002726,CUST003296,2017-09-17,Paid Search,1,1
LEAD002727,CUST000691,2018-05-20,Organic,0,0
LEAD002728,CUST004264,2017-11-15,Organic,1,1
LEAD002729,CUST000911,2017-09-15,Paid Search,0,0
LEAD002730,CUST000909,2017-11-09,Referral,0,0
LEAD002731,CUST006149,2017-06-24,Social,1,1
LEAD002732,CUST001989,2017-10-20,Social,1,1
LEAD002733,CUST004708,2018-06-18,Social,0,0
LEAD002734,CUST004997,2017-06-22,Paid Search,0,0
LEAD002735,CUST005347,2018-07-06,Referral,0,0
LEAD002736,CUST009309,2018-06-04,Paid Search,0,0
LEAD002737,CUST007219,2018-08-08,Email,1,1
LEAD002738,CUST007123,2017-09-01,Referral,0,0
LEAD002739,CUST004527,2018-09-17,Social,0,0
LEAD002740,CUST003511,2018-07-20,Social,1,0
LEAD002741,CUST000747,2018-05-31,Referral,0,0
LEAD002742,CUST006244,2017-05-18,Organic,0,0
LEAD002743,CUST008687,2018-09-14,Marketplace,0,0
LEAD002744,CUST007544,2018-09-21,Marketplace,1,0
LEAD002745,CUST007322,2017-03-07,Social,1,1
LEAD002746,CUST007998,2017-10-26,Paid Search,1,0
LEAD002747,CUST006658,2018-03-17,Referral,1,0
LEAD002748,CUST000649,2017-01-31,Referral,0,0
LEAD002749,CUST006759,2017-11-20,Email,1,1
LEAD002750,CUST009304,2017-05-04,Email,0,0
LEAD002751,CUST004049,2018-05-19,Paid Search,1,0
LEAD002752,CUST001146,2017-09-04,Email,1,0
LEAD002753,CUST009714,2018-05-17,Social,0,0
LEAD002754,CUST008830,2018-02-22,Referral,0,0
LEAD002755,CUST003826,2018-04-21,Email,0,0
LEAD002756,CUST009715,2017-11-12,Referral,0,0
LEAD002757,CUST005170,2017-10-30,Social,1,0
LEAD002758,CUST002104,2017-10-08,Referral,1,0
LEAD002759,CUST003916,2018-05-07,Social,1,1
LEAD002760,CUST004979,2017-12-27,Email,1,0
LEAD002761,CUST000098,2018-07-23,Paid Search,1,0
LEAD002762,CUST008082,2017-09-02,Marketplace,1,0
LEAD002763,CUST008651,2018-09-02,Organic,1,1
LEAD002764,CUST006642,2017-01-30,Social,1,0
LEAD002765,CUST002180,2017-03-30,Organic,1,1
LEAD002766,CUST005474,2018-01-20,Marketplace,1,0
LEAD002767,CUST002654,2017-08-18,Referral,0,0
LEAD002768,CUST001957,2018-03-17,Referral,1,0
LEAD002769,CUST003623,2017-05-13,Paid Search,0,0
LEAD002770,CUST008573,2017-02-17,Marketplace,1,0
LEAD002771,CUST004182,2017-05-27,Email,1,0
LEAD002772,CUST006700,2017-07-13,Marketplace,1,0
LEAD002773,CUST002177,2017-04-13,Referral,1,1
LEAD002774,CUST007856,2018-07-06,Marketplace,0,0
LEAD002775,CUST000124,2017-11-26,Referral,0,0
LEAD002776,CUST005662,2017-02-16,Email,0,0
LEAD002777,CUST000550,2017-08-07,Organic,0,0
LEAD002778,CUST005778,2018-02-22,Paid Search,1,0
LEAD002779,CUST002067,2017-05-01,Paid Search,1,0
LEAD002780,CUST002998,2017-04-24,Paid Search,0,0
LEAD002781,CUST008105,2018-02-09,Referral,1,0
LEAD002782,CUST005224,2018-07-10,Referral,1,1
LEAD002783,CUST006581,2018-05-29,Referral,0,0
LEAD002784,CUST003718,2018-06-17,Email,0,0
LEAD002785,CUST005096,2018-02-01,Social,0,0
LEAD002786,CUST006026,2018-09-28,Social,1,0
LEAD002787,CUST008997,2018-06-21,Paid Search,0,0
LEAD002788,CUST006111,2017-04-12,Marketplace,0,0
LEAD002789,CUST006878,2017-08-24,Email,0,0
LEAD002790,CUST003027,2017-11-03,Paid Search,0,0
LEAD002791,CUST005223,2018-08-15,Email,1,1
LEAD002792,CUST005789,2017-01-28,Marketplace,0,0
LEAD002793,CUST003016,2018-07-15,Marketplace,0,0
LEAD002794,CUST000132,2017-03-26,Marketplace,0,0
LEAD002795,CUST002963,2017-05-22,Organic,0,0
LEAD002796,CUST009785,2017-05-12,Paid Search,1,0
LEAD002797,CUST007702,2017-05-23,Social,0,0
LEAD002798,CUST000923,2018-09-06,Email,0,0
LEAD002799,CUST005533,2018-05-17,Referral,1,0
LEAD002800,CUST002744,2018-09-19,Marketplace,1,0
LEAD002801,CUST002270,2017-04-12,Social,1,0
LEAD002802,CUST005865,2017-03-14,Paid Search,0,0
LEAD002803,CUST007490,2018-08-02,Email,0,0
LEAD002804,CUST007685,2018-04-01,Organic,1,0
LEAD002805,CUST000157,2018-09-26,Email,1,1
LEAD002806,CUST008114,2017-12-06,Paid Search,1,0
LEAD002807,CUST007833,2017-05-07,Paid Search,0,0
LEAD002808,CUST009292,2017-06-15,Paid Search,0,0
LEAD002809,CUST009424,2018-01-02,Marketplace,0,0
LEAD002810,CUST008263,2017-12-12,Paid Search,0,0
LEAD002811,CUST000263,2017-07-03,Referral,0,0
LEAD002812,CUST002487,2018-06-13,Marketplace,0,0
LEAD002813,CUST003391,2018-04-12,Email,1,1
LEAD002814,CUST004264,2017-02-19,Paid Search,0,0
LEAD002815,CUST001269,2018-01-09,Email,0,0
LEAD002816,CUST005729,2018-06-20,Email,0,0
LEAD002817,CUST006269,2018-05-29,Referral,1,0
LEAD002818,CUST006556,2017-02-26,Paid Search,0,0
LEAD002819,CUST007938,2017-10-10,Marketplace,0,0
LEAD002820,CUST006642,2018-07-03,Email,1,1
LEAD002821,CUST000934,2017-01-15,Marketplace,1,0
LEAD002822,CUST002920,2017-10-20,Referral,0,0
LEAD002823,CUST006912,2018-09-19,Social,1,0
LEAD002824,CUST002403,2017-01-15,Marketplace,0,0
LEAD002825,CUST009901,2017-04-28,Organic,0,0
LEAD002826,CUST000672,2017-07-28,Paid Search,1,0
LEAD002827,CUST008829,2017-01-26,Social,1,1
LEAD002828,CUST004516,2017-02-21,Organic,1,0
LEAD002829,CUST008225,2018-06-22,Marketplace,1,0
LEAD002830,CUST006892,2017-01-04,Social,1,0
LEAD002831,CUST000521,2017-02-09,Marketplace,0,0
LEAD002832,CUST007734,2018-01-15,Social,1,0
LEAD002833,CUST002697,2018-07-02,Email,1,0
LEAD002834,CUST001303,2018-04-19,Referral,0,0
LEAD002835,CUST003414,2018-07-14,Referral,1,0
LEAD002836,CUST000842,2017-10-29,Organic,0,0
LEAD002837,CUST000583,2017-11-16,Organic,1,0
LEAD002838,CUST009083,2017-11-17,Social,1,1
LEAD002839,CUST004297,2018-03-10,Social,0,0
LEAD002840,CUST007483,2017-12-22,Referral,1,0
LEAD002841,CUST008532,2017-06-28,Paid Search,0,0
LEAD002842,CUST008671,2018-02-17,Paid Search,0,0
LEAD002843,CUST002023,2018-03-27,Referral,0,0
LEAD002844,CUST006785,2017-08-08,Referral,0,0
LEAD002845,CUST004877,2018-02-19,Referral,1,0
LEAD002846,CUST006839,2018-08-21,Social,1,1
LEAD002847,CUST005471,2018-07-13,Social,0,0
LEAD002848,CUST009027,2017-04-15,Email,0,0
LEAD002849,CUST008506,2018-08-18,Organic,0,0
LEAD002850,CUST004984,2017-09-07,Paid Search,1,0
LEAD002851,CUST000787,2018-06-21,Marketplace,1,1
LEAD002852,CUST003379,2018-07-01,Organic,0,0
LEAD002853,CUST002967,2018-08-29,Referral,1,0
LEAD002854,CUST004461,2017-04-06,Marketplace,0,0
LEAD002855,CUST008927,2018-01-23,Organic,0,0
LEAD002856,CUST005872,2017-01-08,Referral,1,1
LEAD002857,CUST004237,2017-12-12,Organic,1,1
LEAD002858,CUST000437,2018-09-06,Marketplace,0,0
LEAD002859,CUST007206,2017-01-23,Organic,0,0
LEAD002860,CUST007721,2018-01-31,Email,0,0
LEAD002861,CUST008079,2018-02-22,Referral,1,0
LEAD002862,CUST009755,2017-06-06,Referral,0,0
LEAD002863,CUST007691,2017-09-16,Paid Search,0,0
LEAD002864,CUST008406,2018-07-04,Organic,1,0
LEAD002865,CUST005798,2018-06-28,Organic,0,0
LEAD002866,CUST002034,2018-03-29,Email,1,0
LEAD002867,CUST003332,2017-01-23,Referral,1,0
LEAD002868,CUST003351,2018-06-28,Email,0,0
LEAD002869,CUST008649,2018-06-15,Organic,0,0
LEAD002870,CUST006841,2018-09-29,Social,0,0
LEAD002871,CUST000271,2018-03-11,Email,1,1
LEAD002872,CUST000538,2017-11-24,Paid Search,1,0
LEAD002873,CUST006404,2018-06-29,Marketplace,0,0
LEAD002874,CUST000788,2017-11-08,Email,1,0
LEAD002875,CUST009502,2018-07-16,Email,1,0
LEAD002876,CUST006953,2017-01-03,Social,1,0
LEAD002877,CUST005771,2018-06-22,Email,1,0
LEAD002878,CUST003004,2018-04-16,Social,0,0
LEAD002879,CUST003468,2017-05-11,Organic,0,0
LEAD002880,CUST009455,2017-10-09,Social,0,0
LEAD002881,CUST001685,2018-07-22,Organic,1,1
LEAD002882,CUST003932,2018-04-02,Email,0,0
LEAD002883,CUST009711,2017-02-15,Referral,1,1
LEAD002884,CUST004879,2017-10-25,Social,0,0
LEAD002885,CUST001902,2018-08-29,Social,0,0
LEAD002886,CUST004704,2018-02-17,Social,0,0
LEAD002887,CUST006737,2017-09-29,Paid Search,1,0
LEAD002888,CUST003272,2017-09-04,Social,1,0
LEAD002889,CUST002905,2017-07-10,Email,1,0
LEAD002890,CUST007086,2017-09-08,Paid Search,1,0
LEAD002891,CUST001546,2017-11-23,Paid Search,0,0
LEAD002892,CUST007263,2018-09-12,Social,0,0
LEAD002893,CUST001112,2018-03-25,Referral,0,0
LEAD002894,CUST005344,2017-01-18,Social,1,1
LEAD002895,CUST009484,2017-12-02,Social,1,0
LEAD002896,CUST008371,2018-06-29,Organic,1,1
LEAD002897,CUST009742,2018-04-22,Social,0,0
LEAD002898,CUST009938,2018-05-07,Referral,0,0
LEAD002899,CUST004765,2018-01-07,Organic,1,0
LEAD002900,CUST008583,2018-09-21,Email,1,1
LEAD002901,CUST004644,2017-06-07,Social,1,0
LEAD002902,CUST009346,2017-04-23,Social,0,0
LEAD002903,CUST002305,2017-09-27,Referral,0,0
LEAD002904,CUST006878,2017-02-26,Paid Search,1,0
LEAD002905,CUST008288,2018-06-01,Paid Search,1,0
LEAD002906,CUST002006,2017-05-04,Social,1,1
LEAD002907,CUST006495,2017-11-27,Email,1,1
LEAD002908,CUST000479,2018-03-25,Referral,0,0
LEAD002909,CUST001453,2017-10-05,Marketplace,0,0
LEAD002910,CUST007234,2018-06-30,Social,0,0
LEAD002911,CUST007388,2017-01-15,Email,0,0
LEAD002912,CUST006084,2017-01-28,Paid Search,0,0
LEAD002913,CUST001217,2018-07-15,Social,1,1
LEAD002914,CUST001546,2018-02-20,Referral,1,1
LEAD002915,CUST004982,2017-06-27,Paid Search,0,0
LEAD002916,CUST005777,2017-02-07,Social,0,0
LEAD002917,CUST007822,2018-05-18,Marketplace,0,0
LEAD002918,CUST000017,2017-01-31,Referral,0,0
LEAD002919,CUST000601,2018-04-21,Email,1,0
LEAD002920,CUST001218,2017-01-04,Marketplace,0,0
LEAD002921,CUST007430,2017-06-12,Organic,0,0
LEAD002922,CUST007446,2018-04-23,Email,1,0
LEAD002923,CUST003099,2017-01-27,Paid Search,1,1
LEAD002924,CUST008227,2017-10-01,Paid Search,1,0
LEAD002925,CUST000782,2018-02-19,Paid Search,0,0
LEAD002926,CUST000913,2017-11-19,Email,0,0
LEAD002927,CUST003397,2018-07-13,Organic,0,0
LEAD002928,CUST004399,2017-05-14,Organic,0,0
LEAD002929,CUST005921,2017-10-08,Social,1,0
LEAD002930,CUST002556,2018-02-27,Social,1,0
LEAD002931,CUST008742,2018-03-12,Organic,1,1
LEAD002932,CUST006549,2018-09-10,Organic,0,0
LEAD002933,CUST001857,2018-04-23,Paid Search,1,0
LEAD002934,CUST004338,2018-06-27,Email,0,0
LEAD002935,CUST005565,2018-02-25,Marketplace,1,0
LEAD002936,CUST000046,2018-05-31,Referral,0,0
LEAD002937,CUST009303,2017-12-02,Referral,0,0
LEAD002938,CUST009762,2018-02-05,Paid Search,1,0
LEAD002939,CUST006853,2017-07-03,Social,0,0
LEAD002940,CUST003016,2017-01-23,Referral,1,0
LEAD002941,CUST002685,2017-03-20,Referral,0,0
LEAD002942,CUST003663,2018-09-29,Referral,1,1
LEAD002943,CUST007410,2017-01-03,Social,0,0
LEAD002944,CUST000991,2018-07-09,Referral,1,1
LEAD002945,CUST002376,2018-04-09,Social,0,0
LEAD002946,CUST002504,2017-05-06,Organic,0,0
LEAD002947,CUST003848,2018-06-24,Email,0,0
LEAD002948,CUST003103,2017-10-14,Paid Search,1,1
LEAD002949,CUST005282,2018-04-15,Paid Search,1,0
LEAD002950,CUST005371,2017-04-06,Marketplace,1,0
LEAD002951,CUST000294,2017-06-15,Email,0,0
LEAD002952,CUST009513,2017-07-08,Social,0,0
LEAD002953,CUST006462,2018-08-19,Organic,0,0
LEAD002954,CUST005501,2017-09-20,Marketplace,1,0
LEAD002955,CUST005763,2017-10-16,Marketplace,1,0
LEAD002956,CUST002294,2017-05-30,Marketplace,1,1
LEAD002957,CUST008203,2017-06-15,Marketplace,0,0
LEAD002958,CUST006814,2017-12-09,Organic,0,0
LEAD002959,CUST009561,2017-11-11,Referral,0,0
LEAD002960,CUST009474,2018-01-06,Organic,0,0
LEAD002961,CUST000906,2017-11-17,Marketplace,1,1
LEAD002962,CUST009686,2018-08-22,Email,1,0
LEAD002963,CUST000895,2017-09-25,Social,0,0
LEAD002964,CUST004623,2017-03-16,Organic,1,1
LEAD002965,CUST009533,2018-06-26,Organic,0,0
LEAD002966,CUST004648,2017-07-04,Organic,0,0
LEAD002967,CUST007167,2018-01-18,Email,1,0
LEAD002968,CUST002223,2017-07-08,Referral,0,0
LEAD002969,CUST002214,2018-02-03,Paid Search,1,0
LEAD002970,CUST005564,2018-08-27,Social,1,1
LEAD002971,CUST001436,2018-06-24,Marketplace,0,0
LEAD002972,CUST009439,2017-07-31,Marketplace,0,0
LEAD002973,CUST008993,2018-03-12,Social,1,0
LEAD002974,CUST002798,2018-04-22,Organic,0,0
LEAD002975,CUST007943,2017-12-06,Social,0,0
LEAD002976,CUST007086,2017-12-05,Referral,1,0
LEAD002977,CUST001512,2017-09-07,Organic,0,0
LEAD002978,CUST007607,2017-09-03,Social,0,0
LEAD002979,CUST004119,2018-03-16,Organic,0,0
LEAD002980,CUST001173,2017-01-27,Social,1,0
LEAD002981,CUST005476,2017-12-24,Organic,0,0
LEAD002982,CUST000335,2017-07-03,Referral,1,1
LEAD002983,CUST009488,2017-06-19,Social,0,0
LEAD002984,CUST009585,2017-12-15,Marketplace,0,0
LEAD002985,CUST009873,2017-05-28,Marketplace,0,0
LEAD002986,CUST000437,2018-08-05,Organic,1,0
