interaction_id,customer_id,interaction_date,interaction_type,sales_rep_id,outcome
INT0019426,CUST007562,2017-12-01 18:34:05,call,REP026,converted
INT0019427,CUST007970,2017-05-18 01:42:09,email,REP023,interested
INT0019428,CUST006584,2017-12-07 18:32:11,complaint,REP027,converted
INT0019429,CUST004711,2017-05-19 19:51:58,call,REP026,interested
INT0019430,CUST000307,2017-10-22 09:21:50,meeting,REP019,interested
INT0019431,CUST007839,2017-09-23 19:19:20,email,REP001,converted
INT0019432,CUST001818,2018-06-21 08:09:52,meeting,REP022,no_response
INT0019433,CUST002084,2017-05-12 10:01:33,support,REP003,resolved
INT0019434,CUST003440,2018-08-27 00:55:36,complaint,REP009,no_response
INT0019435,CUST007085,2017-06-27 18:39:23,complaint,REP013,follow_up
INT0019436,CUST002756,2018-01-03 12:51:12,complaint,REP022,interested
INT0019437,CUST008564,2018-01-01 05:41:58,follow_up,REP028,follow_up
INT0019438,CUST004578,2017-08-06 20:40:39,complaint,REP018,interested
INT0019439,CUST006083,2018-05-27 08:06:27,meeting,REP028,converted
INT0019440,CUST003562,2017-03-03 08:04:48,complaint,REP018,converted
INT0019441,CUST001469,2017-04-20 09:49:49,email,REP020,follow_up
INT0019442,CUST003225,2017-06-15 19:14:16,meeting,REP029,resolved
INT0019443,CUST006568,2017-10-01 14:11:28,call,REP012,follow_up
INT0019444,CUST000283,2017-01-05 23:31:42,email,REP014,converted
INT0019445,CUST007387,2017-08-04 08:01:29,call,REP019,converted
INT0019446,CUST005115,2017-08-16 11:45:24,call,REP014,no_response
INT0019447,CUST008332,2017-06-02 00:00:00,follow_up,REP005,no_response
INT0019448,CUST006370,2017-10-21 02:14:09,complaint,REP015,converted
INT0019449,CUST001626,2017-07-11 03:46:46,complaint,REP013,interested
INT0019450,CUST002711,2017-05-05 22:51:34,follow_up,REP011,resolved
INT0019451,CUST004951,2018-03-18 16:42:29,follow_up,REP018,interested
INT0019452,CUST000823,2017-06-03 14:32:34,support,REP029,resolved
INT0019453,CUST009494,2017-08-20 09:24:25,complaint,REP017,converted
INT0019454,CUST007022,2017-03-07 02:19:07,support,REP008,converted
INT0019455,CUST003739,2017-07-28 02:15:28,meeting,REP008,resolved
INT0019456,CUST004409,2018-08-13 12:42:18,email,REP011,resolved
INT0019457,CUST001286,2017-09-22 12:48:14,call,REP015,no_response
INT0019458,CUST005141,2017-06-12 23:51:52,meeting,REP002,follow_up
INT0019459,CUST005981,2017-12-18 08:38:17,email,REP020,interested
INT0019460,CUST009992,2017-07-30 10:15:40,support,REP015,no_response
INT0019461,CUST005289,2017-01-05 00:00:00,email,REP013,converted
INT0019462,CUST006977,2017-03-20 10:22:56,call,REP009,no_response
INT0019463,CUST000572,2017-09-16 05:00:31,follow_up,REP028,resolved
INT0019464,CUST007587,2017-02-27 08:37:34,support,REP009,converted
INT0019465,CUST003632,2017-07-29 09:35:13,call,REP008,no_response
INT0019466,CUST009026,2018-05-17 04:43:29,follow_up,REP012,resolved
INT0019467,CUST007562,2017-05-13 18:34:05,follow_up,REP003,interested
INT0019468,CUST003961,2017-04-20 23:21:47,support,REP028,interested
INT0019469,CUST006925,2017-04-21 15:27:34,support,REP020,resolved
INT0019470,CUST002050,2017-02-07 23:50:34,complaint,REP030,resolved
INT0019471,CUST006324,2017-09-18 04:37:53,meeting,REP024,resolved
INT0019472,CUST008453,2017-08-12 22:16:52,email,REP029,interested
INT0019473,CUST003635,2017-05-24 00:00:00,support,REP019,no_response
INT0019474,CUST002398,2019-02-07 18:45:32,call,REP014,converted
INT0019475,CUST003117,2019-02-15 10:44:31,complaint,REP011,converted
INT0019476,CUST008114,2017-03-13 21:59:44,meeting,REP014,no_response
INT0019477,CUST009137,2017-08-01 08:29:25,support,REP027,follow_up
INT0019478,CUST001028,2017-12-06 13:07:02,support,REP014,resolved
INT0019479,CUST002343,2019-01-06 06:41:54,email,REP014,no_response
INT0019480,CUST003112,2018-09-16 23:26:20,meeting,REP004,interested
INT0019481,CUST003026,2017-06-19 19:23:08,meeting,REP025,converted
INT0019482,CUST007612,2017-07-13 15:20:35,email,REP009,converted
INT0019483,CUST004676,2017-02-01 20:11:20,support,REP010,resolved
INT0019484,CUST000815,2017-03-22 23:47:05,meeting,REP024,interested
INT0019485,CUST007894,2018-02-18 08:43:53,support,REP024,no_response
INT0019486,CUST007297,2017-10-11 18:15:59,support,REP024,converted
INT0019487,CUST007014,2017-07-29 22:07:24,meeting,REP024,converted
INT0019488,CUST003802,2017-03-20 05:38:47,support,REP012,no_response
INT0019489,CUST009017,2017-03-04 12:54:15,call,REP030,resolved
INT0019490,CUST006475,2017-04-26 03:33:28,support,REP013,interested
INT0019491,CUST002972,2017-06-23 15:47:29,meeting,REP002,interested
INT0019492,CUST006519,2017-09-16 21:20:10,follow_up,REP010,converted
INT0019493,CUST005594,2017-01-30 16:15:41,support,REP011,converted
INT0019494,CUST007203,2018-06-29 07:02:44,complaint,REP015,resolved
INT0019495,CUST007215,2017-08-01 13:07:10,email,REP022,converted
INT0019496,CUST000758,2018-10-14 08:58:59,meeting,REP003,resolved
INT0019497,CUST007469,2017-06-05 00:00:00,complaint,REP007,resolved
INT0019498,CUST009611,2017-05-25 16:27:09,support,REP030,interested
INT0019499,CUST005671,2018-01-05 03:26:28,complaint,REP008,resolved
INT0019500,CUST005112,2018-05-05 17:07:34,email,REP002,converted
INT0019501,CUST008215,2018-06-21 07:57:25,support,REP015,converted
INT0019502,CUST001290,2017-12-26 20:28:34,support,REP016,follow_up
INT0019503,CUST006847,2017-10-13 21:04:22,complaint,REP010,converted
INT0019504,CUST009130,2018-07-02 03:56:30,follow_up,REP022,converted
INT0019505,CUST000382,2017-12-09 00:23:06,support,REP012,converted
INT0019506,CUST007429,2018-09-08 05:42:10,complaint,REP025,resolved
INT0019507,CUST007972,2017-06-15 16:41:44,follow_up,REP028,no_response
INT0019508,CUST004799,2018-01-19 19:21:50,follow_up,REP004,converted
INT0019509,CUST002765,2018-07-17 02:48:17,follow_up,REP011,converted
INT0019510,CUST002095,2018-01-13 11:52:14,support,REP020,converted
INT0019511,CUST005063,2018-02-20 12:46:49,support,REP013,follow_up
INT0019512,CUST004847,2017-07-22 01:05:18,call,REP017,no_response
INT0019513,CUST004439,2017-08-20 16:20:44,follow_up,REP021,follow_up
INT0019514,CUST009612,2017-10-06 22:41:46,follow_up,REP027,resolved
INT0019515,CUST008322,2019-01-29 03:12:34,follow_up,REP022,interested
INT0019516,CUST006646,2018-03-22 03:16:18,email,REP017,follow_up
INT0019517,CUST004363,2017-12-13 03:26:43,follow_up,REP023,follow_up
INT0019518,CUST003051,2017-09-27 03:24:19,meeting,REP029,interested
INT0019519,CUST003481,2017-08-28 19:48:35,complaint,REP009,converted
INT0019520,CUST006988,2017-02-14 02:31:57,complaint,REP023,interested
INT0019521,CUST001570,2017-07-29 04:26:16,complaint,REP010,converted
INT0019522,CUST008316,2017-08-07 22:13:26,email,REP020,resolved
INT0019523,CUST006629,2017-03-03 16:04:58,meeting,REP016,interested
INT0019524,CUST006211,2017-10-16 06:54:08,email,REP002,no_response
INT0019525,CUST006302,2018-02-26 00:00:00,call,REP020,converted
INT0019526,CUST009354,2017-06-14 09:44:47,complaint,REP028,resolved
INT0019527,CUST000628,2018-09-17 19:48:28,support,REP022,resolved
INT0019528,CUST000594,2017-07-09 06:48:48,complaint,REP030,resolved
INT0019529,CUST001838,2017-08-02 22:53:33,meeting,REP013,follow_up
INT0019530,CUST009212,2018-07-14 21:21:04,follow_up,REP029,converted
INT0019531,CUST001807,2017-11-11 09:11:23,call,REP027,interested
INT0019532,CUST000565,2018-07-09 10:45:36,complaint,REP022,follow_up
INT0019533,CUST007725,2018-11-15 14:31:53,call,REP024,interested
INT0019534,CUST009878,2017-08-29 03:27:27,call,REP013,follow_up
INT0019535,CUST002268,2017-07-23 13:19:28,meeting,REP022,no_response
INT0019536,CUST003453,2017-02-07 21:35:19,call,REP025,converted
INT0019537,CUST001148,2017-12-01 06:57:00,follow_up,REP001,follow_up
INT0019538,CUST001388,2018-04-02 04:25:47,meeting,REP021,follow_up
INT0019539,CUST008159,2017-06-09 07:09:33,follow_up,REP006,resolved
INT0019540,CUST003603,2017-03-07 05:46:13,support,REP017,no_response
INT0019541,CUST001443,2017-07-01 23:12:24,call,REP015,converted
INT0019542,CUST004429,2017-06-19 12:39:57,support,REP013,no_response
INT0019543,CUST000983,2017-04-29 11:59:15,complaint,REP004,follow_up
INT0019544,CUST004584,2017-07-30 13:29:26,email,REP008,interested
INT0019545,CUST009693,2017-05-31 12:48:15,follow_up,REP027,follow_up
INT0019546,CUST003034,2018-07-10 03:54:27,meeting,REP026,follow_up
INT0019547,CUST004577,2017-09-11 22:54:28,email,REP014,resolved
INT0019548,CUST008778,2018-10-04 00:00:00,support,REP011,follow_up
INT0019549,CUST008018,2017-05-19 00:00:00,email,REP005,follow_up
INT0019550,CUST004578,2017-04-19 20:40:39,follow_up,REP019,converted
INT0019551,CUST005987,2017-01-22 10:21:13,follow_up,REP027,converted
INT0019552,CUST003495,2017-03-24 23:31:15,follow_up,REP030,converted
INT0019553,CUST004623,2017-02-12 10:13:18,complaint,REP005,converted
INT0019554,CUST001355,2017-06-12 14:51:50,call,REP022,resolved
INT0019555,CUST004085,2017-07-04 09:53:19,follow_up,REP010,interested
INT0019556,CUST007985,2018-06-21 04:09:37,call,REP027,interested
INT0019557,CUST008600,2018-04-01 01:15:36,support,REP006,converted
INT0019558,CUST009130,2018-08-02 03:56:30,meeting,REP026,no_response
INT0019559,CUST008842,2017-07-06 03:17:31,follow_up,REP011,interested
INT0019560,CUST009844,2017-10-14 06:56:55,support,REP001,resolved
INT0019561,CUST001065,2018-07-31 00:00:00,follow_up,REP024,converted
INT0019562,CUST006606,2017-12-12 15:03:56,meeting,REP025,no_response
INT0019563,CUST000748,2017-06-16 06:57:56,support,REP025,follow_up
INT0019564,CUST009781,2018-04-01 22:03:35,meeting,REP011,converted
INT0019565,CUST006967,2018-03-26 07:19:42,email,REP006,interested
INT0019566,CUST007657,2017-11-29 11:46:37,support,REP002,resolved
INT0019567,CUST008358,2018-04-14 16:07:54,meeting,REP030,no_response
INT0019568,CUST001523,2018-03-13 04:15:34,meeting,REP002,no_response
INT0019569,CUST009337,2017-04-16 01:26:36,complaint,REP027,resolved
INT0019570,CUST008340,2017-08-24 07:09:23,meeting,REP004,follow_up
INT0019571,CUST009905,2017-10-01 18:50:04,complaint,REP022,no_response
INT0019572,CUST008213,2018-01-21 20:52:21,email,REP004,follow_up
INT0019573,CUST008642,2017-10-26 15:56:29,support,REP006,follow_up
INT0019574,CUST007302,2018-03-02 23:23:02,email,REP028,no_response
INT0019575,CUST005843,2017-08-22 00:40:32,email,REP027,follow_up
INT0019576,CUST005276,2018-02-05 17:03:40,complaint,REP006,resolved
INT0019577,CUST000542,2017-06-21 12:43:44,email,REP005,interested
INT0019578,CUST009011,2017-03-11 14:47:51,email,REP006,no_response
INT0019579,CUST003120,2017-12-01 00:00:00,complaint,REP016,follow_up
INT0019580,CUST009382,2017-07-13 12:04:43,complaint,REP010,no_response
INT0019581,CUST005830,2017-06-10 22:26:47,support,REP009,interested
INT0019582,CUST007062,2018-11-15 23:37:54,complaint,REP007,no_response
INT0019583,CUST000513,2017-11-05 12:56:24,email,REP022,follow_up
INT0019584,CUST009335,2018-12-18 06:22:18,complaint,REP005,resolved
INT0019585,CUST003221,2017-05-08 00:56:10,follow_up,REP021,converted
INT0019586,CUST004905,2017-08-30 00:00:00,email,REP028,converted
INT0019587,CUST000811,2018-01-30 05:47:01,email,REP021,no_response
INT0019588,CUST004409,2018-07-02 12:42:18,complaint,REP013,no_response
INT0019589,CUST008367,2018-03-26 08:10:45,complaint,REP001,resolved
INT0019590,CUST002646,2017-02-10 06:59:23,complaint,REP017,resolved
INT0019591,CUST000234,2017-06-04 04:05:23,follow_up,REP023,no_response
INT0019592,CUST003065,2017-12-20 00:00:00,follow_up,REP028,interested
INT0019593,CUST009279,2018-02-07 21:16:55,email,REP026,resolved
INT0019594,CUST006259,2018-02-01 23:22:19,follow_up,REP020,interested
INT0019595,CUST008631,2018-09-11 15:46:21,call,REP017,follow_up
INT0019596,CUST008403,2018-08-25 11:26:44,complaint,REP030,converted
INT0019597,CUST002142,2018-08-01 15:13:01,email,REP025,follow_up
INT0019598,CUST003032,2017-08-20 21:43:40,complaint,REP029,follow_up
INT0019599,CUST002477,2018-04-23 08:34:11,meeting,REP002,follow_up
INT0019600,CUST009636,2018-05-04 23:35:32,meeting,REP021,resolved
INT0019601,CUST000705,2017-11-27 00:00:00,complaint,REP025,resolved
INT0019602,CUST000516,2017-01-07 15:25:44,complaint,REP016,no_response
INT0019603,CUST000896,2017-09-22 12:32:20,follow_up,REP028,resolved
INT0019604,CUST003189,2017-07-21 17:21:38,follow_up,REP011,no_response
INT0019605,CUST006337,2017-07-29 21:08:09,email,REP016,converted
INT0019606,CUST001492,2017-01-03 22:43:56,email,REP026,follow_up
INT0019607,CUST009578,2018-06-01 00:08:51,call,REP009,no_response
INT0019608,CUST004528,2018-07-30 13:33:30,follow_up,REP006,interested
INT0019609,CUST006410,2018-03-05 11:23:08,call,REP002,converted
INT0019610,CUST005680,2017-06-17 04:32:55,call,REP017,interested
INT0019611,CUST007941,2017-11-19 12:31:24,meeting,REP016,no_response
INT0019612,CUST000798,2017-07-16 10:14:37,meeting,REP019,converted
INT0019613,CUST004677,2018-04-20 06:12:02,call,REP004,interested
INT0019614,CUST000869,2018-03-31 05:10:37,email,REP025,resolved
INT0019615,CUST007159,2017-12-21 09:12:06,email,REP020,follow_up
INT0019616,CUST005493,2018-05-26 00:41:12,support,REP010,converted
INT0019617,CUST003930,2017-07-25 04:41:12,follow_up,REP020,follow_up
INT0019618,CUST002236,2017-10-28 19:46:27,call,REP005,interested
INT0019619,CUST001145,2017-06-10 12:03:38,follow_up,REP030,converted
INT0019620,CUST009211,2017-05-30 20:04:48,complaint,REP030,interested
INT0019621,CUST007840,2018-01-11 18:35:13,complaint,REP014,no_response
INT0019622,CUST005929,2018-09-03 05:53:47,call,REP012,no_response
INT0019623,CUST005884,2017-08-09 02:49:22,call,REP004,interested
INT0019624,CUST003954,2018-07-09 12:52:12,meeting,REP027,no_response
INT0019625,CUST000751,2017-03-22 20:40:50,complaint,REP026,resolved
INT0019626,CUST002108,2017-03-18 02:56:56,support,REP029,converted
INT0019627,CUST006079,2017-05-26 18:08:16,complaint,REP020,converted
INT0019628,CUST002532,2017-06-22 14:19:49,meeting,REP019,no_response
INT0019629,CUST000251,2018-02-19 11:45:03,call,REP004,resolved
INT0019630,CUST006847,2017-09-04 21:04:22,follow_up,REP016,converted
INT0019631,CUST009437,2018-06-17 05:00:00,support,REP019,converted
INT0019632,CUST009862,2017-06-29 04:10:18,call,REP028,converted
INT0019633,CUST003960,2017-07-02 23:05:09,call,REP012,converted
INT0019634,CUST008815,2017-05-05 21:09:59,email,REP012,follow_up
INT0019635,CUST009996,2019-01-26 00:00:00,follow_up,REP030,no_response
INT0019636,CUST002374,2017-05-19 05:00:18,call,REP011,resolved
INT0019637,CUST001666,2017-05-07 21:03:06,support,REP021,no_response
INT0019638,CUST005625,2017-03-13 13:58:01,follow_up,REP024,no_response
INT0019639,CUST008923,2017-09-14 05:15:08,meeting,REP016,interested
INT0019640,CUST000087,2018-05-15 17:11:47,meeting,REP024,interested
INT0019641,CUST005558,2018-01-21 02:57:26,call,REP015,resolved
INT0019642,CUST007868,2017-11-19 17:20:49,complaint,REP017,resolved
INT0019643,CUST002638,2018-07-11 10:40:40,follow_up,REP022,follow_up
INT0019644,CUST006289,2018-07-24 19:46:12,complaint,REP011,no_response
INT0019645,CUST004812,2017-11-06 13:40:08,meeting,REP010,resolved
INT0019646,CUST008174,2018-11-22 07:12:12,complaint,REP018,converted
INT0019647,CUST004426,2017-09-19 02:44:49,follow_up,REP029,no_response
INT0019648,CUST005239,2017-06-28 14:37:03,meeting,REP015,follow_up
INT0019649,CUST002929,2017-12-07 02:34:28,email,REP014,converted
INT0019650,CUST006157,2018-03-06 23:25:55,follow_up,REP002,resolved
INT0019651,CUST006877,2017-05-15 14:10:50,meeting,REP006,interested
INT0019652,CUST003891,2017-02-17 13:29:09,complaint,REP029,follow_up
INT0019653,CUST004982,2017-04-07 22:01:24,email,REP003,follow_up
INT0019654,CUST003312,2018-03-21 10:27:28,meeting,REP003,converted
INT0019655,CUST008480,2018-02-18 16:50:12,email,REP029,resolved
INT0019656,CUST005906,2017-06-07 21:30:13,complaint,REP011,follow_up
INT0019657,CUST000778,2017-08-24 09:46:52,meeting,REP016,converted
INT0019658,CUST002807,2017-08-09 01:25:53,email,REP009,no_response
INT0019659,CUST000226,2017-11-30 08:49:04,follow_up,REP002,follow_up
INT0019660,CUST000295,2017-03-26 07:01:28,support,REP004,converted
INT0019661,CUST009471,2017-01-30 23:37:32,call,REP013,no_response
INT0019662,CUST008964,2017-07-09 04:21:11,support,REP025,follow_up
INT0019663,CUST001853,2018-07-02 20:55:07,email,REP023,no_response
INT0019664,CUST008420,2017-07-04 19:15:39,call,REP012,follow_up
INT0019665,CUST008678,2017-04-01 17:03:58,complaint,REP021,converted
INT0019666,CUST007864,2017-12-13 00:00:00,complaint,REP008,follow_up
INT0019667,CUST000927,2017-07-12 09:16:21,call,REP010,resolved
INT0019668,CUST007011,2017-10-05 08:58:10,email,REP021,no_response
INT0019669,CUST001586,2017-10-30 01:13:53,email,REP013,converted
INT0019670,CUST000864,2018-01-27 08:16:15,email,REP016,no_response
INT0019671,CUST005803,2017-08-06 14:27:24,complaint,REP011,no_response
INT0019672,CUST001383,2017-03-15 03:41:59,meeting,REP009,converted
INT0019673,CUST000745,2017-08-03 16:21:59,meeting,REP008,follow_up
INT0019674,CUST008805,2017-08-26 20:12:13,email,REP010,converted
INT0019675,CUST007480,2017-04-15 04:45:13,support,REP024,resolved
INT0019676,CUST006023,2017-09-13 07:29:51,complaint,REP006,converted
INT0019677,CUST007657,2017-09-06 11:46:37,meeting,REP001,resolved
INT0019678,CUST004589,2018-01-25 12:45:40,email,REP005,resolved
INT0019679,CUST007016,2018-03-10 15:16:09,follow_up,REP021,interested
INT0019680,CUST006756,2018-07-30 06:38:48,follow_up,REP008,converted
INT0019681,CUST007655,2017-03-18 19:51:44,complaint,REP022,resolved
INT0019682,CUST000679,2017-06-29 10:50:42,email,REP005,converted
INT0019683,CUST003746,2017-03-26 16:46:17,meeting,REP027,follow_up
INT0019684,CUST001009,2017-12-22 00:00:00,call,REP023,interested
INT0019685,CUST006449,2017-05-07 04:38:32,email,REP013,interested
INT0019686,CUST005829,2016-12-06 02:40:46,complaint,REP004,no_response
INT0019687,CUST005760,2017-05-23 02:48:49,support,REP012,follow_up
INT0019688,CUST005600,2017-11-15 00:00:00,email,REP021,converted
INT0019689,CUST007793,2018-01-09 21:47:58,complaint,REP011,resolved
INT0019690,CUST007371,2017-11-16 19:24:48,follow_up,REP021,interested
INT0019691,CUST004945,2017-10-01 15:30:23,call,REP002,converted
INT0019692,CUST005672,2018-10-27 10:16:58,support,REP027,interested
INT0019693,CUST002855,2017-07-17 00:00:00,support,REP015,interested
INT0019694,CUST001103,2017-04-29 00:00:00,follow_up,REP018,resolved
INT0019695,CUST009538,2017-09-19 12:21:19,call,REP013,interested
INT0019696,CUST008780,2018-04-07 02:01:05,support,REP030,follow_up
INT0019697,CUST006458,2017-03-09 22:21:37,email,REP015,interested
INT0019698,CUST009950,2017-11-11 11:47:00,follow_up,REP021,converted
INT0019699,CUST000031,2017-07-04 00:00:00,follow_up,REP010,no_response
INT0019700,CUST002219,2017-08-12 01:08:20,follow_up,REP008,no_response
INT0019701,CUST006901,2017-02-20 19:49:19,call,REP006,no_response
INT0019702,CUST000419,2018-12-12 08:54:59,call,REP009,no_response
INT0019703,CUST003210,2018-01-07 17:57:54,email,REP004,follow_up
INT0019704,CUST005109,2017-08-14 03:38:50,call,REP013,interested
INT0019705,CUST001082,2017-04-15 17:09:10,email,REP018,converted
INT0019706,CUST006049,2018-07-24 04:05:44,call,REP023,no_response
INT0019707,CUST004116,2017-10-11 15:22:24,email,REP010,follow_up
INT0019708,CUST007638,2017-04-17 09:26:17,meeting,REP003,converted
INT0019709,CUST001787,2018-01-15 22:39:37,call,REP004,interested
INT0019710,CUST007223,2017-11-09 01:57:34,call,REP023,converted
INT0019711,CUST005828,2017-08-08 05:02:21,email,REP015,resolved
INT0019712,CUST009575,2017-08-08 08:17:04,complaint,REP013,interested
INT0019713,CUST006406,2018-06-21 00:13:33,complaint,REP005,converted
INT0019714,CUST007164,2017-08-04 13:41:59,complaint,REP025,no_response
INT0019715,CUST005219,2017-10-05 22:54:21,support,REP016,no_response
INT0019716,CUST009783,2017-03-12 11:08:09,email,REP025,follow_up
INT0019717,CUST002302,2017-03-09 00:00:00,call,REP011,no_response
INT0019718,CUST006918,2017-10-29 18:32:10,follow_up,REP023,follow_up
INT0019719,CUST008725,2017-05-30 22:32:54,meeting,REP005,follow_up
INT0019720,CUST002324,2017-08-26 01:19:30,support,REP030,interested
INT0019721,CUST007458,2018-03-11 13:10:55,complaint,REP014,resolved
INT0019722,CUST000023,2017-08-01 14:00:46,complaint,REP030,interested
INT0019723,CUST003098,2017-09-21 21:25:10,follow_up,REP010,follow_up
INT0019724,CUST006540,2017-01-16 03:59:13,meeting,REP025,converted
INT0019725,CUST004180,2017-01-03 05:36:07,call,REP027,interested
INT0019726,CUST003618,2017-08-13 00:00:00,email,REP003,no_response
INT0019727,CUST004571,2017-03-01 06:47:23,complaint,REP027,no_response
INT0019728,CUST004605,2017-08-03 19:49:03,call,REP019,interested
INT0019729,CUST000950,2017-04-15 16:54:06,email,REP028,converted
INT0019730,CUST001532,2018-03-27 16:57:43,support,REP005,resolved
INT0019731,CUST001424,2018-09-08 11:55:26,support,REP018,interested
INT0019732,CUST004577,2017-08-24 22:54:28,follow_up,REP011,no_response
INT0019733,CUST008035,2018-09-16 00:00:00,call,REP005,no_response
INT0019734,CUST003846,2017-12-21 19:40:27,call,REP026,converted
INT0019735,CUST004169,2017-03-17 19:00:54,follow_up,REP019,interested
INT0019736,CUST009839,2018-03-31 04:36:08,support,REP022,interested
INT0019737,CUST006424,2017-05-08 00:00:00,complaint,REP014,resolved
INT0019738,CUST009091,2017-02-04 01:39:20,support,REP012,no_response
INT0019739,CUST004237,2017-07-08 02:17:17,support,REP006,resolved
INT0019740,CUST003721,2017-06-28 19:45:57,complaint,REP022,converted
INT0019741,CUST008066,2017-07-10 14:25:59,email,REP013,resolved
INT0019742,CUST006528,2017-04-29 02:32:51,support,REP014,converted
INT0019743,CUST002898,2018-02-08 23:06:05,complaint,REP030,no_response
INT0019744,CUST003947,2017-12-29 03:48:17,email,REP024,interested
INT0019745,CUST003547,2018-02-02 18:30:23,complaint,REP001,follow_up
INT0019746,CUST005145,2018-11-23 02:18:42,follow_up,REP010,no_response
INT0019747,CUST004630,2017-11-12 00:00:00,support,REP024,converted
INT0019748,CUST005383,2017-12-05 11:57:20,complaint,REP030,follow_up
INT0019749,CUST006136,2017-09-27 13:09:35,follow_up,REP009,no_response
INT0019750,CUST005626,2017-09-20 18:56:04,meeting,REP020,interested
INT0019751,CUST008014,2018-03-30 15:12:54,email,REP024,resolved
INT0019752,CUST003046,2017-09-12 16:55:29,support,REP029,resolved
INT0019753,CUST006888,2017-09-26 12:47:50,email,REP022,follow_up
INT0019754,CUST004675,2017-01-30 21:22:17,follow_up,REP005,converted
INT0019755,CUST009726,2017-05-09 16:04:36,support,REP029,follow_up
INT0019756,CUST006476,2017-06-14 14:11:40,support,REP018,interested
INT0019757,CUST007532,2017-03-01 16:35:16,follow_up,REP025,interested
INT0019758,CUST000021,2017-02-03 19:44:20,email,REP019,converted
INT0019759,CUST003676,2017-05-18 13:36:29,call,REP006,interested
INT0019760,CUST009124,2017-11-04 16:18:53,support,REP013,resolved
INT0019761,CUST002100,2017-12-20 15:42:31,follow_up,REP029,follow_up
INT0019762,CUST004616,2017-08-25 16:59:56,call,REP028,follow_up
INT0019763,CUST004164,2018-08-17 00:00:00,follow_up,REP007,follow_up
INT0019764,CUST005182,2017-06-10 00:00:00,follow_up,REP025,no_response
INT0019765,CUST006857,2017-12-10 14:43:24,meeting,REP029,no_response
INT0019766,CUST001360,2017-05-15 08:20:57,support,REP021,converted
INT0019767,CUST003551,2018-03-17 01:40:38,meeting,REP017,no_response
INT0019768,CUST005312,2017-02-23 20:13:06,support,REP013,no_response
INT0019769,CUST007863,2017-12-13 19:53:31,call,REP020,follow_up
INT0019770,CUST006423,2018-07-24 14:36:15,follow_up,REP010,resolved
INT0019771,CUST008853,2017-04-03 00:48:19,email,REP023,converted
INT0019772,CUST007222,2017-06-10 23:21:38,follow_up,REP007,no_response
INT0019773,CUST008794,2018-04-03 18:02:56,follow_up,REP017,follow_up
INT0019774,CUST005966,2017-07-09 14:59:45,complaint,REP015,converted
INT0019775,CUST004606,2017-09-18 17:04:54,email,REP020,converted
INT0019776,CUST009936,2018-07-12 18:16:23,email,REP011,interested
INT0019777,CUST009186,2017-08-25 22:12:10,call,REP025,converted
INT0019778,CUST006946,2017-06-24 00:00:00,support,REP009,converted
INT0019779,CUST004703,2017-05-22 19:17:35,support,REP024,resolved
INT0019780,CUST008156,2017-08-22 03:28:24,support,REP021,no_response
INT0019781,CUST005748,2018-08-11 02:40:49,call,REP019,no_response
INT0019782,CUST001937,2017-07-05 06:35:53,call,REP005,resolved
INT0019783,CUST000961,2017-05-14 12:05:27,follow_up,REP001,converted
INT0019784,CUST005305,2018-03-10 23:56:04,support,REP002,interested
INT0019785,CUST002140,2017-05-18 00:00:00,support,REP006,follow_up
INT0019786,CUST003895,2017-06-08 23:51:25,support,REP024,follow_up
INT0019787,CUST003436,2017-10-28 23:28:15,call,REP005,interested
INT0019788,CUST007771,2018-04-12 00:47:50,follow_up,REP010,follow_up
INT0019789,CUST003908,2017-05-29 11:07:02,call,REP027,follow_up
INT0019790,CUST002670,2017-01-09 11:33:58,complaint,REP021,resolved
INT0019791,CUST000653,2017-12-12 21:52:42,follow_up,REP018,converted
INT0019792,CUST006351,2017-11-18 05:17:58,complaint,REP015,no_response
INT0019793,CUST007698,2017-05-24 07:30:51,support,REP008,converted
INT0019794,CUST002104,2017-02-14 06:01:17,email,REP030,follow_up
INT0019795,CUST004472,2017-10-08 10:15:10,complaint,REP002,interested
INT0019796,CUST004257,2017-09-12 08:17:20,support,REP018,interested
INT0019797,CUST001215,2018-11-15 12:15:40,follow_up,REP007,follow_up
INT0019798,CUST003395,2018-11-28 07:36:05,complaint,REP002,follow_up
INT0019799,CUST002907,2017-11-26 19:43:28,call,REP014,converted
INT0019800,CUST003466,2017-05-25 06:48:18,call,REP006,interested
INT0019801,CUST004679,2018-01-13 21:19:39,call,REP007,no_response
INT0019802,CUST009736,2017-04-18 22:40:10,follow_up,REP003,no_response
INT0019803,CUST002184,2017-02-24 22:59:18,follow_up,REP022,no_response
INT0019804,CUST004430,2017-11-27 16:41:16,email,REP020,resolved
INT0019805,CUST007065,2017-04-26 19:22:38,email,REP009,resolved
INT0019806,CUST006685,2017-06-30 01:10:00,call,REP021,follow_up
INT0019807,CUST001822,2017-10-09 01:52:09,support,REP008,resolved
INT0019808,CUST008968,2018-03-19 11:58:56,complaint,REP024,converted
INT0019809,CUST008035,2018-10-17 00:00:00,email,REP008,no_response
INT0019810,CUST002145,2017-05-18 08:56:11,email,REP016,resolved
INT0019811,CUST004972,2017-04-22 00:07:00,call,REP002,interested
INT0019812,CUST003086,2017-02-13 08:19:52,follow_up,REP003,follow_up
INT0019813,CUST009591,2018-12-27 11:50:22,call,REP022,interested
