snapshot_date,product_id,warehouse_id,stock_quantity,reserved_quantity,reorder_point
2017-07-01,PROD00980,WH004,384,8,48
2017-07-01,PROD01285,WH008,410,60,26
2017-07-01,PROD01854,WH005,366,18,97
2017-07-01,PROD00805,WH010,367,58,29
2017-07-01,PROD00919,WH003,357,65,81
2017-07-01,PROD00921,WH008,358,50,111
2017-07-01,PROD01993,WH004,341,19,67
2017-07-01,PROD00856,WH007,11,5,47
2017-07-01,PROD00859,WH007,436,29,107
2017-07-01,PROD01408,WH010,356,58,55
2017-07-01,PROD00265,WH001,350,78,22
2017-07-01,PROD00885,WH009,126,57,96
2017-07-01,PROD01797,WH009,469,22,78
2017-07-01,PROD00970,WH006,90,56,85
2017-07-01,PROD01390,WH005,292,60,104
2017-07-01,PROD00071,WH006,240,21,70
2017-07-01,PROD00341,WH009,211,68,45
2017-07-01,PROD00562,WH007,362,75,73
2017-07-01,PROD01906,WH003,284,70,25
2017-07-01,PROD00640,WH001,122,22,63
2017-07-01,PROD01835,WH006,5,5,73
2017-07-01,PROD01980,WH004,238,42,109
2017-07-01,PROD01975,WH009,56,19,68
2017-07-01,PROD01071,WH005,97,80,112
2017-07-01,PROD00384,WH001,462,29,54
2017-07-01,PROD01460,WH009,26,25,71
2017-07-01,PROD01688,WH006,470,39,65
2017-07-01,PROD01982,WH005,102,73,36
2017-07-01,PROD00193,WH005,276,63,61
2017-07-01,PROD00344,WH001,338,35,100
2017-07-01,PROD00198,WH005,301,10,114
2017-07-01,PROD00721,WH007,256,57,103
2017-07-01,PROD01228,WH003,164,26,102
2017-07-01,PROD01303,WH009,131,65,38
2017-07-01,PROD00130,WH010,161,31,71
2017-07-01,PROD00626,WH006,490,71,33
2017-07-01,PROD00687,WH003,379,8,40
2017-07-01,PROD01353,WH001,475,31,44
2017-07-01,PROD01677,WH009,450,17,31
2017-07-01,PROD00946,WH008,318,64,60
2017-07-01,PROD01105,WH004,414,38,30
2017-07-01,PROD00991,WH003,138,17,70
2017-07-01,PROD00460,WH006,320,41,29
2017-07-01,PROD00225,WH007,477,76,32
2017-07-01,PROD01660,WH003,213,30,87
2017-07-01,PROD00129,WH003,354,38,61
2017-07-01,PROD00560,WH003,327,37,82
2017-07-01,PROD01199,WH007,106,50,93
2017-07-01,PROD00907,WH001,437,26,43
2017-07-01,PROD01008,WH001,55,12,47
2017-07-01,PROD00889,WH004,358,47,54
2017-07-01,PROD01167,WH006,208,31,58
2017-07-01,PROD00705,WH004,356,62,77
2017-07-01,PROD01141,WH005,101,45,83
2017-07-01,PROD01594,WH003,372,71,61
2017-07-01,PROD01649,WH010,192,4,20
2017-07-01,PROD01924,WH003,20,2,40
2017-07-01,PROD01126,WH010,230,0,82
2017-07-01,PROD00504,WH005,231,77,88
2017-07-01,PROD00693,WH008,414,4,39
2017-07-01,PROD01216,WH002,248,76,51
2017-07-01,PROD01643,WH003,11,6,31
2017-07-01,PROD00304,WH007,444,10,53
2017-07-01,PROD00435,WH010,290,69,86
2017-07-01,PROD00595,WH003,476,55,44
2017-07-01,PROD01309,WH006,439,30,109
2017-07-01,PROD00395,WH009,283,61,86
2017-07-01,PROD00292,WH006,423,52,34
2017-07-01,PROD01148,WH001,36,23,115
2017-07-01,PROD01647,WH008,236,33,29
2017-07-01,PROD00236,WH009,491,72,61
2017-07-01,PROD01333,WH002,241,15,60
2017-07-01,PROD00422,WH004,160,12,72
2017-07-01,PROD01929,WH005,480,50,29
2017-07-01,PROD01526,WH003,85,28,43
2017-07-01,PROD01533,WH003,241,46,76
2017-07-01,PROD00453,WH010,353,0,86
2017-07-01,PROD01604,WH002,214,52,20
2017-07-01,PROD00953,WH005,90,52,115
2017-07-01,PROD01164,WH002,121,28,40
2017-07-01,PROD00823,WH002,237,40,67
2017-07-01,PROD00366,WH003,229,20,70
2017-07-01,PROD00452,WH002,421,56,58
2017-07-01,PROD00044,WH007,318,37,35
2017-07-01,PROD00732,WH007,254,11,55
2017-07-01,PROD01539,WH004,273,64,33
2017-07-01,PROD01893,WH003,341,8,111
2017-07-01,PROD01685,WH002,476,29,45
2017-07-01,PROD01758,WH004,118,8,69
2017-07-01,PROD00108,WH009,358,79,92
2017-07-01,PROD00656,WH009,356,27,64
2017-07-01,PROD00596,WH002,291,64,23
2017-07-01,PROD00153,WH009,157,12,110
2017-07-01,PROD01717,WH010,254,19,44
2017-07-01,PROD01914,WH004,55,26,39
2017-07-01,PROD01763,WH005,92,58,42
2017-07-01,PROD01991,WH006,15,12,98
2017-07-01,PROD01723,WH003,54,4,60
2017-07-01,PROD01590,WH001,488,36,41
2017-07-01,PROD00617,WH002,87,6,82
2017-07-01,PROD01603,WH005,420,13,66
2017-07-01,PROD00807,WH009,320,69,112
2017-07-01,PROD01024,WH005,316,64,103
2017-07-01,PROD01256,WH009,494,77,94
2017-07-01,PROD00085,WH010,9,5,110
2017-07-01,PROD00233,WH006,341,18,84
2017-07-01,PROD01736,WH010,187,6,108
2017-07-01,PROD01997,WH006,48,9,24
2017-07-01,PROD01869,WH001,303,31,75
2017-07-01,PROD00030,WH002,443,64,52
2017-07-01,PROD00706,WH006,381,7,94
2017-07-01,PROD00546,WH005,306,74,67
2017-07-01,PROD01040,WH003,164,48,81
2017-07-01,PROD00870,WH009,131,11,55
2017-07-01,PROD00380,WH004,38,8,104
2017-07-01,PROD01177,WH001,28,20,49
2017-07-01,PROD00612,WH009,159,46,26
2017-07-01,PROD00009,WH004,235,4,36
2017-07-01,PROD01823,WH003,491,69,100
2017-07-01,PROD01884,WH003,365,20,114
2017-07-01,PROD01102,WH009,496,50,107
2017-07-01,PROD01728,WH003,293,24,70
2017-07-01,PROD00835,WH009,408,13,114
2017-07-01,PROD01883,WH009,224,74,62
2017-07-01,PROD01171,WH002,207,17,90
2017-07-01,PROD00128,WH005,458,1,60
2017-07-01,PROD00728,WH003,137,34,120
2017-07-01,PROD01132,WH009,148,55,111
2017-07-01,PROD01321,WH001,70,20,70
2017-07-01,PROD00369,WH007,393,50,92
2017-07-01,PROD00149,WH009,275,65,66
2017-07-01,PROD01026,WH003,258,5,116
2017-07-01,PROD00713,WH010,351,16,42
2017-07-01,PROD00441,WH009,201,5,118
2017-07-01,PROD01159,WH001,52,29,108
2017-07-01,PROD01645,WH002,149,18,110
2017-07-01,PROD00678,WH001,52,11,73
2017-07-01,PROD01278,WH003,429,31,80
2017-07-01,PROD00899,WH004,480,39,39
2017-07-01,PROD01949,WH004,394,5,112
2017-07-01,PROD01610,WH007,43,15,51
2017-07-01,PROD01030,WH008,156,18,57
2017-07-01,PROD01403,WH010,162,39,28
2017-07-01,PROD01496,WH006,353,55,25
2017-07-01,PROD01291,WH002,127,54,45
2017-07-01,PROD00042,WH010,10,8,66
2017-07-01,PROD01144,WH005,242,33,75
2017-07-01,PROD00297,WH008,333,45,29
2017-07-01,PROD00727,WH005,498,69,89
2017-07-01,PROD01859,WH006,37,22,40
2017-07-01,PROD01468,WH008,233,26,43
2017-07-01,PROD01616,WH004,284,5,38
2017-07-01,PROD00378,WH001,31,16,56
2017-07-01,PROD01320,WH010,100,29,33
2017-07-01,PROD00764,WH010,184,26,67
2017-07-01,PROD00597,WH001,197,15,99
2017-07-01,PROD01947,WH008,290,78,69
2017-07-01,PROD01093,WH002,409,21,61
2017-07-01,PROD00594,WH005,396,53,38
2017-07-01,PROD01683,WH010,355,20,21
2017-07-01,PROD00215,WH009,230,32,37
2017-07-01,PROD00676,WH004,469,22,37
2017-07-01,PROD01901,WH008,167,65,118
2017-07-01,PROD01319,WH002,440,63,77
2017-07-01,PROD01119,WH008,130,8,112
2017-07-01,PROD01387,WH010,73,56,27
2017-07-01,PROD01681,WH004,70,19,48
2017-07-01,PROD00226,WH002,180,40,116
2017-07-01,PROD00079,WH001,429,12,57
2017-07-01,PROD01327,WH007,129,45,56
2017-07-01,PROD01182,WH005,190,75,105
2017-07-01,PROD00012,WH004,234,56,61
2017-07-01,PROD00605,WH008,220,28,25
2017-07-01,PROD00396,WH005,336,80,110
2017-07-01,PROD01798,WH010,369,3,57
2017-07-01,PROD00925,WH007,84,31,30
2017-07-01,PROD00880,WH003,303,68,52
2017-07-01,PROD01667,WH010,56,1,50
2017-07-01,PROD01794,WH009,156,62,70
2017-07-01,PROD01376,WH001,229,57,41
2017-07-01,PROD01701,WH009,381,71,37
2017-07-01,PROD00698,WH003,320,23,45
2017-07-01,PROD01655,WH006,117,19,23
2017-07-01,PROD00235,WH005,280,11,92
2017-07-01,PROD00205,WH005,129,77,110
2017-07-01,PROD01741,WH002,90,34,45
2017-07-01,PROD00655,WH007,192,32,28
2017-07-01,PROD00496,WH004,325,53,97
2017-07-01,PROD01052,WH008,421,60,58
2017-07-01,PROD00695,WH010,340,17,89
2017-07-01,PROD00960,WH008,228,36,33
2017-07-01,PROD01344,WH001,491,46,93
2017-07-01,PROD00541,WH002,75,44,23
2017-07-01,PROD01578,WH005,259,53,97
2017-07-01,PROD00843,WH008,139,41,114
2017-07-01,PROD01748,WH007,294,7,111
2017-07-01,PROD01155,WH009,12,6,69
2017-07-01,PROD01779,WH010,39,19,36
2017-07-01,PROD01020,WH010,26,10,33
2017-07-01,PROD00332,WH001,482,60,92
2017-07-01,PROD01072,WH003,69,69,76
2017-07-01,PROD00639,WH002,153,24,112
2017-07-01,PROD00049,WH006,289,15,29
2017-07-01,PROD00204,WH007,398,21,85
2017-07-01,PROD01473,WH003,176,3,54
2017-07-01,PROD01065,WH001,419,69,20
2017-07-01,PROD00034,WH009,496,73,79
2017-07-01,PROD00432,WH006,297,42,62
2017-07-01,PROD01535,WH001,358,73,75
2017-07-01,PROD01774,WH006,245,7,113
2017-07-01,PROD01233,WH005,127,6,91
2017-07-01,PROD01944,WH003,404,51,89
2017-07-01,PROD01955,WH009,499,41,108
2017-07-01,PROD01295,WH003,256,50,99
2017-07-01,PROD00434,WH001,420,20,66
2017-07-01,PROD01266,WH004,197,37,30
2017-07-01,PROD00218,WH005,453,71,96
2017-07-01,PROD00403,WH004,45,45,34
2017-07-01,PROD01185,WH005,401,29,66
2017-07-01,PROD00076,WH005,349,57,96
2017-07-01,PROD01837,WH003,26,7,87
2017-07-01,PROD00667,WH008,413,18,21
2017-07-01,PROD01775,WH006,178,34,78
2017-07-01,PROD00720,WH001,403,57,98
2017-07-01,PROD01524,WH005,246,24,107
2017-07-01,PROD01876,WH004,110,49,99
2017-07-01,PROD01435,WH007,391,39,119
2017-07-01,PROD01670,WH006,151,36,102
2017-07-01,PROD01475,WH005,426,7,62
2017-07-01,PROD00509,WH008,61,31,111
2017-07-01,PROD01466,WH004,326,57,114
2017-07-01,PROD01555,WH009,346,15,77
2017-07-01,PROD01130,WH006,271,51,59
2017-07-01,PROD01950,WH002,51,0,119
2017-07-01,PROD01506,WH005,462,69,45
2017-07-01,PROD01294,WH003,235,79,24
2017-07-01,PROD00952,WH007,435,39,34
2017-07-01,PROD00068,WH010,196,16,77
2017-07-01,PROD00688,WH010,104,71,102
2017-07-01,PROD01910,WH004,437,6,21
2017-07-01,PROD01174,WH003,407,19,102
2017-07-01,PROD00182,WH006,81,72,104
2017-07-01,PROD01838,WH004,423,51,96
2017-07-01,PROD01969,WH010,335,36,29
2017-07-01,PROD00457,WH008,198,4,92
2017-07-01,PROD00842,WH002,11,1,99
2017-07-01,PROD00339,WH001,356,23,119
2017-07-01,PROD01284,WH010,217,1,37
2017-07-01,PROD01672,WH004,335,54,93
2017-07-01,PROD01345,WH004,397,71,48
2017-07-01,PROD00415,WH007,74,25,31
2017-07-01,PROD01249,WH003,435,68,90
2017-07-01,PROD01202,WH005,282,52,59
2017-07-01,PROD00760,WH003,113,33,29
2017-07-01,PROD01942,WH001,35,32,117
2017-07-01,PROD00023,WH008,202,38,85
2017-07-01,PROD00550,WH007,75,26,38
2017-07-01,PROD01870,WH007,422,1,39
2017-07-01,PROD00707,WH002,291,4,91
2017-07-01,PROD00967,WH006,35,4,48
2017-07-01,PROD00242,WH003,355,74,61
2017-07-01,PROD01564,WH004,159,0,78
2017-07-01,PROD01889,WH010,62,14,47
2017-07-01,PROD01151,WH004,375,44,71
2017-07-01,PROD01764,WH009,405,62,26
2017-07-01,PROD00684,WH005,249,4,30
2017-07-01,PROD00650,WH009,34,20,47
2017-07-01,PROD00937,WH005,72,53,100
2017-07-01,PROD00614,WH001,170,54,96
2017-07-01,PROD01931,WH002,232,22,113
2017-07-01,PROD00746,WH002,192,33,76
2017-07-01,PROD01513,WH005,410,12,63
2017-07-01,PROD01600,WH003,440,69,55
2017-07-01,PROD00499,WH008,385,48,68
2017-07-01,PROD00710,WH004,107,16,37
2017-07-01,PROD00307,WH002,23,19,92
2017-07-01,PROD00103,WH004,266,67,115
2017-07-01,PROD00957,WH002,479,61,100
2017-07-01,PROD00052,WH005,177,40,64
2017-07-01,PROD00363,WH007,89,22,52
2017-07-01,PROD00394,WH006,54,22,48
2017-07-01,PROD00337,WH002,375,72,101
2017-07-01,PROD00580,WH007,102,26,26
2017-07-01,PROD00986,WH007,482,61,79
2017-07-01,PROD01281,WH001,129,55,120
2017-07-01,PROD01769,WH001,195,30,61
2017-07-01,PROD01186,WH004,487,64,88
2017-07-01,PROD00471,WH003,392,61,57
2017-07-01,PROD01241,WH009,324,75,40
2017-07-01,PROD01054,WH009,100,43,53
2017-07-01,PROD00144,WH008,37,33,74
2017-07-01,PROD01781,WH009,207,32,77
2017-07-01,PROD00170,WH006,365,12,84
2017-07-01,PROD01467,WH010,381,26,97
2017-07-01,PROD01653,WH002,77,72,51
2017-07-01,PROD01312,WH009,492,52,90
2017-07-01,PROD01563,WH003,433,59,58
2017-07-01,PROD00140,WH009,304,77,31
2017-07-01,PROD00955,WH007,47,36,30
2017-07-01,PROD01445,WH004,396,0,75
2017-07-01,PROD00868,WH001,182,1,94
2017-07-01,PROD01920,WH001,489,13,115
2017-07-01,PROD00183,WH006,64,48,106
2017-07-01,PROD01523,WH008,484,68,82
2017-07-01,PROD01463,WH010,304,55,118
2017-07-01,PROD00188,WH006,374,50,38
2017-07-01,PROD01962,WH002,438,22,55
2017-07-01,PROD01146,WH001,476,26,101
2017-07-01,PROD01554,WH010,126,73,103
2017-07-01,PROD01921,WH001,421,43,65
2017-07-01,PROD00675,WH009,227,42,92
2017-07-01,PROD00908,WH001,372,13,25
2017-07-01,PROD01812,WH007,268,45,48
2017-07-01,PROD00437,WH004,365,8,105
2017-07-01,PROD00860,WH009,266,24,21
2017-07-01,PROD01227,WH008,147,24,47
2017-07-01,PROD01279,WH010,90,54,39
2017-07-01,PROD00602,WH003,294,4,76
2017-07-01,PROD01912,WH005,58,13,107
2017-07-01,PROD00644,WH006,121,21,78
2017-07-01,PROD01573,WH008,13,12,80
2017-07-01,PROD00461,WH010,342,42,106
2017-07-01,PROD00334,WH003,244,40,47
2017-07-01,PROD01461,WH006,447,17,60
2017-07-01,PROD01335,WH007,11,5,104
2017-07-01,PROD00539,WH004,232,68,44
2017-07-01,PROD01843,WH004,278,38,112
2017-07-01,PROD00264,WH009,393,10,62
2017-07-01,PROD00819,WH005,216,26,33
2017-07-01,PROD01337,WH003,352,79,96
2017-07-01,PROD01711,WH003,339,59,103
2017-07-01,PROD00087,WH009,440,25,88
2017-07-01,PROD01831,WH001,256,17,116
2017-07-01,PROD00430,WH007,261,69,20
2017-07-01,PROD01423,WH008,118,51,42
2017-07-01,PROD01768,WH003,188,9,42
2017-07-01,PROD01986,WH008,377,51,88
2017-07-01,PROD00038,WH004,322,51,83
2017-07-01,PROD01085,WH008,77,32,112
2017-07-01,PROD01110,WH002,338,1,88
2017-07-01,PROD00813,WH007,444,51,45
2017-07-01,PROD00649,WH004,230,54,44
2017-07-01,PROD01932,WH008,352,4,110
2017-07-01,PROD00723,WH007,166,5,70
2017-07-01,PROD01032,WH006,24,5,45
2017-07-01,PROD00689,WH005,444,27,87
2017-07-01,PROD01329,WH002,416,45,53
2017-07-01,PROD01609,WH008,22,5,98
2017-07-01,PROD00858,WH009,258,39,105
2017-07-01,PROD00131,WH003,80,35,45
2017-07-01,PROD00674,WH004,74,64,112
2017-07-01,PROD01107,WH007,80,50,48
2017-07-01,PROD01887,WH005,415,23,87
2017-07-01,PROD00270,WH004,86,17,34
2017-07-01,PROD01627,WH006,35,5,48
2017-07-01,PROD01699,WH003,442,66,53
2017-07-01,PROD00356,WH006,423,7,89
2017-07-01,PROD01457,WH005,260,27,31
2017-07-01,PROD00412,WH009,115,38,105
2017-07-01,PROD00272,WH004,90,9,21
2017-07-01,PROD00176,WH010,478,38,108
2017-07-01,PROD00974,WH001,312,48,102
2017-07-01,PROD01651,WH003,289,74,95
2017-07-01,PROD00021,WH008,433,15,68
2017-07-01,PROD01644,WH004,251,28,95
2017-07-01,PROD00692,WH001,286,54,86
2017-07-01,PROD00282,WH006,0,0,66
2017-07-01,PROD01642,WH007,188,61,44
2017-07-01,PROD00401,WH007,474,78,111
2017-07-01,PROD00195,WH006,395,32,47
2017-07-01,PROD01049,WH008,62,39,61
2017-07-01,PROD00552,WH005,86,23,35
2017-07-01,PROD01370,WH003,470,28,97
2017-07-01,PROD01985,WH004,260,58,92
2017-07-01,PROD00520,WH003,416,25,39
2017-07-01,PROD01773,WH004,379,5,96
2017-07-01,PROD00666,WH001,178,30,59
2017-07-01,PROD01275,WH007,374,16,114
2017-07-01,PROD01396,WH005,440,9,51
2017-07-01,PROD00817,WH009,389,54,115
2017-07-01,PROD00551,WH010,315,3,30
2017-07-01,PROD01240,WH006,228,1,92
2017-07-01,PROD01269,WH001,46,35,76
2017-07-01,PROD00664,WH003,150,30,52
2017-07-01,PROD00886,WH006,29,22,34
2017-07-01,PROD00069,WH001,449,48,53
2017-07-01,PROD00217,WH003,60,22,57
2017-07-01,PROD01192,WH008,464,14,57
2017-07-01,PROD01204,WH007,495,61,44
2017-07-01,PROD01382,WH009,190,65,118
2017-07-01,PROD01738,WH003,225,34,34
2017-07-01,PROD01017,WH009,480,80,22
2017-07-01,PROD00927,WH009,307,54,50
2017-07-01,PROD00989,WH007,144,22,47
2017-07-01,PROD00445,WH009,423,78,43
2017-07-01,PROD00074,WH006,245,64,44
2017-07-01,PROD01120,WH007,319,34,95
2017-07-01,PROD00938,WH009,386,41,54
2017-07-01,PROD01525,WH008,54,22,87
2017-07-01,PROD00486,WH009,178,69,118
2017-07-01,PROD01262,WH005,260,71,22
2017-07-01,PROD01451,WH001,75,6,21
2017-07-01,PROD01346,WH003,439,61,89
2017-07-01,PROD01757,WH004,321,32,78
2017-07-01,PROD00911,WH001,107,1,50
2017-07-01,PROD00767,WH009,299,33,82
2017-07-01,PROD01566,WH007,165,80,30
2017-07-01,PROD01310,WH010,146,61,99
2017-07-01,PROD01851,WH001,400,15,103
2017-07-01,PROD00584,WH008,462,57,94
2017-07-01,PROD01042,WH009,291,68,109
2017-07-01,PROD01400,WH007,291,21,109
2017-07-01,PROD00700,WH006,325,71,66
2017-07-01,PROD00400,WH003,363,0,114
2017-07-01,PROD01766,WH008,416,35,110
2017-07-01,PROD01326,WH006,163,26,98
2017-07-01,PROD00293,WH003,17,9,74
2017-07-01,PROD01418,WH007,238,1,95
2017-07-01,PROD00228,WH003,220,22,88
2017-07-01,PROD01821,WH002,344,51,54
2017-07-01,PROD00601,WH003,407,43,86
2017-07-01,PROD01597,WH009,465,51,77
2017-08-01,PROD01841,WH005,255,1,74
2017-08-01,PROD01713,WH006,58,55,80
2017-08-01,PROD00505,WH002,139,68,45
2017-08-01,PROD01139,WH007,388,31,80
2017-08-01,PROD00163,WH002,265,29,94
2017-08-01,PROD01884,WH004,95,19,34
2017-08-01,PROD00597,WH004,484,36,98
2017-08-01,PROD01104,WH006,236,76,26
2017-08-01,PROD00897,WH002,435,41,76
2017-08-01,PROD01540,WH002,170,7,80
2017-08-01,PROD00625,WH010,406,25,88
2017-08-01,PROD00050,WH009,36,23,55
2017-08-01,PROD01682,WH005,92,69,59
2017-08-01,PROD01217,WH004,191,38,113
2017-08-01,PROD00176,WH003,21,21,43
2017-08-01,PROD01622,WH005,104,0,102
2017-08-01,PROD00074,WH005,239,16,79
2017-08-01,PROD01412,WH004,111,25,77
2017-08-01,PROD01518,WH003,60,59,82
2017-08-01,PROD00831,WH008,38,4,20
2017-08-01,PROD00706,WH003,365,66,106
2017-08-01,PROD00708,WH002,161,50,68
2017-08-01,PROD00067,WH005,461,47,23
2017-08-01,PROD01511,WH003,431,21,31
2017-08-01,PROD00045,WH007,267,60,72
2017-08-01,PROD01001,WH009,209,49,31
2017-08-01,PROD00701,WH003,14,4,76
2017-08-01,PROD00816,WH009,258,70,75
2017-08-01,PROD01179,WH008,146,30,93
2017-08-01,PROD00412,WH001,497,42,94
2017-08-01,PROD00494,WH006,122,24,83
2017-08-01,PROD01245,WH005,469,76,32
2017-08-01,PROD00604,WH003,269,59,23
2017-08-01,PROD01225,WH009,373,9,39
2017-08-01,PROD00408,WH009,247,77,26
2017-08-01,PROD00367,WH004,453,72,55
2017-08-01,PROD00562,WH006,279,59,60
2017-08-01,PROD01665,WH010,10,5,70
2017-08-01,PROD01318,WH009,338,41,85
2017-08-01,PROD01925,WH010,365,6,114
2017-08-01,PROD01510,WH002,320,57,44
2017-08-01,PROD00427,WH004,435,1,38
2017-08-01,PROD00912,WH007,268,43,47
2017-08-01,PROD01403,WH010,182,41,23
2017-08-01,PROD00042,WH005,141,50,92
2017-08-01,PROD01222,WH010,221,11,115
2017-08-01,PROD01352,WH009,484,55,110
2017-08-01,PROD00493,WH002,387,27,120
2017-08-01,PROD00753,WH002,412,24,22
2017-08-01,PROD00870,WH003,68,38,28
2017-08-01,PROD00738,WH002,22,12,88
2017-08-01,PROD00721,WH007,182,45,81
2017-08-01,PROD01954,WH008,377,71,94
2017-08-01,PROD00943,WH005,457,36,40
2017-08-01,PROD01342,WH001,84,77,114
2017-08-01,PROD01084,WH001,282,47,55
2017-08-01,PROD01279,WH003,482,50,120
2017-08-01,PROD01614,WH006,194,5,85
2017-08-01,PROD00547,WH001,142,47,68
2017-08-01,PROD00623,WH003,451,7,63
2017-08-01,PROD00267,WH006,403,46,43
2017-08-01,PROD01369,WH007,347,73,76
2017-08-01,PROD00631,WH009,306,55,28
2017-08-01,PROD01232,WH009,425,24,51
2017-08-01,PROD00300,WH008,184,11,56
2017-08-01,PROD00986,WH004,157,40,51
2017-08-01,PROD01720,WH001,25,20,29
2017-08-01,PROD00528,WH003,205,67,24
2017-08-01,PROD01825,WH004,186,57,49
2017-08-01,PROD01874,WH007,213,36,80
2017-08-01,PROD00908,WH009,319,1,83
2017-08-01,PROD00726,WH004,402,58,33
2017-08-01,PROD00857,WH004,374,2,53
2017-08-01,PROD00008,WH001,259,10,115
2017-08-01,PROD00025,WH003,76,74,79
2017-08-01,PROD01500,WH001,199,72,115
2017-08-01,PROD00588,WH010,88,75,44
2017-08-01,PROD01300,WH004,260,70,39
2017-08-01,PROD01404,WH005,80,66,62
2017-08-01,PROD01247,WH001,355,25,84
2017-08-01,PROD01534,WH004,426,64,68
2017-08-01,PROD01153,WH003,272,53,60
2017-08-01,PROD00273,WH009,8,5,27
2017-08-01,PROD00614,WH009,449,67,22
2017-08-01,PROD01182,WH005,242,9,32
2017-08-01,PROD01349,WH002,226,31,87
2017-08-01,PROD01573,WH009,324,43,62
2017-08-01,PROD00031,WH008,16,1,112
2017-08-01,PROD01142,WH004,443,13,116
2017-08-01,PROD00838,WH007,393,74,57
2017-08-01,PROD01449,WH001,448,8,61
2017-08-01,PROD00826,WH001,239,79,66
2017-08-01,PROD00843,WH009,136,30,47
2017-08-01,PROD01074,WH001,292,68,104
2017-08-01,PROD01960,WH010,370,62,27
2017-08-01,PROD00306,WH002,176,27,46
2017-08-01,PROD00764,WH009,342,72,76
2017-08-01,PROD00473,WH010,75,53,56
2017-08-01,PROD01261,WH002,56,37,72
2017-08-01,PROD00478,WH002,414,40,38
2017-08-01,PROD00611,WH005,281,1,114
2017-08-01,PROD00901,WH007,383,58,116
2017-08-01,PROD00194,WH007,151,75,55
2017-08-01,PROD00142,WH003,445,34,105
2017-08-01,PROD00400,WH005,424,15,106
2017-08-01,PROD00010,WH001,486,3,79
2017-08-01,PROD01580,WH010,449,57,30
2017-08-01,PROD01766,WH003,244,6,41
2017-08-01,PROD00569,WH007,246,12,21
2017-08-01,PROD01206,WH007,107,3,37
2017-08-01,PROD00228,WH010,283,41,26
2017-08-01,PROD01731,WH001,248,9,70
2017-08-01,PROD00602,WH005,138,53,38
2017-08-01,PROD00255,WH003,222,57,62
2017-08-01,PROD00453,WH005,76,42,21
2017-08-01,PROD01480,WH008,224,15,70
2017-08-01,PROD01495,WH001,18,1,93
2017-08-01,PROD00950,WH007,113,6,95
2017-08-01,PROD00302,WH010,201,80,60
2017-08-01,PROD01747,WH008,490,44,83
2017-08-01,PROD00075,WH004,24,18,76
2017-08-01,PROD00695,WH010,443,45,74
2017-08-01,PROD01873,WH003,306,14,78
2017-08-01,PROD01406,WH005,259,17,92
2017-08-01,PROD00847,WH003,144,11,116
2017-08-01,PROD01039,WH004,459,28,71
2017-08-01,PROD00683,WH007,83,8,80
2017-08-01,PROD01877,WH002,45,21,25
2017-08-01,PROD00939,WH007,451,61,72
2017-08-01,PROD01523,WH005,32,12,32
2017-08-01,PROD01434,WH004,355,75,116
2017-08-01,PROD01068,WH006,388,55,102
2017-08-01,PROD01138,WH004,88,51,107
2017-08-01,PROD01106,WH001,218,29,119
2017-08-01,PROD01987,WH007,217,18,111
2017-08-01,PROD01813,WH003,328,58,88
2017-08-01,PROD01073,WH005,327,61,68
2017-08-01,PROD00684,WH010,443,27,86
2017-08-01,PROD00526,WH002,484,43,117
2017-08-01,PROD01134,WH002,467,65,118
2017-08-01,PROD00098,WH008,345,74,117
2017-08-01,PROD01371,WH007,104,43,48
2017-08-01,PROD00872,WH009,348,15,71
2017-08-01,PROD00768,WH007,20,17,102
2017-08-01,PROD00690,WH006,0,0,97
2017-08-01,PROD01521,WH010,68,4,57
2017-08-01,PROD01952,WH002,147,4,30
2017-08-01,PROD01691,WH009,309,75,91
2017-08-01,PROD00497,WH008,0,0,47
2017-08-01,PROD01148,WH001,491,4,37
2017-08-01,PROD01310,WH006,270,37,71
2017-08-01,PROD01407,WH006,186,1,58
2017-08-01,PROD01071,WH004,312,7,44
2017-08-01,PROD00506,WH005,118,0,93
2017-08-01,PROD01761,WH001,262,38,101
2017-08-01,PROD00088,WH005,346,79,104
2017-08-01,PROD00146,WH009,311,21,49
2017-08-01,PROD01818,WH009,23,17,97
2017-08-01,PROD00714,WH007,12,6,82
2017-08-01,PROD00963,WH007,253,15,67
2017-08-01,PROD01016,WH009,483,67,90
2017-08-01,PROD01735,WH009,438,36,96
2017-08-01,PROD00343,WH002,159,8,83
2017-08-01,PROD01910,WH007,57,33,93
2017-08-01,PROD01592,WH004,347,29,37
2017-08-01,PROD01220,WH001,14,8,79
2017-08-01,PROD01092,WH006,416,62,30
2017-08-01,PROD00264,WH002,134,35,48
2017-08-01,PROD00298,WH006,83,56,58
2017-08-01,PROD00122,WH006,457,0,65
2017-08-01,PROD01199,WH001,161,47,26
2017-08-01,PROD00791,WH007,194,43,72
2017-08-01,PROD00730,WH002,112,12,111
2017-08-01,PROD01839,WH007,341,60,28
2017-08-01,PROD00501,WH007,264,25,49
2017-08-01,PROD01802,WH009,23,5,54
2017-08-01,PROD01050,WH006,258,77,86
2017-08-01,PROD00792,WH007,455,80,106
2017-08-01,PROD01270,WH003,291,6,115
2017-08-01,PROD01401,WH007,98,28,38
2017-08-01,PROD01226,WH010,22,18,86
2017-08-01,PROD01708,WH007,214,57,75
2017-08-01,PROD00315,WH004,484,26,30
2017-08-01,PROD01496,WH006,417,39,52
2017-08-01,PROD00563,WH001,53,16,22
