product_id,supplier_id,unit_cost
PROD00874,SUP0055,136.42
PROD00875,SUP0093,43.3
PROD00876,SUP0124,22.57
PROD00877,SUP0119,41.2
PROD00878,SUP0068,31.87
PROD00879,SUP0102,7.4
PROD00880,SUP0123,73.37
PROD00881,SUP0109,17.25
PROD00882,SUP0108,13.12
PROD00883,SUP0041,11.41
PROD00884,SUP0130,65.64
PROD00885,SUP0001,47.76
PROD00886,SUP0087,69.67
PROD00887,SUP0037,20.57
PROD00888,SUP0083,32.76
PROD00889,SUP0115,170.03
PROD00890,SUP0076,10.15
PROD00891,SUP0065,95.75
PROD00892,SUP0013,24.75
PROD00893,SUP0111,506.16
PROD00894,SUP0001,96.48
PROD00895,SUP0074,33.03
PROD00896,SUP0142,17.63
PROD00897,SUP0150,45.75
PROD00898,SUP0127,13.18
PROD00899,SUP0101,93.09
PROD00900,SUP0047,10.46
PROD00901,SUP0092,23.58
PROD00902,SUP0140,8.07
PROD00903,SUP0057,47.11
PROD00904,SUP0065,63.21
PROD00905,SUP0146,34.76
PROD00906,SUP0070,15.4
PROD00907,SUP0058,145.72
PROD00908,SUP0062,42.06
PROD00909,SUP0113,27.9
PROD00910,SUP0108,91.74
PROD00911,SUP0027,35.26
PROD00912,SUP0029,56.6
PROD00913,SUP0043,23.33
PROD00914,SUP0117,70.77
PROD00915,SUP0017,100.99
PROD00916,SUP0040,36.56
PROD00917,SUP0091,62.04
PROD00918,SUP0134,50.4
PROD00919,SUP0100,26.38
PROD00920,SUP0109,13.43
PROD00921,SUP0117,17.81
PROD00922,SUP0043,26.55
PROD00923,SUP0122,48.42
PROD00924,SUP0128,28.49
PROD00925,SUP0084,53.17
PROD00926,SUP0143,6.85
PROD00927,SUP0015,41.56
PROD00928,SUP0087,32.12
PROD00929,SUP0010,55.27
PROD00930,SUP0068,132.2
PROD00931,SUP0033,90.29
PROD00932,SUP0009,238.2
PROD00933,SUP0122,41.58
PROD00934,SUP0011,35.68
PROD00935,SUP0143,70.59
PROD00936,SUP0090,39.5
PROD00937,SUP0008,38.12
PROD00938,SUP0069,138.69
PROD00939,SUP0130,99.73
PROD00940,SUP0145,49.35
PROD00941,SUP0077,30.47
PROD00942,SUP0009,125.06
PROD00943,SUP0071,35.65
PROD00944,SUP0076,13.63
PROD00945,SUP0004,84.93
PROD00946,SUP0031,19.93
PROD00947,SUP0131,8.1
PROD00948,SUP0041,8.87
PROD00949,SUP0135,40.44
PROD00950,SUP0075,168.89
PROD00951,SUP0060,42.82
PROD00952,SUP0047,50.26
PROD00953,SUP0057,152.05
PROD00954,SUP0084,47.04
PROD00955,SUP0150,98.86
PROD00956,SUP0022,89.96
PROD00957,SUP0089,33.9
PROD00958,SUP0018,36.17
PROD00959,SUP0114,23.4
PROD00960,SUP0012,72.97
PROD00961,SUP0029,16.41
PROD00962,SUP0003,15.63
PROD00963,SUP0119,32.4
PROD00964,SUP0026,34.26
PROD00965,SUP0078,55.28
PROD00966,SUP0106,27.71
PROD00967,SUP0141,22.23
PROD00968,SUP0120,97.12
PROD00969,SUP0092,72.72
PROD00970,SUP0051,11.67
PROD00971,SUP0096,95.47
PROD00972,SUP0130,30.2
PROD00973,SUP0014,202.66
PROD00974,SUP0139,26.36
PROD00975,SUP0050,20.47
PROD00976,SUP0125,73.0
PROD00977,SUP0071,204.97
PROD00978,SUP0038,13.86
PROD00979,SUP0033,58.76
PROD00980,SUP0075,58.99
PROD00981,SUP0134,48.77
PROD00982,SUP0146,155.45
PROD00983,SUP0079,6.35
PROD00984,SUP0077,98.99
PROD00985,SUP0133,79.9
PROD00986,SUP0040,133.82
PROD00987,SUP0063,125.14
PROD00988,SUP0082,35.84
PROD00989,SUP0043,33.47
PROD00990,SUP0002,36.35
PROD00991,SUP0076,61.94
PROD00992,SUP0148,34.75
PROD00993,SUP0113,38.43
PROD00994,SUP0024,27.74
PROD00995,SUP0073,25.74
PROD00996,SUP0110,66.84
PROD00997,SUP0045,51.64
PROD00998,SUP0047,102.69
PROD00999,SUP0093,20.54
PROD01000,SUP0123,62.34
PROD01001,SUP0051,20.69
PROD01002,SUP0117,81.27
PROD01003,SUP0121,123.81
PROD01004,SUP0029,14.08
PROD01005,SUP0104,21.62
PROD01006,SUP0123,23.84
PROD01007,SUP0014,94.24
PROD01008,SUP0058,34.34
PROD01009,SUP0033,101.67
PROD01010,SUP0104,32.87
PROD01011,SUP0072,129.38
PROD01012,SUP0051,118.69
PROD01013,SUP0129,149.78
PROD01014,SUP0068,29.74
PROD01015,SUP0029,55.34
PROD01016,SUP0035,26.77
PROD01017,SUP0146,35.14
PROD01018,SUP0102,29.59
PROD01019,SUP0127,81.18
PROD01020,SUP0055,25.85
PROD01021,SUP0114,46.41
PROD01022,SUP0104,67.81
PROD01023,SUP0128,52.36
PROD01024,SUP0147,14.51
PROD01025,SUP0124,42.6
PROD01026,SUP0021,36.21
PROD01027,SUP0123,77.92
PROD01028,SUP0080,44.72
PROD01029,SUP0070,37.56
PROD01030,SUP0090,37.14
PROD01031,SUP0001,86.32
PROD01032,SUP0082,6.03
PROD01033,SUP0001,54.94
PROD01034,SUP0027,76.45
PROD01035,SUP0147,24.36
PROD01036,SUP0090,32.56
PROD01037,SUP0124,150.51
PROD01038,SUP0052,23.36
PROD01039,SUP0063,40.1
PROD01040,SUP0095,63.65
PROD01041,SUP0110,7.04
PROD01042,SUP0122,7.49
PROD01043,SUP0067,89.56
PROD01044,SUP0084,38.28
PROD01045,SUP0130,45.09
PROD01046,SUP0037,25.66
PROD01047,SUP0039,28.69
PROD01048,SUP0123,95.99
PROD01049,SUP0128,51.05
PROD01050,SUP0019,84.37
PROD01051,SUP0042,36.68
PROD01052,SUP0123,31.41
PROD01053,SUP0111,79.07
PROD01054,SUP0034,74.06
PROD01055,SUP0121,16.89
PROD01056,SUP0058,32.08
PROD01057,SUP0015,25.78
PROD01058,SUP0029,98.03
PROD01059,SUP0134,10.55
PROD01060,SUP0046,94.76
PROD01061,SUP0105,29.8
PROD01062,SUP0071,23.72
PROD01063,SUP0027,25.23
PROD01064,SUP0129,113.95
PROD01065,SUP0073,27.87
PROD01066,SUP0150,12.27
PROD01067,SUP0150,19.4
PROD01068,SUP0124,42.94
PROD01069,SUP0113,10.55
PROD01070,SUP0093,96.56
PROD01071,SUP0055,11.56
PROD01072,SUP0111,19.74
PROD01073,SUP0044,103.21
PROD01074,SUP0037,22.59
PROD01075,SUP0038,16.72
PROD01076,SUP0005,27.4
PROD01077,SUP0023,27.71
PROD01078,SUP0042,114.32
PROD01079,SUP0098,116.21
PROD01080,SUP0048,47.05
PROD01081,SUP0122,53.92
PROD01082,SUP0006,50.31
PROD01083,SUP0016,31.37
PROD01084,SUP0058,9.13
PROD01085,SUP0131,59.66
PROD01086,SUP0103,23.59
PROD01087,SUP0110,51.65
PROD01088,SUP0022,56.71
PROD01089,SUP0065,26.53
PROD01090,SUP0005,73.03
PROD01091,SUP0119,21.76
PROD01092,SUP0038,30.2
PROD01093,SUP0148,34.21
PROD01094,SUP0087,116.7
PROD01095,SUP0125,30.08
PROD01096,SUP0064,28.28
PROD01097,SUP0030,77.73
PROD01098,SUP0117,25.72
PROD01099,SUP0135,104.57
PROD01100,SUP0092,53.78
PROD01101,SUP0125,108.25
PROD01102,SUP0017,34.27
PROD01103,SUP0019,37.76
PROD01104,SUP0135,44.11
PROD01105,SUP0122,44.47
PROD01106,SUP0111,89.89
PROD01107,SUP0023,31.13
PROD01108,SUP0066,15.49
PROD01109,SUP0123,169.99
PROD01110,SUP0054,229.57
PROD01111,SUP0076,11.03
PROD01112,SUP0043,68.21
PROD01113,SUP0139,93.72
PROD01114,SUP0029,35.53
PROD01115,SUP0061,205.97
PROD01116,SUP0135,17.73
PROD01117,SUP0127,26.3
PROD01118,SUP0017,64.14
PROD01119,SUP0066,63.31
PROD01120,SUP0150,139.44
PROD01121,SUP0057,17.4
PROD01122,SUP0002,12.12
PROD01123,SUP0092,81.84
PROD01124,SUP0021,36.56
PROD01125,SUP0095,42.21
PROD01126,SUP0019,82.93
PROD01127,SUP0048,30.57
PROD01128,SUP0135,25.37
PROD01129,SUP0094,48.53
PROD01130,SUP0139,15.65
PROD01131,SUP0096,31.82
PROD01132,SUP0115,43.98
PROD01133,SUP0004,50.73
PROD01134,SUP0134,10.21
PROD01135,SUP0115,86.07
PROD01136,SUP0043,61.81
PROD01137,SUP0105,29.03
PROD01138,SUP0056,251.94
PROD01139,SUP0058,23.32
PROD01140,SUP0053,97.97
PROD01141,SUP0011,74.39
PROD01142,SUP0080,40.82
PROD01143,SUP0109,57.79
PROD01144,SUP0049,64.31
PROD01145,SUP0042,593.98
PROD01146,SUP0110,11.65
PROD01147,SUP0062,9.22
PROD01148,SUP0091,14.6
PROD01149,SUP0020,47.1
PROD01150,SUP0017,86.83
PROD01151,SUP0116,33.97
PROD01152,SUP0016,33.75
PROD01153,SUP0058,168.93
PROD01154,SUP0127,25.56
PROD01155,SUP0149,190.11
PROD01156,SUP0053,53.49
PROD01157,SUP0082,150.34
PROD01158,SUP0138,27.62
PROD01159,SUP0123,44.95
PROD01160,SUP0006,10.14
PROD01161,SUP0017,73.3
PROD01162,SUP0012,61.13
PROD01163,SUP0042,264.49
PROD01164,SUP0060,35.65
PROD01165,SUP0036,15.61
PROD01166,SUP0023,65.6
PROD01167,SUP0003,23.66
PROD01168,SUP0121,18.21
PROD01169,SUP0067,87.96
PROD01170,SUP0062,16.46
PROD01171,SUP0009,25.41
PROD01172,SUP0083,162.02
PROD01173,SUP0022,82.15
PROD01174,SUP0078,67.79
PROD01175,SUP0095,11.23
PROD01176,SUP0112,78.74
PROD01177,SUP0128,39.8
PROD01178,SUP0054,41.0
PROD01179,SUP0053,70.3
PROD01180,SUP0033,55.68
PROD01181,SUP0092,11.52
PROD01182,SUP0021,119.19
PROD01183,SUP0026,112.0
PROD01184,SUP0010,29.0
PROD01185,SUP0064,60.55
PROD01186,SUP0023,73.0
PROD01187,SUP0067,10.37
PROD01188,SUP0010,38.11
PROD01189,SUP0109,6.66
PROD01190,SUP0123,62.42
PROD01191,SUP0001,84.89
PROD01192,SUP0028,17.39
PROD01193,SUP0039,39.3
PROD01194,SUP0118,34.07
PROD01195,SUP0107,9.88
PROD01196,SUP0078,98.56
PROD01197,SUP0038,57.8
PROD01198,SUP0065,28.58
PROD01199,SUP0002,33.32
PROD01200,SUP0070,51.09
PROD01201,SUP0146,12.16
PROD01202,SUP0052,16.99
PROD01203,SUP0054,37.54
PROD01204,SUP0146,96.97
PROD01205,SUP0150,5.73
PROD01206,SUP0076,111.27
PROD01207,SUP0075,19.89
PROD01208,SUP0126,41.06
PROD01209,SUP0111,57.4
PROD01210,SUP0118,21.76
PROD01211,SUP0042,19.79
PROD01212,SUP0039,58.42
PROD01213,SUP0147,185.63
PROD01214,SUP0020,18.7
PROD01215,SUP0068,21.93
PROD01216,SUP0065,13.75
PROD01217,SUP0091,33.17
PROD01218,SUP0046,15.29
PROD01219,SUP0119,24.99
PROD01220,SUP0050,62.08
PROD01221,SUP0092,14.14
PROD01222,SUP0099,148.46
PROD01223,SUP0001,19.99
PROD01224,SUP0003,77.3
PROD01225,SUP0004,145.72
PROD01226,SUP0037,133.79
PROD01227,SUP0023,109.62
PROD01228,SUP0089,99.07
PROD01229,SUP0082,44.63
PROD01230,SUP0002,82.26
PROD01231,SUP0010,34.51
PROD01232,SUP0098,84.73
PROD01233,SUP0090,129.16
PROD01234,SUP0027,48.8
PROD01235,SUP0037,47.83
PROD01236,SUP0029,44.82
PROD01237,SUP0136,28.8
PROD01238,SUP0125,33.28
PROD01239,SUP0088,97.43
PROD01240,SUP0060,52.81
PROD01241,SUP0128,57.32
PROD01242,SUP0093,63.73
PROD01243,SUP0077,73.94
PROD01244,SUP0025,162.93
PROD01245,SUP0135,36.09
PROD01246,SUP0022,26.38
PROD01247,SUP0097,73.29
PROD01248,SUP0111,10.14
PROD01249,SUP0015,96.94
PROD01250,SUP0131,26.03
PROD01251,SUP0125,126.25
PROD01252,SUP0136,67.22
PROD01253,SUP0048,93.25
PROD01254,SUP0095,95.51
PROD01255,SUP0092,30.77
PROD01256,SUP0083,45.01
PROD01257,SUP0082,8.42
PROD01258,SUP0118,179.56
PROD01259,SUP0038,10.43
PROD01260,SUP0150,38.57
PROD01261,SUP0127,93.02
PROD01262,SUP0105,155.83
PROD01263,SUP0013,37.29
PROD01264,SUP0054,11.49
PROD01265,SUP0105,45.62
PROD01266,SUP0047,59.41
PROD01267,SUP0070,72.3
PROD01268,SUP0072,32.37
PROD01269,SUP0088,52.62
PROD01270,SUP0101,17.64
PROD01271,SUP0038,68.88
PROD01272,SUP0117,101.25
PROD01273,SUP0110,59.04
PROD01274,SUP0022,33.92
PROD01275,SUP0150,120.27
PROD01276,SUP0087,67.08
PROD01277,SUP0001,37.7
PROD01278,SUP0120,31.72
PROD01279,SUP0042,16.3
PROD01280,SUP0110,16.06
PROD01281,SUP0130,34.25
PROD01282,SUP0103,28.89
PROD01283,SUP0128,32.15
PROD01284,SUP0061,98.66
PROD01285,SUP0138,53.65
PROD01286,SUP0036,80.05
PROD01287,SUP0103,93.57
PROD01288,SUP0057,134.16
PROD01289,SUP0016,125.79
PROD01290,SUP0141,123.46
PROD01291,SUP0022,12.42
PROD01292,SUP0147,11.27
PROD01293,SUP0146,22.26
PROD01294,SUP0048,30.16
PROD01295,SUP0138,79.04
PROD01296,SUP0027,30.61
PROD01297,SUP0142,26.22
PROD01298,SUP0140,52.9
PROD01299,SUP0086,64.27
PROD01300,SUP0137,95.68
PROD01301,SUP0014,40.13
PROD01302,SUP0024,16.45
PROD01303,SUP0100,16.28
PROD01304,SUP0090,66.92
PROD01305,SUP0046,24.68
PROD01306,SUP0026,79.32
PROD01307,SUP0071,14.68
PROD01308,SUP0029,17.11
PROD01309,SUP0133,40.86
PROD01310,SUP0030,28.66
PROD01311,SUP0012,46.78
PROD01312,SUP0061,25.42
PROD01313,SUP0142,77.19
PROD01314,SUP0031,105.37
PROD01315,SUP0076,19.13
PROD01316,SUP0123,90.46
PROD01317,SUP0023,193.85
PROD01318,SUP0094,78.0
PROD01319,SUP0133,28.66
PROD01320,SUP0058,61.13
PROD01321,SUP0097,20.36
PROD01322,SUP0012,20.35
PROD01323,SUP0094,165.84
PROD01324,SUP0017,54.76
PROD01325,SUP0015,208.01
PROD01326,SUP0067,69.96
PROD01327,SUP0128,27.73
PROD01328,SUP0142,34.48
PROD01329,SUP0081,57.76
PROD01330,SUP0096,295.06
PROD01331,SUP0035,71.27
PROD01332,SUP0030,16.89
PROD01333,SUP0069,46.71
PROD01334,SUP0013,72.71
PROD01335,SUP0021,21.28
PROD01336,SUP0038,35.98
PROD01337,SUP0117,27.81
PROD01338,SUP0056,63.77
PROD01339,SUP0070,33.6
PROD01340,SUP0068,17.63
PROD01341,SUP0095,44.2
PROD01342,SUP0024,60.66
PROD01343,SUP0027,110.91
PROD01344,SUP0008,123.94
PROD01345,SUP0077,13.69
PROD01346,SUP0064,14.27
PROD01347,SUP0057,22.32
PROD01348,SUP0133,182.96
PROD01349,SUP0147,47.9
PROD01350,SUP0127,462.08
PROD01351,SUP0111,165.83
PROD01352,SUP0078,33.93
PROD01353,SUP0037,27.14
PROD01354,SUP0143,45.83
PROD01355,SUP0027,83.32
PROD01356,SUP0081,94.01
PROD01357,SUP0091,31.99
PROD01358,SUP0136,210.17
PROD01359,SUP0048,27.63
PROD01360,SUP0026,75.06
PROD01361,SUP0078,59.28
PROD01362,SUP0009,34.08
PROD01363,SUP0143,6.17
PROD01364,SUP0098,19.04
PROD01365,SUP0109,75.33
PROD01366,SUP0140,80.98
PROD01367,SUP0089,66.49
PROD01368,SUP0033,198.58
PROD01369,SUP0122,21.6
PROD01370,SUP0112,37.91
PROD01371,SUP0106,44.17
PROD01372,SUP0132,11.75
PROD01373,SUP0005,16.12
PROD01374,SUP0016,22.79
PROD01375,SUP0045,13.98
PROD01376,SUP0068,23.99
PROD01377,SUP0019,36.82
PROD01378,SUP0013,133.03
PROD01379,SUP0131,23.01
PROD01380,SUP0005,109.06
PROD01381,SUP0015,53.53
PROD01382,SUP0033,74.45
PROD01383,SUP0041,68.17
PROD01384,SUP0034,11.95
PROD01385,SUP0017,25.42
PROD01386,SUP0041,65.65
PROD01387,SUP0058,59.94
PROD01388,SUP0007,13.99
PROD01389,SUP0044,34.13
PROD01390,SUP0037,72.42
PROD01391,SUP0120,12.87
PROD01392,SUP0037,22.68
PROD01393,SUP0015,147.36
PROD01394,SUP0003,97.53
PROD01395,SUP0107,202.36
PROD01396,SUP0102,21.5
PROD01397,SUP0098,142.8
PROD01398,SUP0060,19.19
PROD01399,SUP0099,66.72
PROD01400,SUP0063,32.91
PROD01401,SUP0112,84.54
PROD01402,SUP0084,84.21
PROD01403,SUP0145,84.55
PROD01404,SUP0095,16.17
PROD01405,SUP0030,46.83
PROD01406,SUP0037,61.18
PROD01407,SUP0126,102.55
PROD01408,SUP0066,25.33
PROD01409,SUP0060,18.65
PROD01410,SUP0103,14.84
PROD01411,SUP0141,33.35
PROD01412,SUP0056,29.42
PROD01413,SUP0024,31.56
PROD01414,SUP0003,32.48
PROD01415,SUP0029,162.36
PROD01416,SUP0144,27.14
PROD01417,SUP0088,134.92
PROD01418,SUP0132,48.29
PROD01419,SUP0054,16.27
PROD01420,SUP0148,32.66
PROD01421,SUP0079,124.59
PROD01422,SUP0057,125.42
PROD01423,SUP0103,120.47
PROD01424,SUP0067,55.82
PROD01425,SUP0127,23.6
PROD01426,SUP0056,198.98
PROD01427,SUP0089,70.37
PROD01428,SUP0064,68.28
PROD01429,SUP0015,44.43
PROD01430,SUP0088,18.81
PROD01431,SUP0149,54.92
PROD01432,SUP0078,144.04
PROD01433,SUP0077,74.89
PROD01434,SUP0087,81.9
PROD01435,SUP0066,29.94
PROD01436,SUP0077,99.26
PROD01437,SUP0016,143.77
PROD01438,SUP0126,7.42
PROD01439,SUP0129,73.79
PROD01440,SUP0066,37.88
PROD01441,SUP0096,68.67
PROD01442,SUP0066,22.2
PROD01443,SUP0004,62.96
PROD01444,SUP0004,21.49
PROD01445,SUP0077,18.31
PROD01446,SUP0001,76.96
PROD01447,SUP0067,21.22
PROD01448,SUP0116,75.38
PROD01449,SUP0143,39.32
PROD01450,SUP0067,223.32
PROD01451,SUP0097,29.38
PROD01452,SUP0014,37.14
PROD01453,SUP0010,26.61
PROD01454,SUP0087,114.34
PROD01455,SUP0136,38.35
PROD01456,SUP0001,51.19
PROD01457,SUP0045,84.93
PROD01458,SUP0092,20.81
PROD01459,SUP0073,18.86
PROD01460,SUP0011,37.89
PROD01461,SUP0065,57.53
PROD01462,SUP0067,18.48
PROD01463,SUP0114,47.68
PROD01464,SUP0045,216.73
PROD01465,SUP0137,53.82
PROD01466,SUP0045,11.03
PROD01467,SUP0083,141.07
PROD01468,SUP0019,191.68
PROD01469,SUP0131,86.55
PROD01470,SUP0141,56.2
PROD01471,SUP0026,12.25
PROD01472,SUP0148,21.65
PROD01473,SUP0125,29.15
PROD01474,SUP0105,17.8
PROD01475,SUP0051,25.53
PROD01476,SUP0125,40.97
PROD01477,SUP0006,22.81
PROD01478,SUP0017,147.68
PROD01479,SUP0065,32.44
PROD01480,SUP0061,47.85
PROD01481,SUP0095,78.57
PROD01482,SUP0016,46.83
PROD01483,SUP0135,41.08
PROD01484,SUP0023,109.59
PROD01485,SUP0068,158.74
PROD01486,SUP0148,6.3
PROD01487,SUP0072,16.85
PROD01488,SUP0098,28.83
PROD01489,SUP0122,12.93
PROD01490,SUP0068,18.89
PROD01491,SUP0026,35.59
PROD01492,SUP0035,46.54
PROD01493,SUP0053,8.77
PROD01494,SUP0148,25.68
PROD01495,SUP0010,125.37
PROD01496,SUP0070,49.66
PROD01497,SUP0003,79.9
PROD01498,SUP0084,38.15
PROD01499,SUP0046,38.45
PROD01500,SUP0080,32.73
PROD01501,SUP0004,54.57
PROD01502,SUP0040,31.59
PROD01503,SUP0039,69.39
PROD01504,SUP0145,18.2
PROD01505,SUP0112,63.81
PROD01506,SUP0029,12.02
PROD01507,SUP0004,64.51
PROD01508,SUP0118,68.38
PROD01509,SUP0119,20.72
PROD01510,SUP0065,205.46
PROD01511,SUP0145,94.8
PROD01512,SUP0100,22.16
PROD01513,SUP0047,41.23
PROD01514,SUP0018,15.01
PROD01515,SUP0071,11.43
PROD01516,SUP0024,116.99
PROD01517,SUP0033,21.3
PROD01518,SUP0090,86.2
PROD01519,SUP0029,99.65
PROD01520,SUP0088,26.75
PROD01521,SUP0092,163.18
PROD01522,SUP0025,53.78
PROD01523,SUP0143,56.23
PROD01524,SUP0105,13.58
PROD01525,SUP0072,16.5
PROD01526,SUP0027,6.59
PROD01527,SUP0132,30.87
PROD01528,SUP0076,126.33
PROD01529,SUP0020,15.75
PROD01530,SUP0048,27.61
PROD01531,SUP0063,13.03
PROD01532,SUP0145,16.85
PROD01533,SUP0112,87.97
PROD01534,SUP0114,11.99
PROD01535,SUP0092,47.74
PROD01536,SUP0085,29.49
PROD01537,SUP0141,86.5
PROD01538,SUP0097,18.18
PROD01539,SUP0053,38.76
PROD01540,SUP0074,14.07
PROD01541,SUP0083,21.34
PROD01542,SUP0120,20.3
PROD01543,SUP0057,29.71
PROD01544,SUP0012,115.83
PROD01545,SUP0120,38.67
PROD01546,SUP0118,152.48
PROD01547,SUP0088,116.35
PROD01548,SUP0009,33.13
PROD01549,SUP0120,102.84
PROD01550,SUP0044,65.38
PROD01551,SUP0048,10.6
PROD01552,SUP0019,30.22
PROD01553,SUP0086,67.85
PROD01554,SUP0101,149.52
PROD01555,SUP0076,21.22
PROD01556,SUP0073,50.93
PROD01557,SUP0143,11.23
PROD01558,SUP0122,155.41
PROD01559,SUP0009,113.61
PROD01560,SUP0119,19.99
PROD01561,SUP0137,227.27
PROD01562,SUP0046,78.4
PROD01563,SUP0031,93.83
PROD01564,SUP0119,208.79
PROD01565,SUP0126,103.7
PROD01566,SUP0110,45.5
PROD01567,SUP0103,131.5
PROD01568,SUP0143,19.49
PROD01569,SUP0040,27.72
PROD01570,SUP0138,22.0
PROD01571,SUP0001,54.8
PROD01572,SUP0024,19.63
PROD01573,SUP0064,11.38
PROD01574,SUP0048,18.59
PROD01575,SUP0094,31.03
PROD01576,SUP0050,32.16
PROD01577,SUP0003,15.86
PROD01578,SUP0102,18.23
PROD01579,SUP0025,48.1
PROD01580,SUP0056,170.86
PROD01581,SUP0041,22.33
PROD01582,SUP0140,64.9
PROD01583,SUP0106,33.6
PROD01584,SUP0129,49.08
PROD01585,SUP0127,102.42
PROD01586,SUP0069,58.26
PROD01587,SUP0099,20.73
PROD01588,SUP0059,20.59
PROD01589,SUP0075,82.62
PROD01590,SUP0033,71.45
PROD01591,SUP0040,72.62
PROD01592,SUP0085,104.68
PROD01593,SUP0022,71.68
PROD01594,SUP0098,51.32
PROD01595,SUP0004,9.54
PROD01596,SUP0012,38.51
PROD01597,SUP0132,220.2
PROD01598,SUP0058,41.21
PROD01599,SUP0105,10.95
PROD01600,SUP0119,107.01
PROD01601,SUP0035,195.58
PROD01602,SUP0058,35.84
PROD01603,SUP0006,77.3
PROD01604,SUP0135,77.53
PROD01605,SUP0149,37.53
PROD01606,SUP0143,64.48
PROD01607,SUP0087,24.84
PROD01608,SUP0140,82.24
PROD01609,SUP0049,87.43
PROD01610,SUP0033,24.42
PROD01611,SUP0061,82.77
PROD01612,SUP0013,35.24
PROD01613,SUP0141,14.46
PROD01614,SUP0028,14.74
PROD01615,SUP0077,62.76
PROD01616,SUP0103,8.28
PROD01617,SUP0004,64.24
PROD01618,SUP0013,29.65
PROD01619,SUP0129,7.19
PROD01620,SUP0124,51.44
PROD01621,SUP0049,18.38
PROD01622,SUP0024,334.06
PROD01623,SUP0034,115.44
PROD01624,SUP0135,48.59
PROD01625,SUP0021,8.67
PROD01626,SUP0043,41.5
PROD01627,SUP0100,226.14
PROD01628,SUP0093,93.75
PROD01629,SUP0066,143.08
PROD01630,SUP0132,102.81
PROD01631,SUP0084,21.66
PROD01632,SUP0127,74.82
PROD01633,SUP0057,140.26
PROD01634,SUP0090,28.91
PROD01635,SUP0057,35.09
PROD01636,SUP0019,121.05
PROD01637,SUP0031,174.1
PROD01638,SUP0127,27.24
PROD01639,SUP0073,13.4
PROD01640,SUP0041,39.19
PROD01641,SUP0109,16.62
PROD01642,SUP0048,28.0
PROD01643,SUP0079,31.52
PROD01644,SUP0149,91.49
PROD01645,SUP0067,163.09
PROD01646,SUP0079,121.11
PROD01647,SUP0088,23.61
PROD01648,SUP0016,55.94
PROD01649,SUP0128,33.43
PROD01650,SUP0135,67.38
PROD01651,SUP0012,96.73
PROD01652,SUP0030,20.48
PROD01653,SUP0072,16.52
PROD01654,SUP0139,170.28
PROD01655,SUP0042,101.0
PROD01656,SUP0100,78.25
PROD01657,SUP0111,20.29
PROD01658,SUP0049,117.57
PROD01659,SUP0094,30.75
PROD01660,SUP0035,10.64
PROD01661,SUP0094,30.2
PROD01662,SUP0014,51.2
PROD01663,SUP0040,34.68
PROD01664,SUP0041,90.3
PROD01665,SUP0122,86.81
PROD01666,SUP0133,12.19
PROD01667,SUP0021,66.59
PROD01668,SUP0061,107.48
PROD01669,SUP0134,28.86
PROD01670,SUP0114,60.4
PROD01671,SUP0062,41.48
PROD01672,SUP0024,108.16
PROD01673,SUP0052,52.04
PROD01674,SUP0016,60.6
PROD01675,SUP0135,88.91
PROD01676,SUP0042,47.07
PROD01677,SUP0021,45.53
PROD01678,SUP0060,20.16
PROD01679,SUP0145,63.07
PROD01680,SUP0149,65.77
PROD01681,SUP0134,71.56
PROD01682,SUP0147,23.32
PROD01683,SUP0147,41.99
PROD01684,SUP0150,106.2
PROD01685,SUP0025,14.03
PROD01686,SUP0139,19.84
PROD01687,SUP0076,54.45
PROD01688,SUP0066,111.18
PROD01689,SUP0076,133.47
PROD01690,SUP0025,80.02
PROD01691,SUP0002,21.95
PROD01692,SUP0033,14.92
PROD01693,SUP0126,270.88
PROD01694,SUP0141,18.73
PROD01695,SUP0052,61.64
PROD01696,SUP0045,50.19
PROD01697,SUP0050,55.83
PROD01698,SUP0117,12.87
PROD01699,SUP0088,211.46
PROD01700,SUP0084,17.49
PROD01701,SUP0140,56.69
PROD01702,SUP0107,39.87
PROD01703,SUP0107,50.9
PROD01704,SUP0113,41.67
PROD01705,SUP0122,35.82
PROD01706,SUP0115,81.68
PROD01707,SUP0136,27.98
PROD01708,SUP0100,140.57
PROD01709,SUP0112,21.08
PROD01710,SUP0097,41.37
PROD01711,SUP0031,14.78
PROD01712,SUP0102,33.43
PROD01713,SUP0018,19.09
PROD01714,SUP0020,81.7
PROD01715,SUP0108,51.73
PROD01716,SUP0072,159.93
PROD01717,SUP0104,66.97
PROD01718,SUP0115,114.15
PROD01719,SUP0046,56.02
PROD01720,SUP0101,26.05
PROD01721,SUP0088,180.8
PROD01722,SUP0129,84.66
PROD01723,SUP0058,270.83
PROD01724,SUP0116,155.89
PROD01725,SUP0067,52.96
PROD01726,SUP0102,73.36
PROD01727,SUP0075,72.08
PROD01728,SUP0042,111.41
PROD01729,SUP0105,11.3
PROD01730,SUP0131,171.39
PROD01731,SUP0149,57.51
PROD01732,SUP0065,110.95
PROD01733,SUP0119,30.0
PROD01734,SUP0068,25.34
PROD01735,SUP0019,65.48
PROD01736,SUP0148,124.88
PROD01737,SUP0112,15.18
PROD01738,SUP0135,23.36
PROD01739,SUP0060,12.11
PROD01740,SUP0048,75.46
PROD01741,SUP0137,245.62
PROD01742,SUP0013,35.92
PROD01743,SUP0147,110.14
PROD01744,SUP0060,53.93
PROD01745,SUP0089,40.38
PROD01746,SUP0014,27.17
PROD01747,SUP0005,59.95
