date,campaign_id,channel,impressions,clicks,leads,conversions,spend
2017-05-05,CAMP0029,Organic,71405,4007,331,111,1308.52
2018-05-21,CAMP0025,Referral,76334,6285,903,66,930.87
2017-12-31,CAMP0026,Affiliate,100351,4079,607,117,1059.27
2018-05-12,CAMP0017,Email,54968,7572,256,45,672.98
2017-08-03,CAMP0028,Facebook,35420,4512,571,75,787.71
2017-01-10,CAMP0009,Google Search,9840,641,31,5,1178.86
2017-06-05,CAMP0008,Instagram,12048,1141,157,25,982.56
2017-07-28,CAMP0027,Affiliate,22193,1943,144,27,551.76
2017-11-30,CAMP0022,Referral,75501,4344,564,107,795.43
2017-08-16,CAMP0016,Email,24960,2680,429,105,1702.56
2017-08-12,CAMP0028,Facebook,20287,2864,407,71,1399.54
2018-02-03,CAMP0004,Instagram,107496,12576,1603,307,1574.07
2017-12-17,CAMP0026,Affiliate,111819,14002,1706,543,818.92
2017-06-10,CAMP0008,Instagram,62024,6470,1103,278,1536.47
2018-04-08,CAMP0003,Facebook,50372,2594,299,53,1943.65
2018-03-11,CAMP0021,Referral,64067,1656,165,34,91.83
2018-01-26,CAMP0024,Organic,74864,4686,153,25,790.94
2017-08-22,CAMP0010,Affiliate,34713,3153,313,24,423.66
2017-09-17,CAMP0001,Affiliate,49589,2946,189,15,807.07
2017-01-27,CAMP0009,Google Search,36960,613,50,3,991.33
2017-09-04,CAMP0023,Facebook,98720,10205,1198,180,311.72
2018-01-29,CAMP0004,Instagram,23765,2266,96,33,1896.37
2018-01-03,CAMP0013,Affiliate,70784,9640,1010,269,1187.8
2017-03-28,CAMP0002,Facebook,61249,1498,174,48,1267.09
2018-05-22,CAMP0017,Email,26578,1945,190,39,553.66
2017-10-19,CAMP0006,Organic,29037,504,64,8,515.57
2017-06-11,CAMP0008,Instagram,75136,10638,1251,276,448.62
2018-04-25,CAMP0025,Referral,97722,3938,298,15,900.35
2018-04-06,CAMP0003,Facebook,89706,7599,1308,197,451.29
2018-05-05,CAMP0025,Referral,88601,4395,399,27,360.3
2018-05-09,CAMP0025,Referral,67067,6335,352,66,542.65
2018-04-23,CAMP0025,Referral,8029,268,43,5,1839.05
2018-04-13,CAMP0003,Facebook,77022,7723,1153,343,1623.05
2017-04-27,CAMP0019,Google Search,88365,10797,1325,281,232.75
2018-05-04,CAMP0017,Email,112834,3745,619,212,102.08
2017-08-08,CAMP0028,Facebook,85485,4825,486,39,763.96
2018-04-25,CAMP0025,Referral,91702,9093,1105,65,644.01
2018-04-09,CAMP0003,Facebook,52427,6700,315,65,906.38
2018-03-12,CAMP0018,Instagram,40429,2603,359,32,1348.41
2017-11-20,CAMP0022,Referral,37721,2507,243,65,1171.35
2017-09-24,CAMP0012,Organic,100950,6932,484,109,1376.49
2018-04-24,CAMP0003,Facebook,55255,1272,190,51,1846.06
2017-04-01,CAMP0002,Facebook,15546,2173,298,24,990.85
2017-05-21,CAMP0015,Instagram,93855,6483,504,74,1343.17
2018-05-17,CAMP0025,Referral,63353,5875,376,103,1868.13
2017-04-22,CAMP0019,Google Search,31138,1219,158,29,1257.68
2018-02-11,CAMP0024,Organic,60024,6643,777,109,516.07
2017-06-03,CAMP0008,Instagram,114252,3495,200,22,1413.4
2018-04-24,CAMP0003,Facebook,52078,7489,518,32,1853.73
2017-05-29,CAMP0030,Affiliate,27782,1531,127,12,1339.24
2017-09-24,CAMP0012,Organic,28290,2508,224,47,1337.43
2017-01-19,CAMP0009,Google Search,28583,805,140,10,1099.2
2017-06-20,CAMP0008,Instagram,101970,11368,820,71,504.53
2017-03-25,CAMP0002,Facebook,102464,4632,401,70,197.46
2018-04-02,CAMP0018,Instagram,13714,338,46,6,1859.76
2018-04-01,CAMP0005,Affiliate,72486,1042,107,8,604.49
2018-02-12,CAMP0004,Instagram,11141,1267,73,14,1759.62
2017-05-01,CAMP0019,Google Search,80180,9700,490,71,1571.49
2017-01-09,CAMP0007,Email,44345,2464,154,46,388.62
2017-09-10,CAMP0001,Affiliate,19933,1377,246,56,93.6
2018-05-04,CAMP0017,Email,110062,6282,1069,327,83.69
2017-04-15,CAMP0019,Google Search,102646,9183,965,226,704.64
2018-03-23,CAMP0018,Instagram,38856,5268,383,124,372.62
2017-08-25,CAMP0028,Facebook,27358,342,54,2,1511.31
2017-09-14,CAMP0001,Affiliate,67048,6705,1047,244,1819.66
2018-04-24,CAMP0014,Organic,108591,12220,1139,82,1409.63
2017-05-21,CAMP0015,Instagram,86254,10286,1397,445,1467.36
2018-05-01,CAMP0025,Referral,36137,2559,178,47,120.32
2018-01-13,CAMP0013,Affiliate,52009,1868,223,41,1554.65
2017-08-04,CAMP0028,Facebook,78920,11208,830,52,1911.91
2017-08-29,CAMP0010,Affiliate,53088,6652,890,166,1502.54
2017-08-26,CAMP0023,Facebook,64550,699,118,16,1646.2
2017-09-08,CAMP0023,Facebook,7226,81,9,1,493.83
2017-12-25,CAMP0026,Affiliate,30841,4003,629,114,731.16
2018-02-13,CAMP0024,Organic,62840,1751,73,3,857.39
2018-03-26,CAMP0018,Instagram,87680,12194,1341,83,1428.76
2018-03-14,CAMP0018,Instagram,112020,13171,1555,301,167.3
2017-09-02,CAMP0023,Facebook,8884,151,6,0,1968.18
2017-06-04,CAMP0008,Instagram,97218,1876,90,8,546.85
2017-05-22,CAMP0030,Affiliate,31774,4687,790,205,1195.24
2018-03-16,CAMP0005,Affiliate,43373,551,61,19,229.21
2017-10-25,CAMP0006,Organic,45427,2442,126,7,1841.44
2017-08-08,CAMP0016,Email,36082,3170,435,151,50.98
2018-03-17,CAMP0020,Google Search,64849,9479,1440,417,1626.89
2017-04-27,CAMP0019,Google Search,43879,1421,58,8,1122.53
2018-05-13,CAMP0025,Referral,26696,2543,106,20,523.75
2018-03-18,CAMP0020,Google Search,27427,1060,60,7,1000.12
2018-04-04,CAMP0020,Google Search,104400,3774,385,79,157.6
2017-08-22,CAMP0016,Email,60123,4182,247,67,1829.7
2017-08-21,CAMP0010,Affiliate,20964,2811,271,88,1553.58
2017-04-02,CAMP0002,Facebook,115629,2711,114,20,452.69
2018-03-12,CAMP0021,Referral,110081,4235,352,61,518.61
2017-08-16,CAMP0027,Affiliate,108656,7523,1261,194,76.51
2017-04-20,CAMP0019,Google Search,95141,7674,1287,418,1438.17
2017-08-20,CAMP0016,Email,66976,7193,684,136,774.99
2018-04-26,CAMP0025,Referral,29741,4111,209,55,457.76
2018-03-06,CAMP0021,Referral,95343,2903,90,22,1824.91
2017-01-27,CAMP0009,Google Search,37048,1122,196,27,1426.33
2018-03-29,CAMP0018,Instagram,115680,12271,396,121,1875.84
2017-04-14,CAMP0019,Google Search,30929,607,86,5,1520.74
2017-08-04,CAMP0028,Facebook,97556,1388,153,41,1086.43
2017-09-26,CAMP0012,Organic,17881,329,35,12,280.12
2018-05-17,CAMP0025,Referral,83462,7213,1023,100,229.7
2017-04-05,CAMP0029,Organic,90149,1236,45,6,760.61
2018-01-06,CAMP0013,Affiliate,14588,1463,156,25,1433.78
2017-04-27,CAMP0019,Google Search,28453,1473,93,31,632.7
2017-06-10,CAMP0008,Instagram,29692,1163,167,36,630.76
2017-01-10,CAMP0009,Google Search,26514,490,16,5,1903.35
2018-01-03,CAMP0013,Affiliate,9137,1125,196,12,1119.95
2017-09-22,CAMP0001,Affiliate,81650,5683,808,154,1345.77
2017-12-28,CAMP0026,Affiliate,97002,10647,982,308,146.13
2017-11-21,CAMP0022,Referral,74120,3429,187,23,1128.69
2018-04-23,CAMP0003,Facebook,37434,5428,611,202,1394.32
2018-05-08,CAMP0014,Organic,47742,2682,423,55,1302.96
2018-04-20,CAMP0014,Organic,21693,2637,400,108,616.02
2018-04-07,CAMP0003,Facebook,48397,6178,244,63,1704.99
2017-09-12,CAMP0023,Facebook,104995,10326,1605,496,78.24
2018-04-04,CAMP0005,Affiliate,37434,4394,780,225,1860.07
2018-03-06,CAMP0020,Google Search,67440,1108,159,49,1309.57
2017-09-11,CAMP0001,Affiliate,93192,4124,238,54,133.88
2018-03-11,CAMP0021,Referral,30685,885,39,12,1141.74
2017-10-10,CAMP0012,Organic,9187,543,69,13,1279.46
2017-09-18,CAMP0001,Affiliate,38720,3696,248,37,718.31
2018-05-15,CAMP0014,Organic,82075,1795,241,84,1370.56
2018-02-07,CAMP0004,Instagram,65564,2724,227,26,1454.56
2018-01-31,CAMP0004,Instagram,95134,13691,565,109,213.62
2017-06-07,CAMP0030,Affiliate,99619,11519,1926,231,1776.91
2018-03-16,CAMP0018,Instagram,64989,8650,288,79,225.35
2018-04-19,CAMP0005,Affiliate,21079,3153,537,99,1401.89
2017-09-06,CAMP0010,Affiliate,104556,11037,1500,321,1316.17
2017-09-19,CAMP0001,Affiliate,54343,6287,955,171,1361.84
2017-01-22,CAMP0007,Email,69639,3394,146,32,1220.04
2017-01-14,CAMP0007,Email,56103,5470,626,214,1229.61
2017-10-30,CAMP0022,Referral,53434,6575,673,119,747.01
2017-04-09,CAMP0002,Facebook,115030,2086,104,33,1055.08
2017-06-01,CAMP0008,Instagram,95389,3639,334,111,386.32
2018-05-24,CAMP0025,Referral,11928,1718,118,29,815.59
2018-04-13,CAMP0005,Affiliate,34365,3481,318,18,918.53
2017-12-31,CAMP0013,Affiliate,98633,3115,459,150,1727.09
2017-04-16,CAMP0029,Organic,60049,1480,106,18,108.37
2017-05-06,CAMP0019,Google Search,54197,858,85,22,1280.26
2018-03-07,CAMP0021,Referral,84902,3882,221,61,932.28
2017-01-30,CAMP0009,Google Search,38080,2426,198,13,1966.67
2017-08-20,CAMP0027,Affiliate,58469,839,65,14,1344.95
2017-04-05,CAMP0002,Facebook,33546,4274,719,232,1119.08
2017-08-21,CAMP0023,Facebook,114342,4225,226,25,622.0
2017-08-16,CAMP0023,Facebook,55103,5260,357,112,839.6
2018-02-21,CAMP0024,Organic,9357,828,57,3,900.14
2018-05-04,CAMP0025,Referral,86542,9082,797,155,1412.16
2018-04-17,CAMP0005,Affiliate,68410,8084,500,75,1280.33
2017-09-10,CAMP0023,Facebook,78274,916,142,49,382.96
2018-04-25,CAMP0025,Referral,95110,6977,1022,234,413.0
2017-10-31,CAMP0006,Organic,113382,16784,1089,323,1153.32
2017-11-05,CAMP0011,Referral,83723,5373,542,138,1673.85
2017-09-21,CAMP0001,Affiliate,89213,4996,381,40,1908.58
2017-12-04,CAMP0022,Referral,51250,831,61,17,1370.76
2018-01-17,CAMP0004,Instagram,107652,8120,1041,345,1424.44
2017-10-30,CAMP0006,Organic,42903,3694,477,120,809.08
2017-09-19,CAMP0012,Organic,66625,3926,326,37,803.54
2017-06-10,CAMP0030,Affiliate,33833,3699,402,24,1623.23
2017-06-07,CAMP0030,Affiliate,85943,10842,1311,106,1150.44
2017-08-21,CAMP0027,Affiliate,31089,1149,99,20,1158.51
2018-04-16,CAMP0014,Organic,26340,1999,233,36,1422.95
2017-06-01,CAMP0008,Instagram,64097,3430,393,126,520.32
2017-05-20,CAMP0015,Instagram,96717,7886,536,97,83.03
2017-05-09,CAMP0029,Organic,93848,8661,1111,305,450.6
2018-04-28,CAMP0003,Facebook,113338,1530,246,81,169.63
2017-02-03,CAMP0009,Google Search,40587,5574,754,236,327.79
2017-04-12,CAMP0019,Google Search,56576,2559,113,7,589.16
2018-02-06,CAMP0024,Organic,39731,1321,45,12,65.97
2017-01-24,CAMP0007,Email,110052,12173,1563,246,310.41
2017-03-17,CAMP0002,Facebook,12392,1349,202,45,976.99
2018-04-15,CAMP0003,Facebook,66689,5549,742,248,221.61
2018-04-05,CAMP0003,Facebook,84627,2387,292,64,284.8
2017-10-27,CAMP0006,Organic,33434,3150,306,57,1552.68
2018-01-21,CAMP0004,Instagram,23727,382,45,4,935.89
2017-08-07,CAMP0028,Facebook,48548,2626,97,11,1347.96
2017-10-01,CAMP0012,Organic,79032,5335,890,224,1369.23
2017-08-09,CAMP0016,Email,70049,5698,442,31,665.11
2017-01-18,CAMP0007,Email,34404,706,39,5,165.04
2017-09-09,CAMP0010,Affiliate,53637,2964,230,46,1676.7
2017-12-21,CAMP0026,Affiliate,20210,1863,208,53,1508.07
2018-02-16,CAMP0024,Organic,103844,14136,505,116,687.68
2018-05-03,CAMP0025,Referral,87445,6827,506,48,1145.4
2017-08-13,CAMP0027,Affiliate,19487,1053,39,4,1057.22
2018-03-23,CAMP0018,Instagram,29849,2675,334,38,1600.64
2017-12-25,CAMP0026,Affiliate,76846,2103,302,71,949.73
2018-01-29,CAMP0004,Instagram,46632,3094,161,53,1222.5
2018-03-15,CAMP0020,Google Search,70726,5615,785,143,1180.03
2017-03-22,CAMP0002,Facebook,74451,10413,689,49,1826.16
2018-04-23,CAMP0003,Facebook,53472,6655,618,154,159.77
2017-05-05,CAMP0019,Google Search,118548,6469,742,213,1640.43
2017-05-22,CAMP0015,Instagram,17619,2256,135,31,146.39
2017-08-16,CAMP0027,Affiliate,6242,686,112,20,277.79
2017-09-05,CAMP0010,Affiliate,106167,4404,333,97,737.48
2017-02-01,CAMP0009,Google Search,44076,6600,810,216,455.01
2017-06-03,CAMP0008,Instagram,82236,11885,513,54,444.75
2018-03-26,CAMP0020,Google Search,41248,5250,857,57,862.65
2017-11-05,CAMP0011,Referral,92347,4319,262,86,430.58
2018-03-15,CAMP0018,Instagram,50834,4525,572,167,235.74
2018-03-08,CAMP0021,Referral,31972,3314,574,96,1466.66
2017-10-24,CAMP0006,Organic,11163,697,47,8,373.15
2018-03-06,CAMP0020,Google Search,26902,1656,207,31,1188.84
2018-04-30,CAMP0025,Referral,70375,8759,361,103,1037.54
2017-05-06,CAMP0029,Organic,105941,11051,1081,348,1922.08
2017-12-11,CAMP0022,Referral,105673,11437,2018,268,540.95
2018-04-26,CAMP0025,Referral,94299,6445,717,213,1832.32
2017-08-12,CAMP0016,Email,110461,6851,1100,236,1997.3
2017-11-12,CAMP0011,Referral,59864,5609,381,26,1928.95
2017-10-20,CAMP0006,Organic,26138,3574,508,134,277.89
2017-11-17,CAMP0022,Referral,73385,9997,1614,134,1755.77
2017-02-04,CAMP0007,Email,74488,11139,851,139,1887.29
2017-12-30,CAMP0026,Affiliate,109421,11458,798,192,1855.94
2018-01-01,CAMP0013,Affiliate,49066,3995,268,84,685.19
2017-10-31,CAMP0006,Organic,117758,9087,1457,162,581.02
2017-09-16,CAMP0001,Affiliate,37305,4759,572,101,489.39
2017-08-14,CAMP0016,Email,20827,3015,291,86,468.31
2017-06-09,CAMP0015,Instagram,93766,5920,802,193,781.27
2018-05-21,CAMP0017,Email,106181,14356,1684,436,1433.88
2017-04-07,CAMP0002,Facebook,71574,3791,661,169,1180.91
2018-03-15,CAMP0020,Google Search,61481,3964,647,130,1343.83
2017-04-24,CAMP0029,Organic,12021,765,45,12,1220.96
2017-06-06,CAMP0030,Affiliate,77648,5612,238,20,1906.01
2018-03-04,CAMP0021,Referral,55829,6240,1001,344,74.67
2017-03-16,CAMP0002,Facebook,30664,4480,602,44,259.45
2017-11-07,CAMP0022,Referral,20479,2029,310,95,543.14
2017-11-27,CAMP0022,Referral,93184,5385,858,89,1614.16
2018-01-19,CAMP0013,Affiliate,29192,3202,254,53,232.96
2017-09-30,CAMP0012,Organic,18935,1641,209,32,571.07
2017-10-26,CAMP0006,Organic,119511,4859,749,66,1712.14
2018-03-12,CAMP0018,Instagram,51199,783,77,18,294.45
2017-03-20,CAMP0002,Facebook,55784,7027,989,137,1540.46
2017-09-18,CAMP0001,Affiliate,60199,3590,538,70,1371.53
2018-03-26,CAMP0020,Google Search,107905,15859,804,132,592.15
2017-12-05,CAMP0022,Referral,24336,2626,391,86,1370.95
2018-04-06,CAMP0018,Instagram,104894,6996,666,93,1998.16
2017-11-13,CAMP0011,Referral,70873,4203,461,96,1630.18
2018-04-15,CAMP0025,Referral,94122,11961,1449,497,890.38
2017-12-28,CAMP0026,Affiliate,102321,1156,34,11,312.19
2017-03-13,CAMP0002,Facebook,12928,578,92,30,1687.19
2018-04-17,CAMP0003,Facebook,83189,7446,1234,121,1250.53
2017-11-02,CAMP0006,Organic,85047,8403,1159,329,139.63
2017-01-04,CAMP0007,Email,51341,7105,1251,83,1493.53
2017-12-30,CAMP0013,Affiliate,114105,2437,369,110,819.73
2017-03-16,CAMP0002,Facebook,91315,9916,1748,255,263.59
2018-01-08,CAMP0013,Affiliate,55256,6280,682,131,1665.34
2017-09-27,CAMP0012,Organic,91362,12801,524,134,1726.52
2017-08-22,CAMP0023,Facebook,118624,10279,543,131,469.23
2017-08-02,CAMP0016,Email,80190,2262,168,9,1135.46
2018-03-23,CAMP0020,Google Search,72158,8898,982,270,72.59
2018-05-21,CAMP0025,Referral,5180,172,11,2,1038.05
2017-08-09,CAMP0028,Facebook,35746,3656,605,183,1180.6
2017-09-14,CAMP0001,Affiliate,55608,1963,202,30,1121.21
2018-03-15,CAMP0018,Instagram,112072,16456,1098,127,135.9
2017-09-13,CAMP0010,Affiliate,97600,7643,698,239,648.9
2017-11-21,CAMP0022,Referral,60161,742,72,20,1948.22
2018-04-06,CAMP0005,Affiliate,107214,5919,671,192,708.63
2017-05-23,CAMP0030,Affiliate,18763,2553,191,18,860.39
2018-03-24,CAMP0020,Google Search,113428,7284,332,115,1226.04
2017-02-03,CAMP0007,Email,74780,3880,167,29,1318.67
2018-03-06,CAMP0018,Instagram,74785,3348,300,55,749.36
2018-04-18,CAMP0005,Affiliate,98669,9972,1305,177,1362.7
2018-03-24,CAMP0005,Affiliate,23938,621,109,28,625.08
2018-03-20,CAMP0018,Instagram,11709,1154,88,6,1867.29
2017-05-22,CAMP0015,Instagram,118885,17401,959,316,1052.52
2017-08-18,CAMP0016,Email,118645,7789,1370,126,1048.5
2018-03-02,CAMP0021,Referral,33513,3254,243,12,648.89
2018-03-16,CAMP0020,Google Search,113478,2136,384,122,1140.64
2017-06-08,CAMP0015,Instagram,67688,2069,164,29,888.89
2017-12-18,CAMP0026,Affiliate,72493,7840,926,48,459.68
2017-02-08,CAMP0009,Google Search,54656,4595,470,151,197.87
2018-03-23,CAMP0020,Google Search,27789,1092,111,33,169.39
2017-11-20,CAMP0022,Referral,6686,192,25,7,841.45
2017-03-19,CAMP0002,Facebook,9722,839,79,24,368.15
2017-04-26,CAMP0029,Organic,19038,916,68,14,1222.19
2017-09-12,CAMP0001,Affiliate,67878,5273,487,96,1945.05
2017-08-06,CAMP0027,Affiliate,53287,3975,392,56,1521.83
2017-08-20,CAMP0027,Affiliate,33254,751,70,19,1787.67
2017-10-10,CAMP0012,Organic,9444,1362,173,20,148.8
2017-09-14,CAMP0001,Affiliate,14847,2152,139,37,1589.22
2017-01-17,CAMP0007,Email,100310,7126,946,206,365.54
2017-04-21,CAMP0019,Google Search,60788,699,99,13,1654.99
2017-06-02,CAMP0030,Affiliate,41811,2659,127,25,607.85
2018-05-13,CAMP0014,Organic,115822,3544,615,64,1853.95
2018-04-25,CAMP0003,Facebook,45867,1937,108,12,661.61
2017-05-27,CAMP0015,Instagram,13149,1759,256,82,1476.14
2017-09-04,CAMP0010,Affiliate,101050,9859,1018,221,419.0
2018-05-11,CAMP0014,Organic,36257,1785,151,16,924.63
2017-05-25,CAMP0015,Instagram,40933,4344,495,75,1189.53
2017-10-01,CAMP0012,Organic,61483,7004,405,124,1538.02
2018-04-23,CAMP0025,Referral,12127,1271,141,27,753.43
2018-02-24,CAMP0024,Organic,19935,1978,202,65,974.78
2017-04-13,CAMP0019,Google Search,34465,1482,248,71,1977.62
2017-01-30,CAMP0009,Google Search,108192,4093,671,43,147.95
2017-12-31,CAMP0013,Affiliate,31164,4485,240,34,596.19
2018-05-22,CAMP0025,Referral,13354,339,10,0,1407.02
2017-12-09,CAMP0022,Referral,117019,4559,744,234,1908.7
2018-01-30,CAMP0024,Organic,18084,2288,296,89,282.52
2018-01-28,CAMP0004,Instagram,58289,8672,299,67,422.9
2017-01-30,CAMP0009,Google Search,76180,8497,1015,71,1761.84
2018-01-09,CAMP0013,Affiliate,37606,4208,643,94,461.12
2017-09-10,CAMP0001,Affiliate,91611,5119,746,63,1553.29
2017-11-10,CAMP0011,Referral,86519,11729,1135,87,720.7
2018-03-06,CAMP0021,Referral,82289,1761,152,47,1369.78
2017-11-14,CAMP0011,Referral,45732,4750,320,43,563.45
2017-02-03,CAMP0009,Google Search,18933,644,101,24,341.14
2018-03-22,CAMP0018,Instagram,83423,7749,437,22,1596.77
2018-05-01,CAMP0017,Email,75798,6422,905,107,99.11
2017-09-16,CAMP0001,Affiliate,93734,6690,772,118,191.86
2017-09-14,CAMP0001,Affiliate,80425,3750,501,159,1858.04
2017-08-23,CAMP0023,Facebook,90704,6591,621,167,133.58
2017-09-10,CAMP0001,Affiliate,25933,1629,274,89,674.48
2017-08-14,CAMP0023,Facebook,78149,8736,902,260,495.85
2017-02-03,CAMP0007,Email,34789,4400,166,18,200.93
2018-03-08,CAMP0018,Instagram,5410,740,128,21,969.64
2017-05-01,CAMP0029,Organic,11281,973,52,4,275.92
2018-02-03,CAMP0024,Organic,48993,6760,784,67,1823.13
2017-11-02,CAMP0006,Organic,57597,6581,1145,191,256.3
2018-04-07,CAMP0003,Facebook,51038,6684,250,35,1788.69
2018-01-16,CAMP0013,Affiliate,57216,2020,264,19,1150.07
2017-11-11,CAMP0011,Referral,68597,7245,916,275,1052.73
2017-12-07,CAMP0022,Referral,73652,3927,642,119,102.09
2018-01-09,CAMP0013,Affiliate,113287,13521,1828,358,610.77
2018-02-03,CAMP0004,Instagram,6574,87,13,2,1578.44
2017-01-10,CAMP0007,Email,35331,4029,261,73,371.84
2017-11-07,CAMP0022,Referral,16438,2333,388,82,1793.09
2017-12-25,CAMP0026,Affiliate,65498,3951,680,230,815.67
2017-02-04,CAMP0007,Email,50467,4323,382,21,1884.76
2017-05-23,CAMP0015,Instagram,98905,2691,331,99,282.4
2017-08-15,CAMP0027,Affiliate,50685,1822,114,31,1866.18
2017-03-20,CAMP0002,Facebook,106365,12597,1056,369,73.88
2017-04-09,CAMP0019,Google Search,116404,7682,448,95,1829.13
2017-03-25,CAMP0002,Facebook,95270,13248,531,147,233.6
2017-06-11,CAMP0008,Instagram,42588,1781,158,33,1962.24
2017-09-05,CAMP0010,Affiliate,40698,4537,253,79,1616.01
2017-10-02,CAMP0012,Organic,41138,820,98,13,257.9
2018-04-25,CAMP0003,Facebook,40622,2555,411,27,1307.54
2017-10-04,CAMP0012,Organic,87593,8825,1069,228,1974.7
2017-03-27,CAMP0002,Facebook,103896,4441,564,41,1528.67
2017-08-31,CAMP0010,Affiliate,52259,3306,154,28,1846.46
2018-04-29,CAMP0025,Referral,112995,9638,1624,417,666.95
2017-09-20,CAMP0012,Organic,20878,790,71,13,1279.98
2017-05-07,CAMP0029,Organic,100608,4213,538,159,430.43
2018-04-26,CAMP0014,Organic,36252,2857,332,69,61.85
2018-04-06,CAMP0005,Affiliate,43338,5096,827,279,737.81
2017-08-25,CAMP0023,Facebook,102924,13525,817,228,386.3
2017-01-16,CAMP0009,Google Search,107882,14880,2401,588,1784.44
2017-05-23,CAMP0015,Instagram,81302,8577,366,37,543.9
2017-09-13,CAMP0001,Affiliate,102577,8494,654,123,947.79
2017-08-21,CAMP0016,Email,113080,12984,486,96,490.14
2018-04-13,CAMP0005,Affiliate,54604,2718,276,79,777.71
2017-08-28,CAMP0010,Affiliate,110351,1116,186,34,1121.34
2017-09-11,CAMP0010,Affiliate,86041,12899,1874,243,1360.7
2018-01-22,CAMP0024,Organic,21858,941,60,15,1749.94
2017-05-25,CAMP0030,Affiliate,5039,435,23,5,1989.3
2017-09-16,CAMP0001,Affiliate,14025,1121,72,22,939.41
2017-09-29,CAMP0012,Organic,84600,11027,1537,102,663.22
2017-06-11,CAMP0008,Instagram,37330,487,37,7,154.98
2017-09-20,CAMP0001,Affiliate,42601,1309,117,6,1031.0
2017-11-27,CAMP0022,Referral,91362,7671,286,37,1314.24
2017-12-29,CAMP0026,Affiliate,11560,1115,80,23,1268.71
2017-08-21,CAMP0028,Facebook,48931,2208,263,21,1033.04
2017-05-11,CAMP0029,Organic,42859,4455,666,65,708.4
2017-08-27,CAMP0010,Affiliate,56251,3621,312,25,1760.41
2018-03-21,CAMP0005,Affiliate,20411,1304,115,10,1613.24
2017-08-22,CAMP0027,Affiliate,71419,3923,662,135,870.72
2017-09-16,CAMP0001,Affiliate,5592,668,81,24,1880.39
2018-05-11,CAMP0014,Organic,5002,514,77,8,1079.95
2018-01-02,CAMP0013,Affiliate,68354,7943,774,80,1210.52
2018-04-05,CAMP0018,Instagram,26054,1774,55,15,51.14
2017-04-20,CAMP0019,Google Search,26720,3479,551,172,1945.87
2017-08-20,CAMP0028,Facebook,25456,1977,316,87,1413.39
2017-06-20,CAMP0008,Instagram,116826,8600,683,206,1134.59
2017-01-12,CAMP0009,Google Search,80593,4469,703,164,1737.51
2018-03-07,CAMP0021,Referral,103011,2874,100,13,1656.31
2017-10-19,CAMP0006,Organic,88261,3177,252,35,1982.75
2018-01-17,CAMP0004,Instagram,65234,2365,194,42,1612.79
2017-09-19,CAMP0001,Affiliate,92625,2075,316,39,1203.93
2017-08-31,CAMP0010,Affiliate,32723,2481,350,23,1473.1
2018-01-10,CAMP0004,Instagram,15014,166,26,8,260.68
2017-09-22,CAMP0012,Organic,114980,8028,1297,148,590.7
2018-05-01,CAMP0017,Email,49810,1380,91,31,283.53
2017-07-30,CAMP0027,Affiliate,68566,2954,531,104,605.71
2017-03-14,CAMP0002,Facebook,61550,4355,713,210,1436.49
2017-10-10,CAMP0012,Organic,28427,621,44,7,1628.86
2018-05-21,CAMP0025,Referral,90496,12766,1750,354,875.36
2017-04-28,CAMP0029,Organic,5139,616,84,24,795.79
2018-05-07,CAMP0017,Email,40251,2916,266,79,1149.93
2018-04-10,CAMP0018,Instagram,52665,6794,1114,129,285.65
2018-04-22,CAMP0003,Facebook,29491,2902,187,42,1431.89
2018-03-07,CAMP0021,Referral,95114,13888,2071,652,916.17
2017-01-20,CAMP0007,Email,14760,1722,258,46,357.67
2018-04-18,CAMP0003,Facebook,117451,1713,181,32,1871.5
2018-01-02,CAMP0013,Affiliate,46407,3535,626,122,860.75
2017-09-10,CAMP0023,Facebook,19376,938,29,5,1109.12
2017-04-16,CAMP0019,Google Search,22667,2554,366,108,286.33
2017-05-15,CAMP0029,Organic,38482,3008,539,161,898.1
2018-02-16,CAMP0024,Organic,36004,5063,651,197,260.76
2018-04-11,CAMP0003,Facebook,115482,7140,1261,237,201.28
2017-08-14,CAMP0027,Affiliate,51602,7393,324,36,1682.49
2017-12-28,CAMP0013,Affiliate,51528,5706,361,43,1064.65
2018-02-28,CAMP0021,Referral,11155,1360,129,40,1455.02
2017-12-29,CAMP0013,Affiliate,39193,2135,348,94,547.33
2017-10-06,CAMP0012,Organic,100052,12590,1270,344,1082.68
2018-01-04,CAMP0013,Affiliate,70727,8535,1185,394,1297.32
2017-06-06,CAMP0030,Affiliate,66428,7389,907,143,1056.36
2017-06-10,CAMP0008,Instagram,101705,13811,1133,69,1155.27
2017-03-11,CAMP0002,Facebook,18447,2288,172,27,1871.44
2018-02-22,CAMP0024,Organic,72034,2164,100,14,1559.58
2018-03-27,CAMP0005,Affiliate,87790,8902,600,139,950.84
2017-04-05,CAMP0019,Google Search,14383,342,34,11,1688.49
2017-09-04,CAMP0010,Affiliate,31949,1320,222,73,1248.81
2017-10-29,CAMP0006,Organic,93778,7278,553,152,1770.42
2017-10-28,CAMP0006,Organic,38149,4718,401,95,90.32
2017-04-10,CAMP0002,Facebook,119812,13278,1840,212,1753.73
2018-05-16,CAMP0017,Email,8496,619,100,22,1214.72
2017-06-01,CAMP0008,Instagram,9881,197,22,5,1569.16
2017-10-04,CAMP0012,Organic,50387,6420,795,213,1931.94
2017-09-15,CAMP0001,Affiliate,24187,2201,217,50,345.26
