return_id,order_id,order_item_id,product_id,seller_id,customer_id,return_date,return_quantity,return_reason,refund_amount
RET001087,ORD0019960,1,PROD01480,SELL00377,CUST004945,2017-08-21 15:30:23,1,quality_issue,101.11
RET001088,ORD0008443,1,PROD01531,SELL00001,CUST006269,2017-08-02 07:02:28,1,late_delivery,30.74
RET001089,ORD0010682,1,PROD01313,SELL00048,CUST004248,2018-03-06 21:53:52,1,damaged,124.12
RET001090,ORD0005866,1,PROD01569,SELL00342,CUST001141,2017-12-11 14:35:20,1,late_delivery,43.63
RET001091,ORD0013933,1,PROD01265,SELL00052,CUST006459,2017-12-26 13:38:28,1,late_delivery,101.82
RET001092,ORD0019691,1,PROD01508,SELL00169,CUST005919,2018-02-21 09:54:05,1,late_delivery,109.93
RET001093,ORD0022124,1,PROD00006,SELL00041,CUST003903,2017-12-12 01:27:51,1,customer_changed_mind,27.29
RET001094,ORD0014056,1,PROD00495,SELL00090,CUST004189,2017-03-10 14:22:56,1,late_delivery,145.49
RET001095,ORD0022785,1,PROD01205,SELL00048,CUST004077,2018-10-29 23:21:28,1,wrong_item,15.91
RET001096,ORD0002855,3,PROD01431,SELL00063,CUST003585,2018-08-29 21:18:27,1,late_delivery,104.99
RET001097,ORD0019883,2,PROD00276,SELL00161,CUST008119,2018-05-07 09:00:01,1,customer_changed_mind,49.76
RET001098,ORD0024042,2,PROD01387,SELL00370,CUST008091,2018-04-23 16:38:54,1,late_delivery,90.01
RET001099,ORD0013243,1,PROD01840,SELL00324,CUST003038,2018-01-02 12:21:00,1,wrong_item,103.13
RET001100,ORD0007511,2,PROD00699,SELL00096,CUST005244,2018-09-11 09:58:25,1,quality_issue,193.92
RET001101,ORD0001657,1,PROD01957,SELL00289,CUST009911,2018-01-06 01:05:35,1,wrong_item,140.1
RET001102,ORD0023744,3,PROD00911,SELL00385,CUST001827,2018-08-01 01:02:28,1,late_delivery,50.49
RET001103,ORD0001635,1,PROD01801,SELL00070,CUST008766,2017-05-13 18:17:15,1,wrong_item,35.67
RET001104,ORD0017159,1,PROD00670,SELL00098,CUST009350,2017-07-29 13:45:30,1,customer_changed_mind,148.2
RET001105,ORD0023230,1,PROD01829,SELL00311,CUST002799,2018-01-30 10:21:17,1,quality_issue,15.94
RET001106,ORD0020418,2,PROD01722,SELL00074,CUST006030,2018-01-02 15:38:31,1,wrong_item,136.24
RET001107,ORD0024703,1,PROD00585,SELL00135,CUST000949,2018-09-18 15:40:05,1,quality_issue,193.44
RET001108,ORD0012034,1,PROD00106,SELL00226,CUST006632,2017-08-19 03:10:53,1,customer_changed_mind,44.05
RET001109,ORD0010142,1,PROD01166,SELL00249,CUST000987,2018-08-06 11:57:46,1,quality_issue,172.4
RET001110,ORD0006793,1,PROD01468,SELL00314,CUST009487,2018-11-11 03:02:01,1,wrong_item,335.88
RET001111,ORD0012944,1,PROD01977,SELL00261,CUST002429,2018-01-29 09:00:43,1,late_delivery,139.38
RET001112,ORD0000835,1,PROD01709,SELL00001,CUST009717,2017-06-06 01:56:12,1,wrong_item,32.05
RET001113,ORD0022040,1,PROD01205,SELL00079,CUST009072,2017-02-16 04:45:46,1,damaged,15.57
RET001114,ORD0018962,2,PROD00371,SELL00185,CUST008116,2017-11-11 20:35:08,1,damaged,64.1
RET001115,ORD0007170,3,PROD00284,SELL00328,CUST004617,2017-03-09 19:23:31,1,wrong_item,53.98
RET001116,ORD0018898,1,PROD00594,SELL00246,CUST008174,2018-08-24 07:12:12,1,wrong_item,52.5
RET001117,ORD0018305,2,PROD01753,SELL00327,CUST004577,2017-04-28 22:54:28,1,quality_issue,235.35
RET001118,ORD0023792,1,PROD00875,SELL00182,CUST006463,2018-07-16 12:28:56,1,wrong_item,97.63
RET001119,ORD0015472,1,PROD01026,SELL00326,CUST005481,2017-06-04 02:33:44,1,customer_changed_mind,84.3
RET001120,ORD0023475,1,PROD00409,SELL00395,CUST008569,2017-04-01 20:29:18,1,damaged,53.63
RET001121,ORD0022657,1,PROD00089,SELL00355,CUST009029,2017-10-30 04:59:59,1,quality_issue,69.46
RET001122,ORD0018286,1,PROD01412,SELL00210,CUST009845,2017-02-22 05:12:07,1,quality_issue,54.62
RET001123,ORD0006571,1,PROD01963,SELL00116,CUST009575,2017-05-17 08:17:04,1,late_delivery,135.79
RET001124,ORD0012500,1,PROD01269,SELL00235,CUST008630,2018-08-30 17:36:22,1,quality_issue,76.95
RET001125,ORD0012036,1,PROD01461,SELL00231,CUST001748,2018-01-14 17:22:15,1,quality_issue,80.45
RET001126,ORD0011670,2,PROD00535,SELL00147,CUST007154,2017-03-05 17:09:00,1,quality_issue,18.93
RET001127,ORD0009054,2,PROD00681,SELL00153,CUST008300,2017-02-28 21:32:20,1,customer_changed_mind,35.04
RET001128,ORD0012097,2,PROD01517,SELL00313,CUST002278,2018-09-13 21:45:49,1,quality_issue,30.16
RET001129,ORD0015514,3,PROD00604,SELL00325,CUST006046,2018-03-13 14:32:53,1,wrong_item,163.29
RET001130,ORD0017906,1,PROD01879,SELL00220,CUST007220,2017-08-15 12:05:09,1,wrong_item,153.94
RET001131,ORD0007481,3,PROD01306,SELL00267,CUST007800,2017-09-11 00:08:20,1,quality_issue,168.54
RET001132,ORD0018235,1,PROD01215,SELL00388,CUST004191,2017-04-05 20:29:39,1,late_delivery,38.19
RET001133,ORD0021239,2,PROD01184,SELL00040,CUST002132,2018-07-03 14:55:17,1,customer_changed_mind,47.58
RET001134,ORD0024216,1,PROD00530,SELL00145,CUST004687,2017-04-21 09:23:18,1,wrong_item,70.15
RET001135,ORD0023224,2,PROD00696,SELL00276,CUST009351,2018-07-03 16:25:04,1,quality_issue,24.78
RET001136,ORD0017093,1,PROD01307,SELL00049,CUST002889,2017-12-01 20:06:35,1,wrong_item,33.74
RET001137,ORD0000235,2,PROD00026,SELL00363,CUST007119,2017-05-04 16:30:24,1,customer_changed_mind,264.53
RET001138,ORD0009016,2,PROD00136,SELL00191,CUST001582,2017-10-11 11:33:46,1,wrong_item,28.12
RET001139,ORD0004775,1,PROD01464,SELL00059,CUST009900,2017-05-10 15:38:04,1,damaged,358.03
RET001140,ORD0014370,2,PROD00274,SELL00289,CUST006097,2017-12-15 09:28:32,1,late_delivery,244.7
RET001141,ORD0014526,1,PROD00755,SELL00060,CUST008186,2018-03-21 22:59:38,1,damaged,442.95
RET001142,ORD0000794,2,PROD01965,SELL00293,CUST006793,2017-02-27 00:33:55,1,wrong_item,164.17
RET001143,ORD0023933,1,PROD01244,SELL00301,CUST008687,2017-09-08 00:39:40,1,quality_issue,289.41
RET001144,ORD0003476,1,PROD01422,SELL00143,CUST003847,2018-11-19 23:58:59,1,wrong_item,201.37
RET001145,ORD0018168,1,PROD00681,SELL00374,CUST007215,2017-07-24 11:54:22,1,damaged,40.7
RET001146,ORD0009008,3,PROD01594,SELL00003,CUST002371,2018-06-21 01:48:17,1,late_delivery,92.89
RET001147,ORD0006650,1,PROD00567,SELL00055,CUST000939,2017-09-09 17:00:41,1,damaged,33.24
RET001148,ORD0006087,1,PROD00672,SELL00026,CUST003567,2017-04-04 03:21:47,1,wrong_item,34.38
RET001149,ORD0005663,1,PROD01421,SELL00233,CUST009164,2018-03-03 15:00:52,1,late_delivery,280.39
RET001150,ORD0006605,1,PROD00707,SELL00296,CUST006819,2017-01-13 07:25:59,1,wrong_item,123.7
RET001151,ORD0000620,1,PROD01139,SELL00357,CUST009975,2018-06-05 00:09:20,1,damaged,35.62
RET001152,ORD0021630,1,PROD00954,SELL00139,CUST000679,2018-04-05 22:34:40,1,late_delivery,99.73
RET001153,ORD0024384,2,PROD01673,SELL00312,CUST005744,2018-01-13 19:57:58,1,quality_issue,121.07
RET001154,ORD0002030,1,PROD00957,SELL00098,CUST008485,2018-03-11 10:54:58,1,quality_issue,63.03
RET001155,ORD0009441,3,PROD00170,SELL00027,CUST009835,2018-04-07 17:00:04,1,damaged,12.29
RET001156,ORD0021620,2,PROD00973,SELL00176,CUST008370,2018-09-18 02:51:42,1,wrong_item,294.36
RET001157,ORD0019197,1,PROD00598,SELL00132,CUST006668,2018-07-20 18:18:01,1,late_delivery,39.29
RET001158,ORD0019724,1,PROD01951,SELL00238,CUST004773,2017-07-09 08:08:56,1,customer_changed_mind,269.01
RET001159,ORD0012945,2,PROD01008,SELL00272,CUST000457,2018-06-11 17:45:19,1,late_delivery,51.8
RET001160,ORD0006313,1,PROD00734,SELL00096,CUST009980,2017-10-22 15:15:07,1,quality_issue,162.99
RET001161,ORD0002090,1,PROD00033,SELL00209,CUST002569,2018-08-30 17:36:53,1,late_delivery,43.37
RET001162,ORD0004678,1,PROD01722,SELL00028,CUST005488,2017-02-26 18:38:27,1,damaged,134.6
RET001163,ORD0023053,1,PROD00150,SELL00026,CUST004904,2017-02-04 03:00:20,1,quality_issue,67.29
RET001164,ORD0004997,1,PROD00950,SELL00336,CUST002428,2017-05-04 09:15:24,1,damaged,247.64
RET001165,ORD0018162,2,PROD00790,SELL00256,CUST003076,2017-11-09 13:06:03,1,damaged,286.21
RET001166,ORD0011902,1,PROD00165,SELL00293,CUST004870,2018-08-03 02:47:34,1,damaged,91.2
RET001167,ORD0022415,2,PROD00354,SELL00333,CUST004321,2018-08-10 10:42:22,1,damaged,206.51
RET001168,ORD0023064,3,PROD01405,SELL00307,CUST005244,2017-05-02 23:20:54,1,customer_changed_mind,96.5
RET001169,ORD0012472,1,PROD01463,SELL00044,CUST008275,2017-04-21 05:39:23,1,quality_issue,117.5
RET001170,ORD0024776,1,PROD00929,SELL00019,CUST007502,2017-12-11 10:51:36,1,late_delivery,156.95
RET001171,ORD0023480,1,PROD01220,SELL00207,CUST002582,2017-12-05 16:09:31,1,damaged,84.56
RET001172,ORD0016434,2,PROD00421,SELL00228,CUST002226,2018-07-20 06:37:27,1,damaged,435.63
RET001173,ORD0006388,1,PROD00740,SELL00229,CUST006773,2018-01-11 02:29:32,1,damaged,107.92
RET001174,ORD0005311,3,PROD01473,SELL00057,CUST001284,2017-09-07 12:00:49,1,quality_issue,67.63
RET001175,ORD0000569,1,PROD00674,SELL00014,CUST002959,2018-04-09 02:47:50,1,late_delivery,51.07
RET001176,ORD0022566,2,PROD01234,SELL00368,CUST005514,2018-01-21 21:35:54,1,late_delivery,118.17
RET001177,ORD0023147,1,PROD00115,SELL00221,CUST000075,2018-02-01 22:09:02,1,wrong_item,163.24
RET001178,ORD0015479,1,PROD01569,SELL00256,CUST009110,2017-08-22 08:34:21,1,quality_issue,44.98
RET001179,ORD0005109,1,PROD01415,SELL00372,CUST009419,2018-07-07 23:04:24,1,damaged,261.97
RET001180,ORD0012128,1,PROD01448,SELL00390,CUST004748,2018-06-14 16:13:43,1,late_delivery,130.01
RET001181,ORD0011696,1,PROD00054,SELL00316,CUST002237,2018-07-02 19:07:11,1,wrong_item,70.74
RET001182,ORD0003975,1,PROD00775,SELL00125,CUST009517,2017-10-26 09:39:53,1,quality_issue,158.6
RET001183,ORD0008907,2,PROD00036,SELL00035,CUST001684,2018-06-23 14:40:19,1,wrong_item,235.94
RET001184,ORD0019010,1,PROD00707,SELL00357,CUST008820,2018-10-23 15:29:35,1,late_delivery,125.09
RET001185,ORD0005213,1,PROD01507,SELL00205,CUST004332,2018-03-30 13:46:54,1,quality_issue,134.58
RET001186,ORD0012630,1,PROD01034,SELL00384,CUST000720,2018-10-22 17:01:45,1,wrong_item,221.3
RET001187,ORD0019955,2,PROD00611,SELL00070,CUST004384,2017-11-07 03:39:00,1,quality_issue,36.4
RET001188,ORD0015332,2,PROD01329,SELL00006,CUST007851,2018-11-14 05:08:12,1,damaged,97.81
RET001189,ORD0000420,1,PROD00926,SELL00047,CUST004824,2018-10-15 01:59:09,1,wrong_item,14.45
RET001190,ORD0017697,1,PROD01169,SELL00179,CUST001912,2017-07-29 01:10:46,1,damaged,139.08
RET001191,ORD0000540,1,PROD00824,SELL00116,CUST001235,2018-07-16 07:47:39,1,late_delivery,183.47
RET001192,ORD0008409,1,PROD01833,SELL00392,CUST005978,2018-02-18 02:32:22,1,late_delivery,110.49
RET001193,ORD0002889,1,PROD01348,SELL00159,CUST004648,2018-03-08 13:27:34,1,wrong_item,283.7
RET001194,ORD0009703,1,PROD01220,SELL00313,CUST006395,2018-01-15 20:49:55,1,late_delivery,93.05
RET001195,ORD0016228,2,PROD01671,SELL00047,CUST002342,2018-07-09 18:51:56,1,customer_changed_mind,75.93
RET001196,ORD0016932,2,PROD00611,SELL00030,CUST001662,2018-05-05 03:22:47,1,customer_changed_mind,34.68
RET001197,ORD0005237,1,PROD00925,SELL00162,CUST002936,2018-06-04 18:02:08,1,damaged,84.87
RET001198,ORD0019066,1,PROD00087,SELL00002,CUST008654,2017-12-09 10:40:31,1,customer_changed_mind,69.33
RET001199,ORD0004768,1,PROD01818,SELL00088,CUST002854,2018-03-16 15:04:56,1,late_delivery,188.68
RET001200,ORD0021265,1,PROD00581,SELL00273,CUST007466,2018-07-06 00:41:19,1,wrong_item,78.62
RET001201,ORD0000383,2,PROD01579,SELL00049,CUST001999,2017-10-20 14:00:36,1,customer_changed_mind,115.29
RET001202,ORD0022355,1,PROD01615,SELL00215,CUST008126,2017-12-08 20:45:28,1,wrong_item,126.18
RET001203,ORD0022485,1,PROD00212,SELL00015,CUST007875,2017-10-23 23:06:30,1,wrong_item,197.74
RET001204,ORD0009357,2,PROD01187,SELL00211,CUST001032,2018-05-01 04:43:21,1,late_delivery,21.86
RET001205,ORD0015216,2,PROD00094,SELL00098,CUST000186,2017-07-30 18:01:48,1,damaged,103.68
RET001206,ORD0010940,1,PROD01320,SELL00284,CUST009843,2018-03-24 20:58:47,1,damaged,110.04
RET001207,ORD0015148,2,PROD01278,SELL00292,CUST009595,2018-02-10 02:07:14,1,wrong_item,86.89
RET001208,ORD0012823,1,PROD00825,SELL00111,CUST005170,2017-04-07 12:25:35,1,wrong_item,40.22
RET001209,ORD0009551,1,PROD01903,SELL00006,CUST005159,2018-10-08 12:55:47,1,wrong_item,17.81
RET001210,ORD0022237,1,PROD01545,SELL00312,CUST006213,2017-08-17 02:39:37,1,wrong_item,75.08
RET001211,ORD0005064,3,PROD01106,SELL00050,CUST001230,2017-05-04 18:28:59,1,quality_issue,134.41
RET001212,ORD0010916,1,PROD00466,SELL00353,CUST004545,2017-07-17 23:09:48,1,wrong_item,104.11
RET001213,ORD0001128,2,PROD01164,SELL00082,CUST000005,2017-02-27 22:32:49,1,wrong_item,90.26
RET001214,ORD0023846,1,PROD00224,SELL00316,CUST006874,2018-02-19 07:11:15,1,late_delivery,243.98
RET001215,ORD0001867,1,PROD01077,SELL00330,CUST008212,2018-07-08 05:08:46,1,damaged,53.35
RET001216,ORD0003874,1,PROD00213,SELL00398,CUST005528,2017-08-29 00:58:32,1,late_delivery,113.65
RET001217,ORD0010486,1,PROD00148,SELL00079,CUST001140,2018-01-06 06:11:33,1,wrong_item,86.86
RET001218,ORD0010098,1,PROD00125,SELL00032,CUST003193,2018-05-06 20:27:37,1,wrong_item,60.38
RET001219,ORD0005373,1,PROD01491,SELL00392,CUST005952,2018-02-24 14:13:01,1,quality_issue,48.99
RET001220,ORD0015592,4,PROD00739,SELL00237,CUST006621,2018-08-20 21:49:38,1,customer_changed_mind,88.78
RET001221,ORD0020784,3,PROD00263,SELL00058,CUST005343,2018-09-21 11:30:20,1,quality_issue,35.52
RET001222,ORD0021989,1,PROD01761,SELL00296,CUST009633,2017-03-29 15:54:31,1,late_delivery,50.53
RET001223,ORD0020846,2,PROD01264,SELL00281,CUST008225,2017-03-22 01:57:36,1,wrong_item,24.25
RET001224,ORD0021913,1,PROD01448,SELL00396,CUST003415,2017-06-30 20:39:45,1,damaged,113.86
RET001225,ORD0011404,1,PROD01021,SELL00261,CUST008172,2018-03-02 20:28:55,1,late_delivery,70.08
RET001226,ORD0014304,2,PROD01301,SELL00140,CUST009150,2017-01-28 00:08:57,1,damaged,64.32
RET001227,ORD0011732,1,PROD01056,SELL00283,CUST002449,2017-05-20 06:03:05,1,damaged,75.26
RET001228,ORD0002563,1,PROD00188,SELL00248,CUST003240,2018-05-05 18:43:03,1,damaged,63.0
RET001229,ORD0011251,1,PROD00765,SELL00087,CUST003672,2017-01-28 16:31:53,1,wrong_item,110.68
RET001230,ORD0009192,1,PROD00358,SELL00337,CUST003646,2018-04-17 05:07:46,1,wrong_item,262.78
RET001231,ORD0024586,2,PROD01618,SELL00157,CUST005716,2018-09-05 14:37:50,1,customer_changed_mind,38.65
RET001232,ORD0016546,1,PROD01985,SELL00283,CUST001635,2017-12-06 17:12:21,1,customer_changed_mind,148.48
RET001233,ORD0014011,1,PROD00337,SELL00286,CUST000772,2017-08-03 03:25:52,1,customer_changed_mind,98.94
RET001234,ORD0007594,3,PROD01456,SELL00067,CUST000898,2017-05-21 08:41:21,1,quality_issue,67.67
RET001235,ORD0004021,1,PROD01181,SELL00183,CUST008855,2017-08-30 03:06:15,1,quality_issue,26.55
RET001236,ORD0015892,1,PROD01614,SELL00151,CUST006520,2018-06-17 21:31:58,1,damaged,21.38
RET001237,ORD0017432,2,PROD00840,SELL00316,CUST008242,2017-01-28 06:03:21,1,late_delivery,225.24
RET001238,ORD0004877,1,PROD01821,SELL00354,CUST007248,2017-08-16 05:26:42,1,wrong_item,110.74
RET001239,ORD0000753,1,PROD01980,SELL00005,CUST001370,2017-11-11 05:11:35,1,customer_changed_mind,124.65
RET001240,ORD0009184,1,PROD01207,SELL00261,CUST008663,2018-04-02 12:57:38,1,quality_issue,50.99
RET001241,ORD0013941,2,PROD00946,SELL00002,CUST008308,2017-11-25 22:29:06,1,quality_issue,32.92
RET001242,ORD0018793,2,PROD00653,SELL00238,CUST000453,2018-05-23 10:47:56,1,damaged,33.05
RET001243,ORD0024850,1,PROD01600,SELL00360,CUST008416,2017-11-04 07:50:55,1,customer_changed_mind,115.44
RET001244,ORD0001715,1,PROD00466,SELL00376,CUST002536,2018-01-25 23:16:59,1,damaged,100.17
RET001245,ORD0010865,2,PROD01613,SELL00151,CUST004100,2018-06-19 09:02:54,1,quality_issue,30.43
RET001246,ORD0003719,1,PROD01840,SELL00306,CUST006158,2017-11-10 02:02:20,1,quality_issue,103.98
RET001247,ORD0004084,1,PROD00447,SELL00055,CUST003004,2018-02-04 14:34:29,1,quality_issue,43.22
RET001248,ORD0012280,4,PROD01600,SELL00298,CUST003933,2018-08-16 04:18:27,1,damaged,162.68
RET001249,ORD0007972,2,PROD01341,SELL00113,CUST004208,2017-04-10 17:26:27,1,damaged,78.78
RET001250,ORD0024554,2,PROD00301,SELL00375,CUST006081,2018-09-14 19:41:14,1,damaged,41.34
RET001251,ORD0004449,1,PROD00476,SELL00188,CUST001447,2018-10-04 03:02:19,1,customer_changed_mind,51.17
RET001252,ORD0009091,1,PROD01067,SELL00248,CUST009556,2017-08-12 19:18:42,1,wrong_item,34.5
RET001253,ORD0020548,1,PROD00617,SELL00191,CUST001485,2018-06-05 17:59:16,1,damaged,42.61
RET001254,ORD0002544,2,PROD01893,SELL00393,CUST003279,2018-06-28 23:02:32,1,damaged,335.48
RET001255,ORD0004484,3,PROD00366,SELL00067,CUST007281,2018-01-08 13:51:29,1,late_delivery,83.34
RET001256,ORD0011964,1,PROD01044,SELL00378,CUST002241,2017-07-28 05:27:48,1,customer_changed_mind,78.65
RET001257,ORD0023212,1,PROD00397,SELL00020,CUST003717,2018-02-16 20:17:17,1,damaged,90.32
RET001258,ORD0008742,1,PROD00860,SELL00125,CUST009131,2017-08-13 12:39:46,1,quality_issue,26.32
RET001259,ORD0010348,2,PROD00138,SELL00021,CUST006085,2017-02-27 06:07:35,1,damaged,101.93
RET001260,ORD0024714,1,PROD01879,SELL00061,CUST009724,2018-03-02 12:24:05,1,quality_issue,151.7
RET001261,ORD0017325,1,PROD00085,SELL00043,CUST004555,2018-06-15 06:21:25,1,late_delivery,68.17
RET001262,ORD0011376,1,PROD01274,SELL00253,CUST007790,2018-04-20 03:58:17,1,wrong_item,68.49
RET001263,ORD0016577,1,PROD00217,SELL00038,CUST009698,2018-10-11 17:31:36,1,late_delivery,118.09
RET001264,ORD0003099,1,PROD00984,SELL00398,CUST003293,2017-06-09 14:53:29,1,damaged,231.92
RET001265,ORD0015320,2,PROD01015,SELL00285,CUST005638,2018-06-26 11:44:35,1,damaged,84.55
RET001266,ORD0017366,1,PROD00973,SELL00105,CUST000894,2017-05-11 11:51:18,1,late_delivery,297.67
RET001267,ORD0020346,1,PROD01198,SELL00302,CUST003344,2018-05-09 03:45:30,1,wrong_item,74.1
RET001268,ORD0016066,1,PROD01713,SELL00165,CUST002097,2018-03-26 10:24:39,1,wrong_item,28.32
RET001269,ORD0013558,1,PROD00584,SELL00226,CUST000506,2017-05-15 23:48:01,1,damaged,41.85
RET001270,ORD0018462,3,PROD00671,SELL00018,CUST006716,2017-12-03 20:14:03,1,customer_changed_mind,171.01
RET001271,ORD0009625,3,PROD01252,SELL00141,CUST009773,2017-06-13 05:44:57,1,late_delivery,151.69
RET001272,ORD0011781,2,PROD01876,SELL00368,CUST009090,2018-08-27 17:18:27,1,quality_issue,52.72
RET001273,ORD0019921,2,PROD00472,SELL00343,CUST000703,2018-05-22 00:37:06,1,late_delivery,153.27
RET001274,ORD0022918,1,PROD01526,SELL00311,CUST009107,2018-02-11 09:26:39,1,late_delivery,15.38
RET001275,ORD0012835,3,PROD01720,SELL00206,CUST001297,2017-03-23 04:56:12,1,late_delivery,65.08
RET001276,ORD0002246,1,PROD01374,SELL00069,CUST001634,2018-08-12 10:10:29,1,late_delivery,34.29
RET001277,ORD0006368,3,PROD00192,SELL00045,CUST007185,2018-10-28 00:05:53,1,wrong_item,216.55
RET001278,ORD0000096,1,PROD01363,SELL00385,CUST009609,2018-08-11 20:27:00,1,customer_changed_mind,17.05
RET001279,ORD0005012,1,PROD01572,SELL00001,CUST003551,2018-02-28 01:40:38,1,late_delivery,40.94
RET001280,ORD0022922,1,PROD00276,SELL00146,CUST007163,2018-03-25 22:07:18,1,quality_issue,50.1
RET001281,ORD0004294,2,PROD01950,SELL00057,CUST002503,2017-02-03 21:13:22,1,customer_changed_mind,65.78
RET001282,ORD0008075,1,PROD00105,SELL00003,CUST003186,2018-04-16 05:17:35,1,late_delivery,205.42
RET001283,ORD0016348,1,PROD00896,SELL00105,CUST008159,2017-06-12 07:09:33,1,wrong_item,28.34
RET001284,ORD0015355,2,PROD00758,SELL00103,CUST008059,2017-04-22 15:32:30,1,late_delivery,118.61
RET001285,ORD0008908,2,PROD01051,SELL00158,CUST006502,2018-02-28 18:06:08,1,late_delivery,75.76
RET001286,ORD0011917,2,PROD01563,SELL00155,CUST008302,2018-04-22 22:24:02,1,quality_issue,236.9
RET001287,ORD0018419,1,PROD00447,SELL00306,CUST007016,2018-01-09 15:16:09,1,wrong_item,55.49
RET001288,ORD0024326,4,PROD01175,SELL00067,CUST008926,2017-03-21 08:04:00,1,late_delivery,22.78
RET001289,ORD0008172,3,PROD00765,SELL00338,CUST007440,2017-09-21 01:19:14,1,damaged,106.83
RET001290,ORD0001300,3,PROD01290,SELL00311,CUST001331,2017-07-26 22:16:41,1,wrong_item,181.95
RET001291,ORD0011128,3,PROD01114,SELL00091,CUST001959,2018-06-25 02:16:59,1,customer_changed_mind,81.77
RET001292,ORD0000801,1,PROD00021,SELL00092,CUST006880,2018-03-16 11:25:02,1,customer_changed_mind,18.28
RET001293,ORD0010285,2,PROD00300,SELL00169,CUST004670,2017-12-16 19:03:43,1,wrong_item,66.97
RET001294,ORD0014031,1,PROD01103,SELL00187,CUST001556,2017-08-05 17:20:06,1,late_delivery,65.48
RET001295,ORD0014780,2,PROD00961,SELL00030,CUST007211,2018-08-15 10:45:59,1,quality_issue,24.26
RET001296,ORD0009434,1,PROD00671,SELL00339,CUST001238,2018-01-08 14:03:51,1,wrong_item,144.76
RET001297,ORD0024344,1,PROD01026,SELL00046,CUST007324,2017-07-16 11:01:19,1,wrong_item,83.22
RET001298,ORD0001796,2,PROD01069,SELL00349,CUST004335,2017-10-18 09:48:20,1,wrong_item,24.06
RET001299,ORD0010482,3,PROD01610,SELL00158,CUST005602,2018-10-12 17:58:56,1,quality_issue,63.68
RET001300,ORD0014506,2,PROD01493,SELL00306,CUST003627,2018-04-04 17:40:12,1,late_delivery,26.57
RET001301,ORD0008024,1,PROD00661,SELL00242,CUST007084,2018-07-17 04:15:31,1,quality_issue,49.59
RET001302,ORD0019469,1,PROD00698,SELL00270,CUST004452,2018-01-12 04:46:38,1,late_delivery,17.93
RET001303,ORD0019102,1,PROD00564,SELL00134,CUST001020,2017-07-19 02:15:32,1,late_delivery,22.26
RET001304,ORD0001243,1,PROD00883,SELL00288,CUST005508,2018-01-22 17:09:45,1,quality_issue,17.49
RET001305,ORD0001402,1,PROD00652,SELL00333,CUST004562,2017-12-12 18:02:38,1,quality_issue,140.19
RET001306,ORD0015237,1,PROD01297,SELL00347,CUST009518,2018-09-08 04:35:34,1,late_delivery,55.2
RET001307,ORD0015245,2,PROD00329,SELL00364,CUST006267,2017-04-07 14:54:06,1,late_delivery,289.86
RET001308,ORD0005815,2,PROD00434,SELL00085,CUST007837,2018-08-28 16:35:42,1,quality_issue,49.68
RET001309,ORD0010229,1,PROD01851,SELL00326,CUST008506,2018-09-10 18:12:44,1,customer_changed_mind,77.68
RET001310,ORD0018695,1,PROD01267,SELL00296,CUST001506,2018-08-31 10:33:59,1,late_delivery,115.9
RET001311,ORD0001103,1,PROD00291,SELL00378,CUST005315,2018-04-15 16:52:48,1,quality_issue,99.35
RET001312,ORD0001322,2,PROD00781,SELL00373,CUST003891,2018-01-28 01:53:18,1,customer_changed_mind,38.05
RET001313,ORD0013232,1,PROD01496,SELL00050,CUST004457,2018-10-30 17:32:28,1,damaged,66.74
RET001314,ORD0020443,2,PROD01369,SELL00400,CUST008734,2017-11-27 02:43:35,1,wrong_item,36.8
RET001315,ORD0024275,2,PROD01179,SELL00001,CUST007063,2018-09-15 20:30:20,1,customer_changed_mind,110.04
RET001316,ORD0004476,2,PROD01766,SELL00351,CUST009025,2017-06-15 07:47:07,1,wrong_item,166.29
RET001317,ORD0020205,1,PROD01836,SELL00008,CUST007613,2018-04-22 17:02:58,1,damaged,208.37
RET001318,ORD0005858,1,PROD00649,SELL00112,CUST006140,2018-10-21 22:16:22,1,late_delivery,73.36
RET001319,ORD0008201,1,PROD01371,SELL00130,CUST007134,2017-04-01 11:12:34,1,customer_changed_mind,57.42
RET001320,ORD0015561,1,PROD00756,SELL00094,CUST007017,2018-07-02 19:27:55,1,customer_changed_mind,48.37
RET001321,ORD0003205,2,PROD00957,SELL00377,CUST008625,2017-03-11 05:34:03,1,quality_issue,72.52
RET001322,ORD0003401,1,PROD01880,SELL00355,CUST004452,2018-08-29 08:58:53,1,late_delivery,106.34
RET001323,ORD0009128,1,PROD01812,SELL00164,CUST008673,2018-10-23 09:09:02,1,quality_issue,39.71
RET001324,ORD0014347,1,PROD01416,SELL00013,CUST005923,2018-11-07 15:53:58,1,late_delivery,65.16
RET001325,ORD0022276,1,PROD01101,SELL00159,CUST006367,2018-07-24 17:19:19,1,quality_issue,199.99
RET001326,ORD0002108,1,PROD00937,SELL00214,CUST006952,2017-08-29 07:57:07,1,late_delivery,56.29
RET001327,ORD0012122,1,PROD01604,SELL00090,CUST008549,2017-12-03 11:28:06,1,customer_changed_mind,123.9
RET001328,ORD0018138,1,PROD01730,SELL00111,CUST004735,2018-10-16 09:13:46,1,late_delivery,238.34
RET001329,ORD0006718,2,PROD00256,SELL00165,CUST008173,2018-04-13 21:11:02,1,late_delivery,73.67
RET001330,ORD0023255,1,PROD00797,SELL00281,CUST002394,2017-09-14 22:57:16,1,late_delivery,141.16
