order_id,order_item_id,product_id,seller_id,quantity,price,freight_value
ORD0006844,1,PROD00291,SELL00228,1,106.03,68.06
ORD0006844,2,PROD00146,SELL00262,1,384.76,56.75
ORD0006844,3,PROD00384,SELL00167,1,15.28,18.15
ORD0006845,1,PROD01955,SELL00042,1,26.1,31.28
ORD0006846,1,PROD01025,SELL00158,1,73.49,68.94
ORD0006847,1,PROD00773,SELL00034,1,23.57,45.11
ORD0006847,2,PROD00056,SELL00251,1,69.89,57.65
ORD0006848,1,PROD01642,SELL00251,1,35.99,58.94
ORD0006848,2,PROD00845,SELL00302,1,148.92,50.04
ORD0006849,1,PROD00664,SELL00110,1,32.36,62.21
ORD0006850,1,PROD00945,SELL00204,1,143.83,52.96
ORD0006850,2,PROD00302,SELL00101,1,66.98,54.23
ORD0006851,1,PROD01147,SELL00023,1,13.31,51.44
ORD0006852,1,PROD01976,SELL00356,1,48.78,22.42
ORD0006853,1,PROD00763,SELL00104,1,133.25,27.09
ORD0006853,2,PROD00643,SELL00125,1,66.73,32.19
ORD0006854,1,PROD00687,SELL00247,1,48.26,63.92
ORD0006854,2,PROD01913,SELL00374,1,19.42,25.36
ORD0006855,1,PROD00987,SELL00290,1,170.47,9.67
ORD0006855,2,PROD00928,SELL00295,1,96.66,56.21
ORD0006856,1,PROD01731,SELL00221,1,125.93,68.21
ORD0006856,2,PROD00616,SELL00341,1,372.79,77.17
ORD0006856,3,PROD01121,SELL00029,1,29.01,59.57
ORD0006856,4,PROD00242,SELL00342,1,33.27,15.5
ORD0006857,1,PROD01224,SELL00197,1,188.2,19.66
ORD0006857,2,PROD00852,SELL00015,1,63.93,64.61
ORD0006858,1,PROD01214,SELL00153,1,39.6,47.72
ORD0006858,2,PROD01946,SELL00163,1,49.14,14.85
ORD0006858,3,PROD01804,SELL00121,1,57.33,61.14
ORD0006859,1,PROD00356,SELL00282,1,48.17,14.39
ORD0006860,1,PROD00851,SELL00239,1,94.63,70.03
ORD0006861,1,PROD01415,SELL00149,1,282.11,76.65
ORD0006862,1,PROD00258,SELL00204,1,13.88,32.61
ORD0006862,2,PROD00167,SELL00041,1,89.99,27.18
ORD0006863,1,PROD00946,SELL00309,1,29.56,43.96
ORD0006864,1,PROD00153,SELL00132,1,113.02,18.97
ORD0006864,2,PROD00118,SELL00381,1,368.82,61.39
ORD0006864,3,PROD00143,SELL00286,1,144.06,22.17
ORD0006865,1,PROD01626,SELL00101,1,112.45,75.29
ORD0006866,1,PROD01698,SELL00218,1,28.59,65.14
ORD0006866,2,PROD00892,SELL00297,1,45.75,48.46
ORD0006867,1,PROD00415,SELL00276,1,44.8,58.62
ORD0006868,1,PROD00299,SELL00125,1,67.04,10.76
ORD0006869,1,PROD00033,SELL00082,1,47.75,75.9
ORD0006870,1,PROD01729,SELL00158,1,23.06,26.43
ORD0006870,2,PROD01282,SELL00292,1,44.81,37.82
ORD0006871,1,PROD01597,SELL00086,1,291.67,63.36
ORD0006872,1,PROD00611,SELL00278,1,38.28,41.27
ORD0006873,1,PROD01918,SELL00025,1,192.0,78.1
ORD0006874,1,PROD01099,SELL00005,1,156.91,18.02
ORD0006874,2,PROD01779,SELL00080,1,370.95,73.73
ORD0006875,1,PROD01478,SELL00010,1,309.22,64.48
ORD0006875,2,PROD01049,SELL00057,1,77.53,70.99
ORD0006875,3,PROD01600,SELL00397,1,152.53,64.0
ORD0006876,1,PROD00573,SELL00317,1,135.66,52.74
ORD0006877,1,PROD00896,SELL00120,1,25.36,46.32
ORD0006878,1,PROD00330,SELL00365,1,37.42,30.69
ORD0006878,2,PROD00971,SELL00310,1,212.01,40.17
ORD0006879,1,PROD00572,SELL00263,1,109.28,50.45
ORD0006880,1,PROD00316,SELL00020,1,304.34,75.87
ORD0006881,1,PROD00013,SELL00256,1,113.68,76.31
ORD0006882,1,PROD01451,SELL00353,1,52.96,58.26
ORD0006883,1,PROD00863,SELL00170,1,128.63,78.64
ORD0006884,1,PROD01245,SELL00106,1,80.33,52.4
ORD0006885,1,PROD01663,SELL00045,1,66.41,22.53
ORD0006885,2,PROD01897,SELL00345,1,105.53,43.41
ORD0006886,1,PROD00507,SELL00151,1,29.37,25.17
ORD0006886,2,PROD00519,SELL00361,1,82.48,78.79
ORD0006886,3,PROD01153,SELL00016,1,293.55,18.37
ORD0006887,1,PROD01344,SELL00379,1,165.29,77.03
ORD0006888,1,PROD01571,SELL00384,1,106.2,66.85
ORD0006889,1,PROD00923,SELL00005,1,86.69,62.92
ORD0006890,1,PROD00310,SELL00193,1,129.44,12.88
ORD0006890,2,PROD01741,SELL00222,1,406.38,72.97
ORD0006890,3,PROD01896,SELL00248,1,112.88,60.61
ORD0006890,4,PROD00151,SELL00369,1,131.41,34.96
ORD0006891,1,PROD00812,SELL00086,1,175.18,49.44
ORD0006891,2,PROD01344,SELL00133,1,170.55,47.98
ORD0006892,1,PROD01893,SELL00225,1,377.82,37.23
ORD0006893,1,PROD00604,SELL00184,1,157.86,16.11
ORD0006893,2,PROD01860,SELL00043,1,210.93,49.18
ORD0006894,1,PROD01910,SELL00154,1,93.51,15.94
ORD0006895,1,PROD01052,SELL00033,1,78.47,28.0
ORD0006896,1,PROD00970,SELL00148,1,21.73,65.96
ORD0006897,1,PROD00261,SELL00152,1,50.03,5.97
ORD0006898,1,PROD01588,SELL00072,1,31.42,65.7
ORD0006899,1,PROD00919,SELL00030,1,73.51,14.64
ORD0006899,2,PROD01823,SELL00104,1,244.18,45.88
ORD0006900,1,PROD00370,SELL00339,1,14.95,77.44
ORD0006901,1,PROD00745,SELL00033,1,32.38,40.38
ORD0006901,2,PROD00577,SELL00319,1,131.48,12.85
ORD0006902,1,PROD01486,SELL00339,1,16.98,12.42
ORD0006903,1,PROD00375,SELL00132,1,48.34,31.38
ORD0006904,1,PROD01974,SELL00102,1,91.26,19.44
ORD0006905,1,PROD01990,SELL00323,1,184.05,69.99
ORD0006906,1,PROD00506,SELL00166,1,56.78,12.31
ORD0006907,1,PROD01143,SELL00097,1,75.23,8.93
ORD0006908,1,PROD01956,SELL00271,1,39.19,25.39
ORD0006909,1,PROD01892,SELL00091,1,44.7,27.9
ORD0006910,1,PROD01941,SELL00090,1,228.88,32.1
ORD0006911,1,PROD01798,SELL00108,1,22.7,60.4
ORD0006911,2,PROD01292,SELL00119,1,16.37,67.06
ORD0006911,3,PROD01488,SELL00223,1,53.43,77.35
ORD0006912,1,PROD01072,SELL00305,1,53.57,38.82
ORD0006913,1,PROD00037,SELL00283,1,115.17,6.74
ORD0006914,1,PROD00149,SELL00317,1,91.02,45.43
ORD0006914,2,PROD00216,SELL00375,1,59.32,9.08
ORD0006914,3,PROD01849,SELL00076,1,60.2,28.58
ORD0006915,1,PROD01958,SELL00094,1,108.83,62.6
ORD0006916,1,PROD00852,SELL00306,1,64.67,34.08
ORD0006917,1,PROD01120,SELL00243,1,217.08,44.05
ORD0006917,2,PROD01687,SELL00330,1,87.86,76.56
ORD0006917,3,PROD01394,SELL00330,1,124.39,41.13
ORD0006917,4,PROD01549,SELL00398,1,177.32,78.2
ORD0006918,1,PROD01669,SELL00070,1,75.86,25.49
ORD0006919,1,PROD01096,SELL00045,1,76.62,37.56
ORD0006920,1,PROD01456,SELL00113,1,74.38,6.79
ORD0006921,1,PROD01329,SELL00338,1,92.79,37.92
ORD0006921,2,PROD01876,SELL00045,1,41.9,28.06
ORD0006922,1,PROD01529,SELL00073,1,34.38,14.16
ORD0006922,2,PROD01901,SELL00254,1,56.75,60.01
ORD0006923,1,PROD00380,SELL00074,1,126.87,73.11
ORD0006923,2,PROD01963,SELL00037,1,135.5,77.55
ORD0006924,1,PROD01686,SELL00289,1,42.64,53.25
ORD0006925,1,PROD00106,SELL00189,1,37.35,60.41
ORD0006926,1,PROD01900,SELL00357,1,296.32,33.97
ORD0006927,1,PROD00533,SELL00392,1,34.91,71.49
ORD0006928,1,PROD00054,SELL00201,1,63.46,66.31
ORD0006929,1,PROD01058,SELL00344,1,269.59,15.26
ORD0006929,2,PROD00672,SELL00133,1,36.93,16.8
ORD0006929,3,PROD01374,SELL00249,1,33.87,70.11
ORD0006930,1,PROD00131,SELL00285,1,83.77,25.49
ORD0006931,1,PROD00152,SELL00178,1,77.8,36.24
ORD0006932,1,PROD01097,SELL00201,1,167.48,74.3
ORD0006932,2,PROD00236,SELL00343,1,58.49,44.76
ORD0006932,3,PROD01976,SELL00228,1,43.03,62.65
ORD0006933,1,PROD01134,SELL00111,1,25.73,37.09
ORD0006934,1,PROD01003,SELL00354,1,222.1,16.52
ORD0006935,1,PROD01598,SELL00137,1,102.6,48.16
ORD0006936,1,PROD01959,SELL00293,1,109.91,78.22
ORD0006936,2,PROD01397,SELL00329,1,192.22,68.71
ORD0006936,3,PROD01926,SELL00144,1,85.74,77.21
ORD0006936,4,PROD01285,SELL00036,1,138.1,72.44
ORD0006937,1,PROD00219,SELL00001,1,42.5,71.16
ORD0006937,2,PROD00130,SELL00385,1,222.22,53.78
ORD0006938,1,PROD01567,SELL00204,1,240.92,23.56
ORD0006939,1,PROD01360,SELL00176,1,222.4,71.78
ORD0006939,2,PROD01831,SELL00254,1,72.37,45.46
ORD0006939,3,PROD00917,SELL00324,1,98.49,56.99
ORD0006940,1,PROD00936,SELL00340,1,73.17,70.84
ORD0006941,1,PROD01634,SELL00218,1,57.79,69.01
ORD0006942,1,PROD01129,SELL00377,1,133.58,9.73
ORD0006942,2,PROD00903,SELL00355,1,97.53,49.42
ORD0006943,1,PROD01884,SELL00359,1,227.44,40.18
ORD0006943,2,PROD01360,SELL00248,1,226.84,7.72
ORD0006944,1,PROD01519,SELL00284,1,219.82,52.59
ORD0006944,2,PROD00288,SELL00106,1,38.69,65.06
ORD0006945,1,PROD00665,SELL00145,1,38.59,19.12
ORD0006945,2,PROD00918,SELL00029,1,73.91,76.02
ORD0006946,1,PROD00879,SELL00267,1,14.07,72.21
ORD0006947,1,PROD01598,SELL00114,1,105.65,53.5
ORD0006948,1,PROD00016,SELL00138,1,189.66,8.76
ORD0006948,2,PROD01759,SELL00289,1,231.84,15.72
ORD0006949,1,PROD00771,SELL00136,1,47.98,33.73
ORD0006950,1,PROD00396,SELL00395,1,98.86,61.85
ORD0006951,1,PROD01106,SELL00124,1,137.81,78.27
ORD0006951,2,PROD00420,SELL00345,1,60.13,56.22
ORD0006952,1,PROD01263,SELL00333,1,65.25,21.3
ORD0006953,1,PROD00666,SELL00138,1,79.19,71.17
ORD0006954,1,PROD00147,SELL00388,1,199.06,42.16
ORD0006954,2,PROD01433,SELL00259,1,160.34,35.06
ORD0006955,1,PROD00885,SELL00015,1,68.31,32.3
ORD0006955,2,PROD01581,SELL00040,1,62.23,5.14
ORD0006956,1,PROD00671,SELL00069,1,142.69,29.24
ORD0006956,2,PROD00126,SELL00027,1,310.87,6.96
ORD0006956,3,PROD01686,SELL00291,1,45.7,37.47
ORD0006956,4,PROD00175,SELL00270,1,60.22,8.09
ORD0006957,1,PROD00711,SELL00318,1,54.58,21.87
ORD0006957,2,PROD00927,SELL00112,1,81.11,64.94
ORD0006958,1,PROD01026,SELL00390,1,82.48,56.09
ORD0006959,1,PROD00489,SELL00143,1,86.04,44.96
ORD0006960,1,PROD00192,SELL00173,1,216.07,71.45
ORD0006961,1,PROD01489,SELL00048,1,34.84,11.67
ORD0006962,1,PROD00812,SELL00036,1,157.28,52.57
ORD0006963,1,PROD00298,SELL00380,1,158.44,41.77
ORD0006963,2,PROD01385,SELL00052,1,34.09,15.82
ORD0006964,1,PROD00251,SELL00218,1,90.8,66.65
ORD0006965,1,PROD00357,SELL00317,1,64.03,49.96
ORD0006966,1,PROD00445,SELL00058,1,22.66,26.05
ORD0006967,1,PROD01473,SELL00391,1,66.1,10.6
ORD0006967,2,PROD01151,SELL00356,1,87.0,31.67
ORD0006968,1,PROD01580,SELL00080,1,365.41,66.32
ORD0006969,1,PROD01913,SELL00172,1,19.0,25.15
ORD0006969,2,PROD01041,SELL00152,1,14.89,24.01
ORD0006970,1,PROD00552,SELL00168,1,14.51,77.9
ORD0006970,2,PROD00798,SELL00084,1,103.52,67.91
ORD0006970,3,PROD00888,SELL00105,1,54.34,72.05
ORD0006970,4,PROD01745,SELL00322,1,111.73,58.17
ORD0006971,1,PROD00811,SELL00212,1,183.44,73.0
ORD0006972,1,PROD01305,SELL00321,1,34.85,28.87
ORD0006973,1,PROD00984,SELL00123,1,196.75,46.49
ORD0006974,1,PROD01911,SELL00243,1,113.91,74.79
ORD0006974,2,PROD01565,SELL00215,1,203.57,49.78
ORD0006974,3,PROD00080,SELL00284,1,45.61,39.42
ORD0006975,1,PROD00002,SELL00267,1,119.91,16.89
ORD0006975,2,PROD01879,SELL00395,1,156.67,56.94
ORD0006976,1,PROD00838,SELL00265,1,536.01,32.05
ORD0006976,2,PROD01094,SELL00211,1,206.64,7.84
ORD0006977,1,PROD01092,SELL00282,1,61.02,56.01
ORD0006977,2,PROD00171,SELL00335,1,48.24,78.37
ORD0006978,1,PROD01453,SELL00027,1,43.52,42.03
ORD0006978,2,PROD00373,SELL00025,1,124.08,75.82
ORD0006979,1,PROD01851,SELL00392,1,61.67,45.13
ORD0006979,2,PROD01972,SELL00381,1,101.37,43.34
ORD0006980,1,PROD01600,SELL00363,1,145.78,30.46
ORD0006980,2,PROD00148,SELL00019,1,93.36,58.35
ORD0006980,3,PROD01098,SELL00366,1,46.14,21.27
ORD0006981,1,PROD00146,SELL00272,1,383.67,43.47
ORD0006982,1,PROD01688,SELL00190,1,205.3,54.13
ORD0006983,1,PROD01854,SELL00271,1,81.57,71.97
ORD0006983,2,PROD00439,SELL00169,1,68.07,77.75
ORD0006984,1,PROD00919,SELL00114,1,72.57,5.36
ORD0006984,2,PROD01371,SELL00357,1,65.21,38.57
ORD0006984,3,PROD00906,SELL00250,1,21.69,77.37
ORD0006984,4,PROD00226,SELL00025,1,55.34,44.91
ORD0006985,1,PROD01923,SELL00300,1,140.93,50.42
ORD0006986,1,PROD00531,SELL00068,1,44.62,52.35
ORD0006987,1,PROD00678,SELL00106,1,40.35,22.53
ORD0006988,1,PROD00951,SELL00104,1,101.71,30.01
ORD0006989,1,PROD01844,SELL00053,1,129.51,76.37
ORD0006989,2,PROD00713,SELL00063,1,41.75,16.84
ORD0006990,1,PROD00638,SELL00399,1,32.96,67.47
ORD0006991,1,PROD01575,SELL00195,1,63.83,55.7
ORD0006992,1,PROD01805,SELL00171,1,49.96,6.15
ORD0006993,1,PROD00446,SELL00184,1,93.72,30.13
ORD0006994,1,PROD00496,SELL00177,1,247.19,30.84
ORD0006995,1,PROD01655,SELL00116,1,192.13,27.75
ORD0006995,2,PROD01723,SELL00137,1,592.23,42.47
ORD0006996,1,PROD00756,SELL00128,1,61.5,9.67
ORD0006996,2,PROD01331,SELL00366,1,140.23,27.0
ORD0006996,3,PROD00667,SELL00103,1,33.69,40.0
ORD0006997,1,PROD00310,SELL00211,1,140.86,11.35
ORD0006998,1,PROD01367,SELL00190,1,140.42,8.39
ORD0006999,1,PROD00255,SELL00254,1,233.42,28.1
ORD0007000,1,PROD01126,SELL00191,1,156.54,41.21
ORD0007001,1,PROD01802,SELL00281,1,76.5,47.92
ORD0007002,1,PROD01728,SELL00357,1,286.81,64.03
ORD0007003,1,PROD01669,SELL00374,1,84.15,69.79
ORD0007003,2,PROD01400,SELL00062,1,41.24,22.56
ORD0007003,3,PROD01642,SELL00294,1,40.98,57.55
ORD0007003,4,PROD01340,SELL00387,1,26.41,60.06
ORD0007004,1,PROD01069,SELL00184,1,22.22,60.85
ORD0007005,1,PROD01657,SELL00146,1,29.99,55.31
ORD0007006,1,PROD00658,SELL00380,1,167.38,72.25
ORD0007007,1,PROD00554,SELL00283,1,169.86,41.0
ORD0007007,2,PROD01635,SELL00243,1,64.18,20.13
ORD0007008,1,PROD01901,SELL00398,1,47.32,57.29
ORD0007008,2,PROD00285,SELL00186,1,220.88,15.8
ORD0007009,1,PROD01771,SELL00327,1,83.84,38.08
ORD0007010,1,PROD01384,SELL00119,1,17.61,5.16
ORD0007011,1,PROD01036,SELL00087,1,41.57,48.42
ORD0007011,2,PROD00426,SELL00192,1,62.09,28.45
ORD0007011,3,PROD01439,SELL00119,1,165.8,17.8
ORD0007012,1,PROD00289,SELL00325,1,44.27,75.61
ORD0007013,1,PROD01344,SELL00339,1,171.7,25.08
ORD0007014,1,PROD01414,SELL00152,1,65.88,56.54
ORD0007014,2,PROD00532,SELL00357,1,55.84,62.11
ORD0007015,1,PROD00148,SELL00389,1,98.0,54.98
ORD0007016,1,PROD00891,SELL00220,1,206.4,59.7
ORD0007017,1,PROD01920,SELL00340,1,24.63,56.26
ORD0007017,2,PROD01133,SELL00366,1,142.49,5.9
ORD0007017,3,PROD00894,SELL00035,1,127.55,5.62
ORD0007018,1,PROD01145,SELL00113,1,792.52,59.86
ORD0007019,1,PROD00398,SELL00225,1,164.89,48.17
ORD0007019,2,PROD01101,SELL00284,1,210.26,79.2
ORD0007020,1,PROD00755,SELL00353,1,466.3,50.67
ORD0007021,1,PROD01378,SELL00085,1,300.53,48.76
ORD0007022,1,PROD00706,SELL00037,1,25.99,72.83
ORD0007022,2,PROD01953,SELL00259,1,41.74,49.45
ORD0007023,1,PROD00858,SELL00181,1,139.32,9.23
ORD0007024,1,PROD00852,SELL00275,1,52.79,7.91
ORD0007025,1,PROD00930,SELL00148,1,260.57,37.45
ORD0007026,1,PROD00560,SELL00196,1,255.79,50.92
ORD0007027,1,PROD00919,SELL00271,1,75.32,76.15
ORD0007028,1,PROD01356,SELL00382,1,213.32,46.81
ORD0007028,2,PROD00158,SELL00289,1,208.4,72.37
ORD0007029,1,PROD01815,SELL00060,1,58.34,77.17
ORD0007030,1,PROD01788,SELL00055,1,35.6,74.17
ORD0007031,1,PROD00370,SELL00199,1,15.02,5.37
ORD0007032,1,PROD01104,SELL00247,1,94.74,9.65
ORD0007032,2,PROD00532,SELL00188,1,57.93,5.63
ORD0007033,1,PROD00970,SELL00169,1,22.83,79.15
ORD0007033,2,PROD00652,SELL00092,1,135.69,33.45
ORD0007034,1,PROD00106,SELL00235,1,42.87,66.88
ORD0007035,1,PROD01552,SELL00270,1,87.08,57.01
ORD0007035,2,PROD00518,SELL00363,1,194.81,8.33
ORD0007036,1,PROD01338,SELL00081,1,95.67,65.85
ORD0007037,1,PROD00194,SELL00387,1,66.75,64.91
ORD0007037,2,PROD01714,SELL00186,1,133.79,47.71
ORD0007037,3,PROD01854,SELL00097,1,89.53,75.93
ORD0007038,1,PROD00218,SELL00327,1,241.81,50.47
ORD0007039,1,PROD01302,SELL00192,1,39.35,63.82
ORD0007040,1,PROD01082,SELL00304,1,66.4,60.1
ORD0007041,1,PROD00552,SELL00069,1,16.14,75.06
ORD0007042,1,PROD01576,SELL00177,1,71.11,38.77
ORD0007043,1,PROD00805,SELL00020,1,201.59,17.84
ORD0007044,1,PROD01590,SELL00309,1,142.75,54.9
ORD0007045,1,PROD01046,SELL00257,1,45.08,52.0
ORD0007046,1,PROD01087,SELL00049,1,75.73,27.15
ORD0007046,2,PROD01966,SELL00010,1,124.98,45.42
ORD0007047,1,PROD00910,SELL00282,1,159.04,55.49
ORD0007048,1,PROD00434,SELL00140,1,48.62,5.88
ORD0007049,1,PROD00825,SELL00103,1,36.69,26.52
ORD0007049,2,PROD00131,SELL00189,1,88.25,18.46
ORD0007049,3,PROD01687,SELL00281,1,95.9,53.28
ORD0007050,1,PROD01782,SELL00086,1,100.36,45.13
ORD0007050,2,PROD01767,SELL00202,1,149.01,39.14
ORD0007050,3,PROD01334,SELL00096,1,119.78,60.6
ORD0007051,1,PROD01038,SELL00120,1,65.75,58.09
ORD0007052,1,PROD01422,SELL00249,1,186.45,69.12
ORD0007053,1,PROD01973,SELL00034,1,37.79,50.77
ORD0007054,1,PROD01708,SELL00314,1,229.19,41.65
ORD0007055,1,PROD00451,SELL00360,1,68.49,44.44
ORD0007056,1,PROD01501,SELL00356,1,127.99,34.08
ORD0007056,2,PROD01653,SELL00107,1,38.46,55.76
ORD0007057,1,PROD01183,SELL00305,1,174.32,23.53
ORD0007058,1,PROD00409,SELL00230,1,46.99,69.48
ORD0007059,1,PROD01734,SELL00271,1,50.16,40.79
ORD0007060,1,PROD01379,SELL00381,1,34.57,10.61
ORD0007060,2,PROD01907,SELL00138,1,111.91,28.14
ORD0007060,3,PROD01898,SELL00231,1,175.39,70.43
ORD0007061,1,PROD00580,SELL00146,1,185.15,63.31
ORD0007062,1,PROD01163,SELL00288,1,386.91,46.54
ORD0007062,2,PROD00003,SELL00080,1,212.67,30.66
ORD0007063,1,PROD00619,SELL00298,1,59.78,77.73
ORD0007064,1,PROD01684,SELL00008,1,214.83,75.92
ORD0007064,2,PROD01411,SELL00069,1,54.32,43.9
ORD0007065,1,PROD00544,SELL00386,1,170.93,31.99
ORD0007066,1,PROD00506,SELL00053,1,62.88,53.84
ORD0007066,2,PROD01617,SELL00275,1,86.94,33.07
ORD0007067,1,PROD00702,SELL00273,1,83.3,72.04
ORD0007068,1,PROD01545,SELL00320,1,58.94,30.04
ORD0007068,2,PROD01752,SELL00202,1,346.31,42.0
ORD0007069,1,PROD01559,SELL00148,1,231.76,19.55
ORD0007070,1,PROD01947,SELL00054,1,72.71,41.91
ORD0007071,1,PROD01141,SELL00201,1,87.39,75.59
ORD0007071,2,PROD01930,SELL00027,1,242.3,79.36
ORD0007072,1,PROD00326,SELL00354,1,504.05,45.62
ORD0007073,1,PROD01368,SELL00179,1,289.2,62.28
ORD0007073,2,PROD00768,SELL00260,1,108.63,47.23
ORD0007074,1,PROD01410,SELL00044,1,22.0,55.58
ORD0007075,1,PROD01365,SELL00310,1,198.32,42.2
ORD0007076,1,PROD01253,SELL00312,1,144.68,22.57
ORD0007077,1,PROD01341,SELL00399,1,71.74,45.83
ORD0007077,2,PROD01776,SELL00009,1,62.73,33.48
ORD0007078,1,PROD00692,SELL00374,1,144.73,75.69
ORD0007079,1,PROD00331,SELL00154,1,33.33,35.37
ORD0007079,2,PROD00893,SELL00107,1,793.93,40.97
ORD0007080,1,PROD00748,SELL00199,1,88.36,64.24
ORD0007081,1,PROD00546,SELL00075,1,36.86,37.12
ORD0007081,2,PROD00554,SELL00059,1,173.97,71.02
ORD0007082,1,PROD01164,SELL00015,1,89.76,14.18
ORD0007083,1,PROD00461,SELL00364,1,183.2,24.86
ORD0007083,2,PROD01243,SELL00079,1,125.44,12.97
ORD0007084,1,PROD00069,SELL00195,1,56.6,75.24
ORD0007085,1,PROD00066,SELL00359,1,79.59,12.65
ORD0007086,1,PROD01809,SELL00044,1,245.26,17.07
ORD0007087,1,PROD00682,SELL00370,1,60.07,6.74
ORD0007087,2,PROD01440,SELL00257,1,67.98,66.74
ORD0007088,1,PROD00231,SELL00207,1,113.32,34.25
ORD0007089,1,PROD00689,SELL00173,1,83.47,19.75
ORD0007090,1,PROD01125,SELL00185,1,101.86,12.08
ORD0007091,1,PROD00165,SELL00145,1,79.41,22.24
ORD0007092,1,PROD00319,SELL00249,1,348.14,25.44
ORD0007092,2,PROD01637,SELL00206,1,255.82,54.89
ORD0007092,3,PROD01507,SELL00217,1,126.6,17.87
ORD0007093,1,PROD01727,SELL00214,1,172.06,5.43
ORD0007093,2,PROD01034,SELL00243,1,217.14,46.48
ORD0007094,1,PROD00259,SELL00049,1,35.37,43.21
ORD0007094,2,PROD01174,SELL00190,1,130.67,54.0
ORD0007094,3,PROD01095,SELL00393,1,81.9,64.49
ORD0007095,1,PROD01003,SELL00328,1,242.27,13.6
ORD0007095,2,PROD01088,SELL00243,1,87.85,49.7
ORD0007095,3,PROD01084,SELL00262,1,21.64,79.05
ORD0007095,4,PROD01325,SELL00092,1,280.4,19.31
ORD0007096,1,PROD00035,SELL00171,1,61.23,78.75
ORD0007096,2,PROD01034,SELL00049,1,238.77,27.44
ORD0007096,3,PROD00936,SELL00297,1,72.61,53.6
ORD0007097,1,PROD00237,SELL00185,1,125.8,45.47
ORD0007097,2,PROD01054,SELL00139,1,144.59,47.65
ORD0007097,3,PROD01583,SELL00068,1,90.25,44.56
ORD0007098,1,PROD00349,SELL00301,1,30.55,19.82
ORD0007098,2,PROD00806,SELL00082,1,180.06,28.98
ORD0007099,1,PROD01746,SELL00090,1,59.32,33.73
ORD0007100,1,PROD01412,SELL00169,1,56.78,35.28
ORD0007100,2,PROD00754,SELL00152,1,40.18,55.67
ORD0007101,1,PROD00689,SELL00266,1,101.93,7.94
ORD0007101,2,PROD00025,SELL00329,1,147.46,70.04
ORD0007102,1,PROD01335,SELL00060,1,34.69,11.18
ORD0007102,2,PROD01901,SELL00339,1,51.1,19.71
ORD0007102,3,PROD01534,SELL00318,1,29.92,20.11
ORD0007102,4,PROD01155,SELL00238,1,316.63,23.4
ORD0007103,1,PROD01419,SELL00027,1,37.25,27.49
ORD0007104,1,PROD00855,SELL00311,1,92.74,72.94
ORD0007105,1,PROD00217,SELL00272,1,115.34,41.86
ORD0007106,1,PROD00364,SELL00007,1,304.62,16.55
ORD0007107,1,PROD01811,SELL00122,1,92.45,18.56
ORD0007108,1,PROD00906,SELL00121,1,19.67,62.18
ORD0007109,1,PROD00363,SELL00285,1,79.56,29.58
ORD0007110,1,PROD00117,SELL00172,1,99.31,19.09
ORD0007110,2,PROD00873,SELL00011,1,42.09,67.31
ORD0007110,3,PROD01002,SELL00146,1,207.03,58.04
ORD0007111,1,PROD01588,SELL00122,1,34.81,59.59
ORD0007112,1,PROD00262,SELL00274,1,208.29,10.01
ORD0007113,1,PROD01373,SELL00056,1,48.84,79.21
ORD0007114,1,PROD01359,SELL00369,1,82.49,23.46
ORD0007114,2,PROD01489,SELL00371,1,31.95,77.3
ORD0007115,1,PROD01961,SELL00062,1,59.71,42.76
ORD0007116,1,PROD01488,SELL00231,1,55.29,46.47
ORD0007117,1,PROD01190,SELL00177,1,131.7,68.8
ORD0007118,1,PROD00400,SELL00084,1,42.97,28.91
ORD0007119,1,PROD00804,SELL00308,1,30.33,38.28
ORD0007120,1,PROD00112,SELL00088,1,98.56,58.71
ORD0007121,1,PROD01758,SELL00261,1,129.18,41.22
ORD0007121,2,PROD01103,SELL00248,1,56.22,42.88
ORD0007121,3,PROD01207,SELL00078,1,43.86,72.78
ORD0007121,4,PROD01074,SELL00358,1,56.19,59.7
ORD0007122,1,PROD01200,SELL00202,1,150.72,46.77
ORD0007122,2,PROD01430,SELL00008,1,37.76,11.65
ORD0007122,3,PROD01342,SELL00332,1,149.76,48.08
ORD0007123,1,PROD00306,SELL00185,1,229.64,52.18
ORD0007123,2,PROD00869,SELL00143,1,64.03,6.46
ORD0007123,3,PROD01728,SELL00038,1,296.58,41.4
ORD0007123,4,PROD00682,SELL00266,1,61.85,47.25
ORD0007124,1,PROD00310,SELL00027,1,125.28,50.59
ORD0007124,2,PROD01714,SELL00176,1,153.63,77.48
ORD0007124,3,PROD01559,SELL00310,1,213.6,12.66
ORD0007125,1,PROD00343,SELL00361,1,49.37,61.95
ORD0007126,1,PROD01262,SELL00249,1,271.47,12.71
ORD0007127,1,PROD00596,SELL00390,1,59.88,51.22
ORD0007128,1,PROD00355,SELL00037,1,234.37,39.2
ORD0007129,1,PROD01614,SELL00122,1,25.96,7.45
ORD0007130,1,PROD01795,SELL00045,1,96.8,54.73
ORD0007131,1,PROD00681,SELL00285,1,31.98,63.54
ORD0007132,1,PROD00370,SELL00067,1,15.19,77.64
ORD0007132,2,PROD00558,SELL00393,1,34.99,48.78
ORD0007132,3,PROD01246,SELL00111,1,58.7,29.54
ORD0007133,1,PROD00625,SELL00346,1,48.75,46.96
ORD0007134,1,PROD00921,SELL00363,1,30.49,52.24
ORD0007135,1,PROD01962,SELL00153,1,237.77,15.28
