product_id,product_category_name,base_price,weight_g,length_cm,height_cm,width_cm
PROD00440,cool_stuff,39.47,100.0,68.9,62.8,61.2
PROD00441,computers_accessories,71.61,244.0,96.1,43.8,65.2
PROD00442,watches_gifts,62.77,1315.0,82.0,50.4,33.1
PROD00443,furniture_decor,171.16,338.0,79.1,61.5,16.7
PROD00444,health_beauty,58.59,462.0,55.0,12.6,17.4
PROD00445,bed_bath_table,24.14,261.0,83.9,77.3,78.9
PROD00446,furniture_decor,93.88,528.0,47.1,68.5,59.4
PROD00447,housewares,48.39,363.0,84.4,34.2,38.8
PROD00448,health_beauty,32.34,516.0,78.2,59.6,24.3
PROD00449,electronics,82.94,430.0,71.1,62.2,6.4
PROD00450,sports_leisure,73.28,959.0,39.7,68.8,55.3
PROD00451,housewares,68.29,446.0,66.8,19.1,76.8
PROD00452,housewares,100.32,245.0,55.6,57.8,13.0
PROD00453,watches_gifts,51.26,275.0,51.5,7.5,61.6
PROD00454,garden_tools,89.37,131.0,99.1,13.7,16.5
PROD00455,electronics,50.82,435.0,55.4,63.2,64.4
PROD00456,sports_leisure,157.24,388.0,12.9,66.0,32.8
PROD00457,health_beauty,79.92,1000.0,66.4,49.4,58.4
PROD00458,watches_gifts,330.24,200.0,75.5,48.6,74.5
PROD00459,electronics,54.82,265.0,89.7,61.2,51.5
PROD00460,cool_stuff,108.39,267.0,66.9,73.0,74.1
PROD00461,sports_leisure,201.09,346.0,11.8,36.6,22.6
PROD00462,furniture_decor,125.08,189.0,20.8,13.6,78.4
PROD00463,computers_accessories,91.14,341.0,24.5,67.9,70.5
PROD00464,electronics,106.57,408.0,29.0,30.6,13.1
PROD00465,health_beauty,122.24,415.0,82.0,15.0,36.0
PROD00466,electronics,103.37,866.0,37.9,51.1,74.5
PROD00467,watches_gifts,80.5,396.0,38.1,48.4,10.9
PROD00468,computers_accessories,146.89,391.0,78.0,40.6,39.0
PROD00469,health_beauty,76.11,802.0,47.1,69.5,59.3
PROD00470,cool_stuff,37.05,403.0,15.8,25.4,7.5
PROD00471,housewares,422.74,195.0,62.7,6.0,61.5
PROD00472,computers_accessories,164.34,211.0,21.7,29.3,32.1
PROD00473,computers_accessories,39.28,213.0,61.4,5.7,23.7
PROD00474,bed_bath_table,66.99,194.0,80.2,45.8,48.2
PROD00475,health_beauty,51.64,1338.0,93.7,33.4,45.8
PROD00476,sports_leisure,54.68,212.0,16.0,66.0,70.5
PROD00477,garden_tools,162.99,393.0,37.4,64.8,55.7
PROD00478,furniture_decor,62.47,417.0,68.7,37.6,36.6
PROD00479,electronics,377.24,363.0,38.4,21.2,53.8
PROD00480,toys,19.82,253.0,50.6,36.7,61.3
PROD00481,watches_gifts,79.54,530.0,11.8,53.1,75.3
PROD00482,computers_accessories,28.07,162.0,72.4,19.3,57.8
PROD00483,auto,105.85,213.0,89.5,63.0,45.8
PROD00484,electronics,116.51,791.0,97.9,29.8,33.0
PROD00485,computers_accessories,167.2,209.0,84.7,74.9,71.9
PROD00486,housewares,30.52,879.0,12.9,43.4,64.4
PROD00487,electronics,115.02,925.0,68.7,68.5,10.8
PROD00488,health_beauty,40.5,936.0,54.6,51.2,57.5
PROD00489,housewares,87.94,669.0,94.4,46.6,45.4
PROD00490,garden_tools,57.19,176.0,91.2,56.2,12.8
PROD00491,furniture_decor,29.62,160.0,98.9,65.9,47.4
PROD00492,bed_bath_table,145.16,206.0,87.6,53.3,19.4
PROD00493,health_beauty,66.23,228.0,59.2,64.8,58.1
PROD00494,housewares,161.75,185.0,74.3,19.3,25.9
PROD00495,cool_stuff,171.26,268.0,96.8,25.8,16.3
PROD00496,bed_bath_table,232.54,640.0,62.0,22.2,11.1
PROD00497,toys,54.3,596.0,85.6,64.9,41.8
PROD00498,toys,38.74,482.0,94.8,11.5,20.0
PROD00499,health_beauty,212.84,355.0,61.3,64.7,69.1
PROD00500,furniture_decor,88.43,387.0,24.3,34.2,5.2
PROD00501,auto,239.63,483.0,24.0,11.0,68.3
PROD00502,computers_accessories,31.62,304.0,20.4,36.8,44.1
PROD00503,sports_leisure,141.31,725.0,52.9,27.5,74.2
PROD00504,furniture_decor,84.31,183.0,53.2,49.4,20.3
PROD00505,furniture_decor,78.79,253.0,65.6,40.4,12.7
PROD00506,auto,62.97,232.0,53.5,27.3,51.9
PROD00507,housewares,33.5,531.0,97.6,69.7,58.0
PROD00508,bed_bath_table,138.52,196.0,36.2,35.5,32.9
PROD00509,cool_stuff,59.52,233.0,88.6,40.3,6.0
PROD00510,health_beauty,96.46,520.0,19.0,68.5,35.5
PROD00511,sports_leisure,382.2,240.0,64.2,11.7,22.5
PROD00512,bed_bath_table,53.01,667.0,68.3,34.2,31.1
PROD00513,computers_accessories,64.19,658.0,79.5,35.2,43.0
PROD00514,sports_leisure,71.5,292.0,55.3,42.2,57.7
PROD00515,toys,59.42,436.0,27.8,13.0,77.2
PROD00516,furniture_decor,60.91,1388.0,43.2,12.7,15.8
PROD00517,computers_accessories,142.33,681.0,34.5,36.2,56.0
PROD00518,garden_tools,234.79,543.0,47.7,7.5,22.5
PROD00519,toys,90.37,1024.0,57.7,24.1,21.6
PROD00520,computers_accessories,147.21,226.0,66.3,20.1,52.5
PROD00521,housewares,70.94,857.0,86.1,41.7,63.2
PROD00522,garden_tools,69.52,499.0,91.9,5.8,78.3
PROD00523,health_beauty,59.15,967.0,51.6,55.7,62.7
PROD00524,bed_bath_table,44.18,295.0,18.0,69.2,16.8
PROD00525,computers_accessories,219.01,930.0,81.7,58.0,21.9
PROD00526,toys,54.51,142.0,52.9,66.4,62.1
PROD00527,housewares,132.8,322.0,59.2,53.2,44.5
PROD00528,housewares,41.69,475.0,63.6,43.1,27.2
PROD00529,cool_stuff,84.5,598.0,70.1,21.4,40.4
PROD00530,toys,81.4,115.0,90.1,26.0,73.6
PROD00531,electronics,41.96,191.0,95.7,28.8,61.7
PROD00532,computers_accessories,61.72,211.0,94.6,7.9,38.8
PROD00533,sports_leisure,34.64,230.0,82.9,73.5,78.5
PROD00534,watches_gifts,82.55,257.0,90.0,72.5,64.6
PROD00535,electronics,19.92,445.0,14.5,13.1,5.4
PROD00536,watches_gifts,77.77,978.0,86.4,46.8,13.4
PROD00537,toys,137.11,322.0,16.5,40.1,46.5
PROD00538,housewares,80.61,1020.0,77.2,56.3,31.2
PROD00539,bed_bath_table,46.52,425.0,25.2,50.2,65.9
PROD00540,housewares,48.45,355.0,42.4,14.3,72.2
PROD00541,auto,214.12,755.0,26.6,54.5,23.0
PROD00542,housewares,92.44,367.0,49.9,50.7,62.2
PROD00543,toys,160.08,252.0,47.1,44.8,45.2
PROD00544,computers_accessories,173.15,894.0,14.3,35.2,34.4
PROD00545,sports_leisure,57.02,394.0,84.7,76.6,64.0
PROD00546,cool_stuff,36.55,1182.0,86.9,68.7,47.4
PROD00547,furniture_decor,136.57,326.0,80.9,48.9,52.6
PROD00548,sports_leisure,41.03,181.0,86.3,5.5,9.7
PROD00549,cool_stuff,50.79,254.0,77.6,37.4,48.9
PROD00550,electronics,88.49,270.0,94.4,57.5,27.6
PROD00551,bed_bath_table,66.62,381.0,61.9,13.8,42.0
PROD00552,bed_bath_table,15.0,250.0,62.4,35.5,21.7
PROD00553,computers_accessories,30.34,190.0,87.4,19.4,51.1
PROD00554,sports_leisure,182.54,332.0,41.4,30.4,16.1
PROD00555,toys,76.32,426.0,14.5,7.0,14.2
PROD00556,watches_gifts,146.37,516.0,77.5,14.5,19.1
PROD00557,housewares,42.55,399.0,32.9,39.1,66.3
PROD00558,garden_tools,33.47,916.0,52.7,72.4,7.5
PROD00559,electronics,145.13,419.0,31.6,41.8,59.7
PROD00560,auto,229.79,109.0,84.4,39.0,9.2
PROD00561,toys,40.52,469.0,96.2,64.1,49.4
PROD00562,sports_leisure,183.87,405.0,15.0,25.1,63.0
PROD00563,electronics,37.3,627.0,31.0,12.1,22.3
PROD00564,garden_tools,21.99,206.0,27.1,20.7,19.7
PROD00565,watches_gifts,130.15,763.0,70.6,64.3,26.7
PROD00566,toys,37.94,474.0,48.6,55.8,57.5
PROD00567,health_beauty,30.93,438.0,51.1,11.9,24.1
PROD00568,garden_tools,31.47,708.0,24.1,55.0,42.6
PROD00569,toys,61.67,809.0,47.3,74.9,15.1
PROD00570,watches_gifts,20.89,763.0,37.3,8.4,39.6
PROD00571,garden_tools,131.02,100.0,65.0,51.2,51.9
PROD00572,computers_accessories,119.73,172.0,29.6,33.4,10.4
PROD00573,cool_stuff,119.64,310.0,65.3,42.6,66.2
PROD00574,electronics,214.04,198.0,44.0,44.6,75.3
PROD00575,housewares,177.09,266.0,41.2,62.8,19.5
PROD00576,cool_stuff,39.4,391.0,37.5,46.8,62.0
PROD00577,cool_stuff,139.67,304.0,70.6,49.5,28.5
PROD00578,housewares,198.14,398.0,60.6,30.0,55.8
PROD00579,housewares,156.23,912.0,86.7,14.4,28.0
PROD00580,bed_bath_table,165.88,1174.0,31.7,56.2,69.7
PROD00581,furniture_decor,72.21,505.0,13.6,5.0,31.0
PROD00582,watches_gifts,48.5,899.0,26.4,29.7,68.7
PROD00583,housewares,67.51,318.0,40.9,21.4,62.5
PROD00584,sports_leisure,46.58,277.0,26.2,34.1,19.7
PROD00585,cool_stuff,181.76,386.0,17.5,28.3,16.8
PROD00586,electronics,94.57,334.0,50.1,57.8,63.5
PROD00587,furniture_decor,157.43,605.0,70.9,24.5,34.3
PROD00588,auto,25.56,407.0,77.6,47.1,76.2
PROD00589,cool_stuff,56.99,998.0,45.9,39.2,75.7
PROD00590,furniture_decor,35.87,433.0,53.0,65.1,57.0
PROD00591,electronics,22.19,264.0,78.0,37.1,42.5
PROD00592,garden_tools,103.54,304.0,41.7,69.8,19.6
PROD00593,sports_leisure,34.76,282.0,80.6,5.0,71.2
PROD00594,toys,60.44,626.0,97.1,50.4,11.1
PROD00595,cool_stuff,37.44,379.0,89.2,5.7,32.8
PROD00596,sports_leisure,58.79,433.0,50.8,58.5,28.9
PROD00597,bed_bath_table,130.46,519.0,62.2,22.6,76.9
PROD00598,housewares,37.89,558.0,74.5,33.5,13.9
PROD00599,auto,56.66,761.0,41.4,33.5,71.8
PROD00600,housewares,124.3,494.0,81.9,68.5,39.2
PROD00601,health_beauty,140.51,227.0,49.3,12.7,8.6
PROD00602,auto,59.43,301.0,86.2,55.0,59.7
PROD00603,health_beauty,103.16,301.0,32.9,78.6,12.6
PROD00604,toys,156.64,261.0,11.0,6.7,22.8
PROD00605,auto,34.97,752.0,66.9,77.4,65.0
PROD00606,housewares,46.02,369.0,50.7,6.4,16.6
PROD00607,bed_bath_table,60.4,449.0,15.4,68.1,29.4
PROD00608,toys,116.45,493.0,53.9,77.1,32.1
PROD00609,auto,94.58,457.0,25.2,79.5,49.2
PROD00610,computers_accessories,85.77,486.0,66.7,39.4,64.2
PROD00611,bed_bath_table,35.79,1711.0,50.1,70.0,22.3
PROD00612,housewares,163.48,605.0,25.4,14.2,20.4
PROD00613,health_beauty,54.65,232.0,47.1,36.9,21.6
PROD00614,watches_gifts,65.81,488.0,30.9,28.1,33.6
PROD00615,health_beauty,95.23,430.0,68.8,34.6,45.1
PROD00616,housewares,394.81,175.0,36.6,57.6,6.0
PROD00617,furniture_decor,48.77,100.0,84.0,11.6,63.5
PROD00618,electronics,46.86,439.0,11.3,79.9,74.5
PROD00619,garden_tools,60.36,341.0,46.3,52.6,68.3
PROD00620,sports_leisure,206.18,202.0,65.5,70.5,7.8
PROD00621,housewares,91.78,292.0,12.0,67.2,44.3
PROD00622,computers_accessories,110.03,345.0,29.4,62.4,66.1
PROD00623,electronics,155.32,284.0,39.5,7.9,30.8
PROD00624,housewares,200.73,475.0,12.0,43.7,72.3
PROD00625,computers_accessories,47.66,448.0,59.2,29.6,71.5
PROD00626,health_beauty,123.75,651.0,66.8,13.5,15.6
PROD00627,furniture_decor,204.82,808.0,30.5,30.7,42.0
PROD00628,auto,96.03,594.0,58.9,53.4,6.9
PROD00629,housewares,42.3,268.0,99.9,22.3,26.1
PROD00630,garden_tools,36.17,446.0,89.8,38.3,65.9
PROD00631,toys,116.91,154.0,15.3,35.3,78.1
PROD00632,computers_accessories,32.38,303.0,21.5,8.9,73.5
PROD00633,garden_tools,42.5,100.0,54.5,52.1,8.2
PROD00634,toys,55.04,326.0,32.1,51.4,74.5
PROD00635,auto,101.94,293.0,17.3,77.5,66.7
PROD00636,sports_leisure,129.91,611.0,32.9,27.4,70.1
PROD00637,housewares,46.15,226.0,15.5,36.4,73.6
PROD00638,computers_accessories,28.87,447.0,57.7,35.3,41.6
PROD00639,health_beauty,156.49,321.0,54.1,74.0,20.8
PROD00640,toys,139.84,313.0,10.6,35.6,6.6
PROD00641,computers_accessories,118.57,254.0,53.4,38.2,6.8
PROD00642,cool_stuff,109.97,483.0,56.8,23.9,53.2
PROD00643,furniture_decor,59.27,366.0,64.5,5.1,30.3
PROD00644,sports_leisure,70.66,227.0,97.3,13.3,42.2
PROD00645,computers_accessories,86.55,437.0,98.4,57.8,14.9
PROD00646,toys,41.5,485.0,57.4,56.2,78.2
PROD00647,watches_gifts,110.69,1009.0,86.1,29.2,14.7
PROD00648,auto,89.6,285.0,17.7,40.5,38.4
PROD00649,sports_leisure,73.09,320.0,57.8,27.3,38.3
PROD00650,sports_leisure,169.02,186.0,71.1,59.8,5.6
PROD00651,watches_gifts,75.13,308.0,60.8,68.2,55.1
PROD00652,auto,138.06,214.0,30.8,72.4,45.4
PROD00653,furniture_decor,31.47,782.0,15.6,18.0,42.3
PROD00654,health_beauty,159.52,549.0,44.8,57.1,66.4
PROD00655,sports_leisure,132.07,211.0,68.3,77.2,23.1
PROD00656,furniture_decor,459.19,224.0,99.3,53.8,69.6
PROD00657,sports_leisure,293.16,290.0,31.3,31.3,69.9
PROD00658,health_beauty,172.27,879.0,92.6,52.7,67.0
PROD00659,watches_gifts,52.93,280.0,16.1,56.6,30.6
PROD00660,health_beauty,40.12,363.0,93.8,34.8,17.2
PROD00661,garden_tools,45.6,1012.0,84.9,12.8,40.6
PROD00662,housewares,122.44,518.0,11.9,50.5,24.5
PROD00663,housewares,229.38,169.0,36.8,65.2,8.9
PROD00664,watches_gifts,30.92,134.0,14.6,79.8,26.0
PROD00665,electronics,41.48,427.0,99.6,21.7,40.2
PROD00666,cool_stuff,83.66,1605.0,48.5,57.5,13.5
PROD00667,health_beauty,32.84,910.0,69.6,7.1,75.8
PROD00668,cool_stuff,58.08,506.0,31.1,77.7,54.2
PROD00669,sports_leisure,220.48,646.0,94.0,5.9,15.2
PROD00670,electronics,145.06,676.0,34.7,31.9,65.9
PROD00671,toys,158.16,151.0,33.4,10.7,74.6
PROD00672,bed_bath_table,37.05,457.0,38.3,51.6,24.7
PROD00673,furniture_decor,20.15,887.0,51.6,30.5,15.7
PROD00674,sports_leisure,57.79,1415.0,11.7,60.0,29.2
PROD00675,electronics,15.0,546.0,63.8,41.5,67.4
PROD00676,electronics,116.99,179.0,12.8,36.5,18.1
PROD00677,furniture_decor,148.1,568.0,58.5,31.1,63.5
PROD00678,watches_gifts,43.44,563.0,51.2,11.5,58.7
PROD00679,health_beauty,129.76,680.0,31.8,20.4,53.9
PROD00680,sports_leisure,129.2,515.0,39.7,52.9,37.5
PROD00681,cool_stuff,33.22,1232.0,73.5,42.3,32.5
PROD00682,housewares,59.15,452.0,10.9,10.3,11.4
PROD00683,watches_gifts,56.02,418.0,38.5,45.8,31.8
PROD00684,garden_tools,171.79,345.0,71.2,9.1,50.1
PROD00685,sports_leisure,146.33,428.0,23.7,43.4,72.4
PROD00686,computers_accessories,128.75,477.0,60.4,77.4,67.5
PROD00687,housewares,51.99,434.0,25.2,28.1,7.4
PROD00688,furniture_decor,242.88,645.0,23.9,59.3,15.4
PROD00689,cool_stuff,94.16,116.0,79.5,60.9,68.6
PROD00690,toys,121.08,372.0,34.0,35.4,75.4
PROD00691,electronics,325.22,550.0,43.8,49.5,9.2
PROD00692,health_beauty,138.36,478.0,75.7,40.4,57.6
PROD00693,furniture_decor,74.01,188.0,26.2,26.3,32.4
PROD00694,cool_stuff,54.68,555.0,57.9,61.6,32.3
PROD00695,health_beauty,20.35,416.0,92.6,57.7,53.2
PROD00696,auto,23.26,638.0,59.8,72.5,65.8
PROD00697,watches_gifts,161.52,570.0,14.4,51.4,25.6
PROD00698,furniture_decor,16.77,490.0,63.1,34.2,57.9
PROD00699,housewares,182.92,404.0,18.1,58.6,52.7
PROD00700,computers_accessories,154.89,479.0,35.4,51.4,43.8
PROD00701,toys,40.77,480.0,86.5,51.2,50.2
PROD00702,sports_leisure,94.19,895.0,11.0,68.7,6.4
PROD00703,bed_bath_table,129.15,2426.0,16.9,73.3,5.3
PROD00704,watches_gifts,87.67,212.0,42.7,18.5,46.3
PROD00705,bed_bath_table,218.11,100.0,99.9,28.6,44.3
PROD00706,housewares,26.74,294.0,36.3,53.8,10.4
PROD00707,cool_stuff,121.92,229.0,24.2,46.8,41.9
PROD00708,auto,50.04,668.0,59.4,53.9,61.8
PROD00709,sports_leisure,20.28,988.0,56.7,37.5,45.6
PROD00710,sports_leisure,32.2,658.0,50.5,35.9,43.8
PROD00711,sports_leisure,53.54,334.0,95.2,13.8,58.8
PROD00712,health_beauty,82.98,626.0,35.2,51.8,17.9
PROD00713,toys,39.61,836.0,36.4,18.2,39.3
PROD00714,furniture_decor,54.33,601.0,22.6,55.3,16.1
PROD00715,toys,59.34,562.0,72.8,77.5,44.3
PROD00716,furniture_decor,40.3,377.0,38.9,24.2,49.4
PROD00717,watches_gifts,51.77,194.0,82.2,15.7,14.1
PROD00718,health_beauty,128.81,779.0,97.5,6.8,10.7
PROD00719,toys,304.65,1115.0,13.9,33.4,17.5
PROD00720,health_beauty,96.22,177.0,99.4,21.1,49.0
PROD00721,computers_accessories,90.5,639.0,32.9,41.9,19.2
PROD00722,watches_gifts,76.38,249.0,47.8,44.3,25.6
PROD00723,cool_stuff,59.58,534.0,80.0,31.2,57.7
PROD00724,electronics,129.1,174.0,69.9,61.2,23.6
PROD00725,toys,178.85,644.0,80.1,72.9,34.8
PROD00726,health_beauty,32.16,521.0,52.0,20.9,74.7
PROD00727,electronics,186.91,663.0,92.4,67.7,66.9
PROD00728,cool_stuff,298.98,595.0,81.1,14.8,24.2
PROD00729,housewares,36.38,451.0,37.8,22.2,49.8
PROD00730,cool_stuff,170.13,647.0,95.4,47.1,54.9
PROD00731,garden_tools,301.36,309.0,96.5,28.0,72.5
PROD00732,cool_stuff,144.41,570.0,47.4,8.1,46.1
PROD00733,furniture_decor,70.76,290.0,68.7,27.1,47.1
PROD00734,sports_leisure,151.88,587.0,83.3,72.9,71.6
PROD00735,garden_tools,42.52,360.0,83.6,18.1,9.1
PROD00736,bed_bath_table,63.43,541.0,11.3,62.3,52.1
PROD00737,health_beauty,45.33,340.0,66.6,59.2,36.2
PROD00738,bed_bath_table,27.72,344.0,97.6,13.0,73.2
PROD00739,electronics,84.2,353.0,30.8,29.7,77.0
PROD00740,computers_accessories,103.88,182.0,81.6,19.2,17.8
PROD00741,housewares,138.36,678.0,58.1,6.7,26.1
PROD00742,electronics,15.0,415.0,29.9,18.0,25.5
PROD00743,furniture_decor,94.27,186.0,14.6,20.1,12.5
PROD00744,computers_accessories,86.75,291.0,78.4,17.4,41.2
PROD00745,auto,34.04,282.0,38.5,11.8,43.5
PROD00746,electronics,57.08,513.0,43.8,44.5,48.0
PROD00747,watches_gifts,148.92,356.0,53.7,29.2,54.7
PROD00748,computers_accessories,88.05,695.0,55.6,73.1,9.7
PROD00749,garden_tools,80.3,197.0,28.6,19.0,51.7
PROD00750,furniture_decor,166.39,523.0,70.4,50.2,73.5
PROD00751,electronics,518.98,499.0,72.3,72.5,39.1
PROD00752,garden_tools,67.08,314.0,22.8,8.5,13.0
PROD00753,furniture_decor,99.23,470.0,58.0,43.7,11.4
PROD00754,sports_leisure,39.91,395.0,64.8,38.8,26.1
PROD00755,toys,452.97,833.0,26.8,74.7,61.4
PROD00756,cool_stuff,52.89,425.0,90.5,54.8,24.6
PROD00757,furniture_decor,19.18,798.0,53.5,31.2,66.1
PROD00758,electronics,133.94,665.0,20.4,58.4,66.5
PROD00759,garden_tools,22.46,191.0,40.1,48.7,39.3
PROD00760,bed_bath_table,229.53,384.0,52.9,31.0,27.6
PROD00761,computers_accessories,130.51,665.0,10.9,63.9,49.8
PROD00762,electronics,35.79,467.0,12.9,55.1,65.8
PROD00763,computers_accessories,139.28,424.0,15.0,5.4,9.8
PROD00764,furniture_decor,62.36,440.0,58.4,69.9,76.5
PROD00765,auto,114.6,581.0,40.2,34.8,53.4
PROD00766,furniture_decor,29.22,320.0,90.4,53.4,34.9
PROD00767,health_beauty,27.82,340.0,60.3,34.8,43.0
PROD00768,bed_bath_table,105.04,667.0,78.4,71.1,33.9
PROD00769,sports_leisure,367.64,457.0,71.8,53.8,35.9
PROD00770,sports_leisure,48.61,363.0,56.8,48.5,49.7
PROD00771,garden_tools,45.76,412.0,77.0,78.5,9.5
PROD00772,housewares,62.12,548.0,59.0,26.0,18.2
PROD00773,toys,28.26,399.0,44.7,9.9,22.0
PROD00774,garden_tools,126.75,444.0,49.2,43.7,35.6
PROD00775,health_beauty,167.61,144.0,85.5,36.8,32.8
PROD00776,housewares,119.79,467.0,60.7,39.1,59.2
PROD00777,toys,71.11,373.0,44.0,51.5,24.4
PROD00778,computers_accessories,35.88,701.0,26.2,51.1,9.3
PROD00779,garden_tools,424.38,391.0,54.6,34.4,9.2
PROD00780,sports_leisure,41.02,982.0,32.7,69.7,5.8
PROD00781,housewares,40.25,582.0,96.0,53.9,7.9
PROD00782,housewares,19.42,258.0,54.2,71.7,69.4
PROD00783,bed_bath_table,26.12,192.0,10.8,73.5,57.3
PROD00784,furniture_decor,107.74,384.0,18.4,17.5,79.7
PROD00785,health_beauty,57.89,410.0,35.6,56.0,6.5
PROD00786,toys,40.81,146.0,18.3,28.8,68.7
PROD00787,toys,43.02,391.0,90.5,67.7,57.2
PROD00788,sports_leisure,54.0,331.0,86.9,60.0,53.0
PROD00789,furniture_decor,47.87,455.0,97.4,19.9,31.7
PROD00790,sports_leisure,250.17,1353.0,73.6,75.4,33.3
PROD00791,watches_gifts,60.49,148.0,68.1,56.3,68.4
PROD00792,health_beauty,91.53,711.0,93.1,76.1,58.5
PROD00793,furniture_decor,85.4,540.0,95.2,20.1,55.3
PROD00794,housewares,87.75,299.0,89.0,70.2,7.3
PROD00795,cool_stuff,60.55,409.0,87.5,55.1,18.8
PROD00796,electronics,55.73,698.0,70.5,46.4,77.2
PROD00797,watches_gifts,136.25,431.0,10.1,66.5,39.1
PROD00798,sports_leisure,97.1,126.0,48.7,52.5,63.6
PROD00799,watches_gifts,44.4,502.0,67.2,55.2,34.2
PROD00800,computers_accessories,15.0,622.0,59.2,24.0,62.3
PROD00801,garden_tools,50.12,315.0,83.9,66.3,13.9
PROD00802,cool_stuff,27.43,677.0,83.7,53.8,8.2
PROD00803,housewares,38.92,710.0,63.9,68.3,40.0
PROD00804,furniture_decor,28.28,883.0,12.0,31.4,49.4
PROD00805,computers_accessories,205.95,736.0,43.2,29.9,29.3
PROD00806,housewares,204.79,1858.0,30.6,6.8,58.7
PROD00807,electronics,149.37,812.0,40.5,62.6,42.2
PROD00808,sports_leisure,62.36,447.0,65.6,29.8,74.6
PROD00809,sports_leisure,47.81,652.0,16.0,29.5,11.4
PROD00810,furniture_decor,24.64,437.0,12.0,56.7,10.0
PROD00811,cool_stuff,169.27,348.0,49.3,24.0,72.9
PROD00812,furniture_decor,163.19,216.0,81.4,73.2,55.2
PROD00813,toys,120.81,376.0,12.8,45.4,55.3
PROD00814,computers_accessories,33.55,691.0,86.4,77.7,7.1
PROD00815,furniture_decor,62.2,249.0,44.5,10.8,75.3
PROD00816,electronics,74.03,519.0,20.6,30.3,62.9
PROD00817,toys,19.82,330.0,61.1,33.6,62.3
PROD00818,computers_accessories,255.46,416.0,95.7,59.8,73.4
PROD00819,sports_leisure,27.62,402.0,58.8,21.0,48.4
PROD00820,watches_gifts,43.65,468.0,71.8,33.2,34.6
PROD00821,watches_gifts,19.74,1624.0,83.5,73.3,41.1
PROD00822,auto,69.21,306.0,81.9,13.6,63.3
PROD00823,computers_accessories,66.76,409.0,16.6,60.9,62.7
PROD00824,computers_accessories,178.42,367.0,76.7,57.7,50.7
PROD00825,toys,38.17,170.0,95.5,14.8,21.4
PROD00826,garden_tools,34.18,700.0,73.1,56.6,66.4
PROD00827,watches_gifts,86.85,254.0,85.3,47.7,53.5
PROD00828,sports_leisure,15.48,953.0,53.7,26.6,21.6
PROD00829,toys,236.32,261.0,38.7,28.3,41.0
PROD00830,furniture_decor,28.3,526.0,70.9,67.5,79.8
PROD00831,computers_accessories,348.49,1182.0,54.3,22.3,29.6
PROD00832,health_beauty,43.22,549.0,90.6,43.5,13.7
PROD00833,toys,26.01,294.0,97.7,56.1,6.6
PROD00834,housewares,129.86,244.0,83.8,14.7,18.8
PROD00835,cool_stuff,124.02,112.0,99.3,74.9,19.0
PROD00836,bed_bath_table,126.44,334.0,41.4,24.5,69.4
PROD00837,watches_gifts,88.28,178.0,90.6,28.9,16.7
PROD00838,sports_leisure,488.71,410.0,39.7,55.0,69.7
PROD00839,housewares,27.67,323.0,20.6,10.9,11.5
PROD00840,auto,242.08,442.0,65.9,52.1,73.0
PROD00841,sports_leisure,22.49,209.0,50.9,73.7,24.2
PROD00842,electronics,305.37,304.0,93.0,23.7,50.9
PROD00843,electronics,108.0,569.0,54.3,32.1,17.0
PROD00844,furniture_decor,283.58,496.0,93.5,22.4,34.3
PROD00845,housewares,166.28,138.0,17.1,66.4,11.4
PROD00846,health_beauty,15.0,661.0,84.7,17.6,48.5
PROD00847,garden_tools,62.15,217.0,78.3,31.0,30.9
PROD00848,watches_gifts,29.89,162.0,74.8,50.1,68.9
PROD00849,computers_accessories,269.08,356.0,42.0,35.3,18.6
PROD00850,garden_tools,154.54,1733.0,80.5,9.9,26.0
PROD00851,cool_stuff,91.94,332.0,53.5,76.1,18.3
PROD00852,watches_gifts,58.56,430.0,74.4,30.3,47.3
PROD00853,watches_gifts,114.3,612.0,59.7,38.4,13.4
PROD00854,cool_stuff,37.84,241.0,24.2,17.6,19.2
PROD00855,furniture_decor,102.01,488.0,15.8,69.9,55.9
PROD00856,auto,73.8,247.0,43.0,26.9,10.6
PROD00857,auto,42.38,565.0,94.0,6.5,60.7
PROD00858,furniture_decor,142.08,514.0,57.7,28.7,12.8
PROD00859,furniture_decor,368.21,488.0,82.2,78.8,48.9
PROD00860,watches_gifts,25.98,448.0,61.8,16.0,79.8
PROD00861,housewares,173.43,1352.0,96.2,7.3,18.0
PROD00862,computers_accessories,42.7,465.0,43.3,48.4,24.6
PROD00863,bed_bath_table,129.96,555.0,15.1,32.9,72.4
PROD00864,auto,49.71,504.0,80.3,64.6,52.0
PROD00865,sports_leisure,64.09,221.0,73.5,59.9,41.9
PROD00866,bed_bath_table,69.36,254.0,57.5,18.9,47.2
PROD00867,electronics,242.03,211.0,39.4,47.3,27.2
PROD00868,garden_tools,75.67,252.0,26.9,7.4,69.1
PROD00869,watches_gifts,62.09,298.0,53.4,38.0,60.9
PROD00870,garden_tools,76.22,357.0,70.0,58.6,53.2
PROD00871,housewares,371.25,355.0,62.1,36.1,74.9
PROD00872,auto,127.49,570.0,49.4,13.8,48.4
PROD00873,housewares,49.98,907.0,58.6,9.6,43.4
PROD00874,watches_gifts,270.03,801.0,19.7,69.0,78.2
PROD00875,bed_bath_table,94.11,477.0,72.6,71.8,20.5
PROD00876,garden_tools,40.84,245.0,76.1,30.7,15.6
PROD00877,bed_bath_table,111.6,757.0,11.0,17.3,17.2
PROD00878,housewares,72.23,290.0,34.3,78.4,79.2
