order_id,customer_id,order_purchase_timestamp,order_status,order_delivered_customer_date,order_estimated_delivery_date
ORD0001147,CUST004081,2017-01-06 14:06:04,delivered,2017-01-28 14:06:04,2017-01-18 14:06:04
ORD0001148,CUST001903,2017-04-14 05:59:12,delivered,2017-05-09 05:59:12,2017-05-10 05:59:12
ORD0001149,CUST006035,2018-07-11 03:52:16,delivered,2018-07-14 03:52:16,2018-07-26 03:52:16
ORD0001150,CUST005860,2018-05-02 14:36:42,delivered,2018-05-11 14:36:42,2018-05-13 14:36:42
ORD0001151,CUST008945,2018-01-18 20:17:35,delivered,2018-01-22 20:17:35,2018-02-15 20:17:35
ORD0001152,CUST002183,2018-02-05 00:24:27,delivered,2018-02-23 00:24:27,2018-02-12 00:24:27
ORD0001153,CUST002246,2017-11-24 08:52:19,shipped,,2017-12-07 08:52:19
ORD0001154,CUST008871,2017-03-14 05:19:11,delivered,2017-04-01 05:19:11,2017-03-25 05:19:11
ORD0001155,CUST003693,2017-09-26 14:47:46,delivered,2017-10-11 14:47:46,2017-10-04 14:47:46
ORD0001156,CUST007854,2018-09-22 18:33:07,shipped,,2018-10-19 18:33:07
ORD0001157,CUST002385,2017-02-10 13:27:13,delivered,2017-02-20 13:27:13,2017-03-03 13:27:13
ORD0001158,CUST006326,2018-08-27 20:23:44,processing,,2018-09-22 20:23:44
ORD0001159,CUST005611,2018-06-30 18:49:23,delivered,2018-07-04 18:49:23,2018-07-15 18:49:23
ORD0001160,CUST005711,2017-11-10 06:59:05,shipped,,2017-12-03 06:59:05
ORD0001161,CUST005923,2018-07-10 20:07:50,delivered,2018-07-26 20:07:50,2018-08-04 20:07:50
ORD0001162,CUST009800,2017-12-12 06:39:56,shipped,,2018-01-03 06:39:56
ORD0001163,CUST004174,2018-09-13 02:37:23,delivered,2018-09-27 02:37:23,2018-10-07 02:37:23
ORD0001164,CUST007008,2018-05-17 21:40:23,delivered,2018-06-01 21:40:23,2018-06-05 21:40:23
ORD0001165,CUST004545,2017-04-21 19:58:11,delivered,2017-04-27 19:58:11,2017-05-01 19:58:11
ORD0001166,CUST003777,2017-08-14 22:30:43,delivered,2017-08-24 22:30:43,2017-09-07 22:30:43
ORD0001167,CUST006280,2017-07-28 19:43:23,delivered,2017-08-04 19:43:23,2017-08-06 19:43:23
ORD0001168,CUST006659,2017-08-15 08:48:42,delivered,2017-08-22 08:48:42,2017-08-27 08:48:42
ORD0001169,CUST001344,2018-02-23 16:10:13,delivered,2018-03-20 16:10:13,2018-03-14 16:10:13
ORD0001170,CUST008585,2017-12-17 11:43:35,delivered,2018-01-04 11:43:35,2018-01-12 11:43:35
ORD0001171,CUST006188,2017-06-22 14:42:33,delivered,2017-07-04 14:42:33,2017-07-10 14:42:33
ORD0001172,CUST007696,2017-01-25 20:30:34,delivered,2017-02-18 20:30:34,2017-02-03 20:30:34
ORD0001173,CUST008044,2018-03-23 16:12:49,processing,,2018-04-01 16:12:49
ORD0001174,CUST003591,2018-08-23 23:29:02,delivered,2018-09-10 23:29:02,2018-09-05 23:29:02
ORD0001175,CUST009058,2017-02-21 09:06:59,delivered,2017-03-03 09:06:59,2017-03-14 09:06:59
ORD0001176,CUST002731,2018-06-18 02:25:52,delivered,2018-06-22 02:25:52,2018-07-14 02:25:52
ORD0001177,CUST003871,2017-01-18 07:06:49,delivered,2017-01-22 07:06:49,2017-01-27 07:06:49
ORD0001178,CUST008744,2017-07-11 08:56:37,delivered,2017-07-23 08:56:37,2017-07-23 08:56:37
ORD0001179,CUST002168,2017-09-05 22:10:18,shipped,,2017-09-30 22:10:18
ORD0001180,CUST000693,2017-03-10 13:44:29,delivered,2017-03-21 13:44:29,2017-03-31 13:44:29
ORD0001181,CUST008515,2017-12-29 22:02:46,delivered,2018-01-23 22:02:46,2018-01-17 22:02:46
ORD0001182,CUST006022,2017-11-02 04:12:23,delivered,2017-11-17 04:12:23,2017-11-21 04:12:23
ORD0001183,CUST002412,2018-04-06 21:29:48,delivered,2018-05-01 21:29:48,2018-04-17 21:29:48
ORD0001184,CUST007622,2018-01-16 07:27:09,delivered,2018-01-31 07:27:09,2018-01-24 07:27:09
ORD0001185,CUST007621,2018-01-31 23:47:26,shipped,,2018-02-09 23:47:26
ORD0001186,CUST005431,2017-07-18 11:17:57,processing,,2017-07-30 11:17:57
ORD0001187,CUST003584,2018-06-18 13:31:02,delivered,2018-07-02 13:31:02,2018-07-05 13:31:02
ORD0001188,CUST007101,2018-06-11 01:18:59,delivered,2018-06-30 01:18:59,2018-07-11 01:18:59
ORD0001189,CUST004377,2017-05-28 05:10:39,delivered,2017-06-05 05:10:39,2017-06-06 05:10:39
ORD0001190,CUST002179,2017-07-19 15:13:57,delivered,2017-08-03 15:13:57,2017-07-30 15:13:57
ORD0001191,CUST002678,2017-02-08 09:40:00,delivered,2017-02-12 09:40:00,2017-02-22 09:40:00
ORD0001192,CUST005616,2018-09-24 13:32:54,shipped,,2018-10-09 13:32:54
ORD0001193,CUST009663,2018-06-17 10:09:24,delivered,2018-06-26 10:09:24,2018-07-01 10:09:24
ORD0001194,CUST004921,2017-09-21 03:52:38,shipped,,2017-10-15 03:52:38
ORD0001195,CUST001616,2018-07-10 18:25:01,delivered,2018-08-04 18:25:01,2018-07-29 18:25:01
ORD0001196,CUST001087,2017-11-18 02:04:18,delivered,2017-12-03 02:04:18,2017-11-29 02:04:18
ORD0001197,CUST008059,2018-02-10 21:25:25,delivered,2018-02-25 21:25:25,2018-02-24 21:25:25
ORD0001198,CUST001358,2017-04-14 02:59:20,delivered,2017-05-09 02:59:20,2017-04-21 02:59:20
ORD0001199,CUST002910,2017-02-03 04:51:35,delivered,2017-02-16 04:51:35,2017-03-03 04:51:35
ORD0001200,CUST009550,2017-03-26 01:26:19,delivered,2017-04-03 01:26:19,2017-04-07 01:26:19
ORD0001201,CUST009932,2017-09-24 05:43:49,delivered,2017-10-18 05:43:49,2017-10-17 05:43:49
ORD0001202,CUST002668,2018-04-30 16:28:31,delivered,2018-05-18 16:28:31,2018-05-16 16:28:31
ORD0001203,CUST003450,2017-09-04 16:47:41,delivered,2017-09-10 16:47:41,2017-09-12 16:47:41
ORD0001204,CUST001204,2017-10-17 12:06:51,delivered,2017-11-06 12:06:51,2017-10-31 12:06:51
ORD0001205,CUST007754,2017-02-04 13:15:37,delivered,2017-02-12 13:15:37,2017-02-22 13:15:37
ORD0001206,CUST006513,2017-11-28 16:22:11,delivered,2017-12-10 16:22:11,2017-12-28 16:22:11
ORD0001207,CUST007978,2017-12-09 05:23:40,delivered,2017-12-15 05:23:40,2017-12-23 05:23:40
ORD0001208,CUST000152,2018-01-05 12:29:12,delivered,2018-01-18 12:29:12,2018-01-22 12:29:12
ORD0001209,CUST008274,2017-10-08 19:19:42,delivered,2017-10-26 19:19:42,2017-11-02 19:19:42
ORD0001210,CUST009683,2018-07-15 10:33:56,delivered,2018-07-31 10:33:56,2018-07-23 10:33:56
ORD0001211,CUST006837,2018-04-20 22:09:51,delivered,2018-05-02 22:09:51,2018-05-15 22:09:51
ORD0001212,CUST009496,2017-09-18 14:22:28,delivered,2017-10-06 14:22:28,2017-10-02 14:22:28
ORD0001213,CUST001247,2017-10-08 19:29:17,delivered,2017-10-27 19:29:17,2017-10-28 19:29:17
ORD0001214,CUST008137,2018-08-18 07:46:12,delivered,2018-09-06 07:46:12,2018-09-03 07:46:12
ORD0001215,CUST000233,2018-03-16 02:54:03,delivered,2018-03-25 02:54:03,2018-04-07 02:54:03
ORD0001216,CUST004213,2018-03-02 05:53:35,processing,,2018-03-15 05:53:35
ORD0001217,CUST001990,2017-01-04 08:43:18,delivered,2017-01-14 08:43:18,2017-01-16 08:43:18
ORD0001218,CUST004560,2017-03-27 12:58:15,delivered,2017-04-09 12:58:15,2017-04-08 12:58:15
ORD0001219,CUST001416,2017-03-06 05:54:31,delivered,2017-03-13 05:54:31,2017-03-29 05:54:31
ORD0001220,CUST007085,2017-04-17 18:39:23,delivered,2017-05-01 18:39:23,2017-04-30 18:39:23
ORD0001221,CUST008100,2018-07-25 16:40:11,delivered,2018-08-16 16:40:11,2018-08-12 16:40:11
ORD0001222,CUST006104,2017-12-13 15:07:44,delivered,2017-12-15 15:07:44,2017-12-30 15:07:44
ORD0001223,CUST008100,2018-07-21 20:04:59,delivered,2018-08-02 20:04:59,2018-07-31 20:04:59
ORD0001224,CUST000900,2017-11-04 04:59:06,delivered,2017-11-18 04:59:06,2017-11-15 04:59:06
ORD0001225,CUST004913,2018-02-21 00:49:39,delivered,2018-03-04 00:49:39,2018-03-10 00:49:39
ORD0001226,CUST004329,2017-12-08 11:35:21,shipped,,2017-12-20 11:35:21
ORD0001227,CUST009015,2018-07-09 02:54:01,delivered,2018-07-28 02:54:01,2018-08-03 02:54:01
ORD0001228,CUST005461,2017-10-03 01:53:42,delivered,2017-10-08 01:53:42,2017-10-28 01:53:42
ORD0001229,CUST004331,2017-06-12 21:30:44,processing,,2017-06-26 21:30:44
ORD0001230,CUST007706,2017-08-12 04:36:41,delivered,2017-09-04 04:36:41,2017-09-04 04:36:41
ORD0001231,CUST003073,2018-05-20 19:56:10,delivered,2018-06-04 19:56:10,2018-06-02 19:56:10
ORD0001232,CUST009680,2018-02-26 21:03:23,delivered,2018-03-07 21:03:23,2018-03-24 21:03:23
ORD0001233,CUST004145,2017-05-12 20:59:38,delivered,2017-06-03 20:59:38,2017-06-06 20:59:38
ORD0001234,CUST000763,2017-03-15 14:22:16,delivered,2017-03-23 14:22:16,2017-03-30 14:22:16
ORD0001235,CUST002020,2018-01-13 11:50:13,canceled,,2018-02-01 11:50:13
ORD0001236,CUST003978,2018-05-17 17:48:02,processing,,2018-06-06 17:48:02
ORD0001237,CUST008590,2017-10-24 07:25:17,delivered,2017-11-04 07:25:17,2017-11-04 07:25:17
ORD0001238,CUST007446,2017-12-23 11:02:20,delivered,2018-01-08 11:02:20,2018-01-05 11:02:20
ORD0001239,CUST003841,2018-05-13 14:00:07,delivered,2018-06-01 14:00:07,2018-06-05 14:00:07
ORD0001240,CUST008463,2017-11-14 14:41:55,delivered,2017-12-04 14:41:55,2017-11-24 14:41:55
ORD0001241,CUST008657,2017-01-04 05:25:42,processing,,2017-01-21 05:25:42
ORD0001242,CUST006961,2017-09-15 09:54:03,delivered,2017-10-07 09:54:03,2017-10-04 09:54:03
ORD0001243,CUST005508,2018-01-01 17:09:45,delivered,2018-01-20 17:09:45,2018-01-18 17:09:45
ORD0001244,CUST002245,2017-08-25 14:57:15,shipped,,2017-09-07 14:57:15
ORD0001245,CUST003515,2017-08-12 13:30:11,delivered,2017-08-22 13:30:11,2017-08-19 13:30:11
ORD0001246,CUST004102,2018-09-05 19:32:51,delivered,2018-09-14 19:32:51,2018-09-13 19:32:51
ORD0001247,CUST003545,2018-02-26 12:02:31,delivered,2018-03-16 12:02:31,2018-03-23 12:02:31
ORD0001248,CUST009115,2017-06-18 00:58:45,delivered,2017-07-10 00:58:45,2017-07-13 00:58:45
ORD0001249,CUST002940,2017-07-20 07:36:43,delivered,2017-07-31 07:36:43,2017-08-10 07:36:43
ORD0001250,CUST003346,2018-01-11 22:49:59,delivered,2018-01-22 22:49:59,2018-02-08 22:49:59
ORD0001251,CUST002808,2018-01-19 01:16:44,delivered,2018-02-11 01:16:44,2018-02-08 01:16:44
ORD0001252,CUST003757,2017-06-20 09:41:23,delivered,2017-07-14 09:41:23,2017-07-14 09:41:23
ORD0001253,CUST007293,2017-10-13 11:29:43,delivered,2017-10-21 11:29:43,2017-11-12 11:29:43
ORD0001254,CUST001890,2017-05-10 01:57:30,delivered,2017-06-03 01:57:30,2017-06-03 01:57:30
ORD0001255,CUST002072,2017-09-04 01:50:52,delivered,2017-09-25 01:50:52,2017-09-28 01:50:52
ORD0001256,CUST008037,2017-07-30 05:05:12,delivered,2017-08-08 05:05:12,2017-08-28 05:05:12
ORD0001257,CUST007552,2017-06-18 10:03:36,canceled,,2017-07-05 10:03:36
ORD0001258,CUST005284,2017-06-18 23:11:38,delivered,2017-06-22 23:11:38,2017-07-17 23:11:38
ORD0001259,CUST009911,2017-01-27 05:27:11,canceled,,2017-02-13 05:27:11
ORD0001260,CUST008942,2017-06-01 21:51:28,delivered,2017-06-20 21:51:28,2017-06-23 21:51:28
ORD0001261,CUST000696,2017-11-18 13:48:54,delivered,2017-12-06 13:48:54,2017-12-08 13:48:54
ORD0001262,CUST005595,2017-04-01 13:09:38,delivered,2017-04-11 13:09:38,2017-04-24 13:09:38
ORD0001263,CUST008384,2017-08-22 11:42:38,delivered,2017-08-25 11:42:38,2017-09-09 11:42:38
ORD0001264,CUST007697,2017-02-24 14:48:31,delivered,2017-03-11 14:48:31,2017-03-22 14:48:31
ORD0001265,CUST004388,2017-02-18 04:27:24,shipped,,2017-03-05 04:27:24
ORD0001266,CUST007761,2018-05-26 09:03:58,delivered,2018-06-09 09:03:58,2018-06-24 09:03:58
ORD0001267,CUST004836,2017-06-24 18:59:43,delivered,2017-07-17 18:59:43,2017-07-22 18:59:43
ORD0001268,CUST008657,2018-03-18 07:47:12,delivered,2018-03-28 07:47:12,2018-03-27 07:47:12
ORD0001269,CUST006123,2017-10-25 01:32:26,delivered,2017-11-03 01:32:26,2017-11-24 01:32:26
ORD0001270,CUST006182,2017-11-12 14:58:15,delivered,2017-11-23 14:58:15,2017-12-05 14:58:15
ORD0001271,CUST006036,2017-09-05 20:14:47,delivered,2017-09-23 20:14:47,2017-09-17 20:14:47
ORD0001272,CUST000616,2017-10-24 23:16:05,delivered,2017-11-04 23:16:05,2017-11-07 23:16:05
ORD0001273,CUST004223,2018-08-25 11:28:17,shipped,,2018-09-04 11:28:17
ORD0001274,CUST007451,2018-06-23 16:58:58,delivered,2018-06-28 16:58:58,2018-07-17 16:58:58
ORD0001275,CUST008071,2017-08-10 04:54:16,delivered,2017-08-22 04:54:16,2017-08-24 04:54:16
ORD0001276,CUST008138,2017-12-02 14:10:31,delivered,2017-12-20 14:10:31,2017-12-22 14:10:31
ORD0001277,CUST005482,2018-03-01 04:04:41,delivered,2018-03-22 04:04:41,2018-03-24 04:04:41
ORD0001278,CUST000051,2018-09-28 07:46:50,delivered,2018-10-19 07:46:50,2018-10-16 07:46:50
ORD0001279,CUST009422,2017-10-21 03:57:47,delivered,2017-10-30 03:57:47,2017-11-04 03:57:47
ORD0001280,CUST002584,2017-08-09 22:05:04,delivered,2017-08-15 22:05:04,2017-08-18 22:05:04
ORD0001281,CUST000598,2017-10-29 04:44:06,delivered,2017-11-13 04:44:06,2017-11-28 04:44:06
ORD0001282,CUST006480,2018-03-15 15:51:04,processing,,2018-04-14 15:51:04
ORD0001283,CUST000295,2017-02-13 07:01:28,shipped,,2017-02-21 07:01:28
ORD0001284,CUST007466,2017-03-16 11:39:52,processing,,2017-03-29 11:39:52
ORD0001285,CUST007042,2018-06-06 20:02:07,delivered,2018-06-26 20:02:07,2018-06-16 20:02:07
ORD0001286,CUST008594,2017-09-28 10:34:23,delivered,2017-10-01 10:34:23,2017-10-08 10:34:23
ORD0001287,CUST003890,2018-05-04 20:02:07,delivered,2018-05-22 20:02:07,2018-05-15 20:02:07
ORD0001288,CUST006072,2018-04-08 00:39:26,delivered,2018-04-11 00:39:26,2018-05-01 00:39:26
ORD0001289,CUST000259,2018-04-09 09:17:35,delivered,2018-04-16 09:17:35,2018-04-28 09:17:35
ORD0001290,CUST009056,2018-09-12 21:51:23,delivered,2018-10-05 21:51:23,2018-10-10 21:51:23
ORD0001291,CUST009319,2017-09-12 05:20:58,delivered,2017-09-17 05:20:58,2017-09-28 05:20:58
ORD0001292,CUST001776,2017-07-09 08:07:12,delivered,2017-07-15 08:07:12,2017-07-29 08:07:12
ORD0001293,CUST006521,2017-05-01 16:38:43,delivered,2017-05-03 16:38:43,2017-05-28 16:38:43
ORD0001294,CUST005338,2018-09-09 13:10:22,delivered,2018-09-27 13:10:22,2018-09-20 13:10:22
ORD0001295,CUST001931,2017-05-26 20:37:01,delivered,2017-06-07 20:37:01,2017-06-02 20:37:01
ORD0001296,CUST007114,2017-09-30 03:24:14,delivered,2017-10-14 03:24:14,2017-10-25 03:24:14
ORD0001297,CUST006979,2017-04-11 05:18:19,delivered,2017-04-29 05:18:19,2017-04-28 05:18:19
ORD0001298,CUST002441,2017-09-04 21:23:39,delivered,2017-09-15 21:23:39,2017-09-27 21:23:39
ORD0001299,CUST000017,2017-01-07 18:42:37,delivered,2017-01-21 18:42:37,2017-01-26 18:42:37
ORD0001300,CUST001331,2017-07-17 22:16:41,delivered,2017-07-19 22:16:41,2017-07-25 22:16:41
ORD0001301,CUST002904,2018-06-19 07:07:56,shipped,,2018-07-10 07:07:56
ORD0001302,CUST007220,2018-03-30 21:48:10,delivered,2018-04-06 21:48:10,2018-04-07 21:48:10
ORD0001303,CUST001509,2018-05-19 22:46:11,shipped,,2018-06-07 22:46:11
ORD0001304,CUST003252,2017-07-27 16:31:29,delivered,2017-08-02 16:31:29,2017-08-13 16:31:29
ORD0001305,CUST001297,2018-04-21 00:23:14,delivered,2018-04-28 00:23:14,2018-05-19 00:23:14
ORD0001306,CUST003899,2018-06-10 11:34:08,delivered,2018-06-27 11:34:08,2018-07-04 11:34:08
ORD0001307,CUST008933,2017-10-31 11:10:51,delivered,2017-11-03 11:10:51,2017-11-30 11:10:51
ORD0001308,CUST003357,2017-09-14 03:41:58,delivered,2017-10-03 03:41:58,2017-09-24 03:41:58
ORD0001309,CUST008054,2018-08-27 19:31:26,shipped,,2018-09-06 19:31:26
ORD0001310,CUST009937,2018-03-25 08:30:53,delivered,2018-04-03 08:30:53,2018-04-18 08:30:53
ORD0001311,CUST003751,2018-08-10 16:22:15,processing,,2018-08-17 16:22:15
ORD0001312,CUST001950,2018-04-10 17:24:54,delivered,2018-04-24 17:24:54,2018-05-02 17:24:54
ORD0001313,CUST000037,2018-01-21 19:41:00,delivered,2018-02-13 19:41:00,2018-02-02 19:41:00
ORD0001314,CUST005998,2017-01-16 12:11:55,delivered,2017-02-01 12:11:55,2017-01-26 12:11:55
ORD0001315,CUST002274,2017-12-02 20:40:31,delivered,2017-12-18 20:40:31,2017-12-28 20:40:31
ORD0001316,CUST000620,2017-12-05 01:14:04,processing,,2018-01-03 01:14:04
ORD0001317,CUST002130,2017-11-02 22:02:56,delivered,2017-11-27 22:02:56,2017-11-28 22:02:56
ORD0001318,CUST008941,2018-06-04 16:40:15,processing,,2018-06-12 16:40:15
ORD0001319,CUST003212,2018-07-07 23:54:38,delivered,2018-07-28 23:54:38,2018-07-28 23:54:38
ORD0001320,CUST007560,2018-05-22 22:13:30,delivered,2018-06-05 22:13:30,2018-06-15 22:13:30
ORD0001321,CUST002122,2017-11-24 18:47:28,delivered,2017-12-11 18:47:28,2017-12-24 18:47:28
ORD0001322,CUST003891,2018-01-13 01:53:18,delivered,2018-01-15 01:53:18,2018-02-10 01:53:18
ORD0001323,CUST004581,2018-07-09 06:24:16,delivered,2018-07-21 06:24:16,2018-07-27 06:24:16
ORD0001324,CUST004820,2017-07-10 23:14:23,delivered,2017-07-16 23:14:23,2017-08-07 23:14:23
ORD0001325,CUST009382,2017-04-16 12:23:08,delivered,2017-04-26 12:23:08,2017-04-25 12:23:08
ORD0001326,CUST005626,2018-02-03 06:06:18,processing,,2018-02-15 06:06:18
ORD0001327,CUST006063,2017-04-15 08:08:21,shipped,,2017-05-08 08:08:21
ORD0001328,CUST004307,2018-01-31 20:20:27,delivered,2018-02-21 20:20:27,2018-02-17 20:20:27
ORD0001329,CUST008394,2018-08-14 02:42:46,processing,,2018-08-24 02:42:46
ORD0001330,CUST003444,2018-02-08 11:11:55,delivered,2018-02-19 11:11:55,2018-03-01 11:11:55
ORD0001331,CUST003514,2018-03-06 17:19:31,delivered,2018-03-24 17:19:31,2018-03-16 17:19:31
ORD0001332,CUST004355,2017-06-03 23:25:20,delivered,2017-06-14 23:25:20,2017-06-12 23:25:20
ORD0001333,CUST007748,2018-07-29 02:11:22,delivered,2018-08-04 02:11:22,2018-08-20 02:11:22
ORD0001334,CUST002243,2017-12-05 20:17:40,delivered,2017-12-20 20:17:40,2017-12-25 20:17:40
ORD0001335,CUST004580,2017-11-02 06:06:06,delivered,2017-11-26 06:06:06,2017-11-19 06:06:06
ORD0001336,CUST005960,2017-11-21 22:20:32,delivered,2017-12-09 22:20:32,2017-12-02 22:20:32
ORD0001337,CUST000103,2017-02-10 01:33:39,delivered,2017-02-21 01:33:39,2017-02-28 01:33:39
ORD0001338,CUST001135,2017-08-02 00:12:10,delivered,2017-08-19 00:12:10,2017-08-10 00:12:10
ORD0001339,CUST004969,2017-10-19 18:55:32,delivered,2017-11-02 18:55:32,2017-11-07 18:55:32
ORD0001340,CUST007227,2017-10-27 23:24:58,delivered,2017-11-21 23:24:58,2017-11-03 23:24:58
ORD0001341,CUST001141,2018-06-23 07:57:11,delivered,2018-06-30 07:57:11,2018-07-22 07:57:11
ORD0001342,CUST009939,2017-05-27 23:29:20,delivered,2017-06-07 23:29:20,2017-06-22 23:29:20
ORD0001343,CUST004300,2018-05-17 05:49:51,delivered,2018-06-05 05:49:51,2018-06-07 05:49:51
ORD0001344,CUST007472,2017-07-01 06:34:40,shipped,,2017-07-23 06:34:40
ORD0001345,CUST002536,2018-08-08 01:11:25,delivered,2018-08-29 01:11:25,2018-08-17 01:11:25
ORD0001346,CUST001676,2018-02-06 01:55:59,delivered,2018-02-13 01:55:59,2018-03-07 01:55:59
ORD0001347,CUST003250,2018-03-30 07:54:38,processing,,2018-04-26 07:54:38
ORD0001348,CUST009288,2018-09-22 07:47:42,delivered,2018-09-29 07:47:42,2018-10-02 07:47:42
ORD0001349,CUST003875,2017-06-20 11:50:11,delivered,2017-07-14 11:50:11,2017-07-04 11:50:11
ORD0001350,CUST007587,2018-05-20 07:58:07,delivered,2018-06-03 07:58:07,2018-06-05 07:58:07
ORD0001351,CUST008162,2018-09-18 04:14:27,delivered,2018-10-04 04:14:27,2018-10-14 04:14:27
ORD0001352,CUST004039,2018-09-03 17:03:28,delivered,2018-09-20 17:03:28,2018-10-03 17:03:28
ORD0001353,CUST009148,2018-06-16 08:50:54,delivered,2018-06-18 08:50:54,2018-07-14 08:50:54
ORD0001354,CUST000617,2017-02-15 09:39:34,delivered,2017-03-04 09:39:34,2017-03-13 09:39:34
ORD0001355,CUST006099,2018-06-11 13:00:40,delivered,2018-07-03 13:00:40,2018-07-05 13:00:40
ORD0001356,CUST004950,2017-08-30 14:07:16,delivered,2017-09-19 14:07:16,2017-09-24 14:07:16
ORD0001357,CUST009348,2017-04-06 00:49:53,delivered,2017-04-28 00:49:53,2017-05-01 00:49:53
ORD0001358,CUST004961,2017-07-23 17:24:08,delivered,2017-08-17 17:24:08,2017-08-15 17:24:08
ORD0001359,CUST009724,2018-05-27 03:23:00,delivered,2018-06-01 03:23:00,2018-06-07 03:23:00
ORD0001360,CUST007543,2018-02-24 16:59:12,delivered,2018-03-02 16:59:12,2018-03-04 16:59:12
ORD0001361,CUST001713,2017-05-13 06:34:45,delivered,2017-06-03 06:34:45,2017-06-12 06:34:45
ORD0001362,CUST003508,2017-02-07 10:41:24,delivered,2017-02-22 10:41:24,2017-02-26 10:41:24
ORD0001363,CUST004940,2018-06-18 03:46:22,delivered,2018-06-29 03:46:22,2018-06-30 03:46:22
ORD0001364,CUST005524,2017-01-09 20:59:13,delivered,2017-01-15 20:59:13,2017-01-20 20:59:13
ORD0001365,CUST005734,2018-01-25 02:24:13,delivered,2018-02-19 02:24:13,2018-02-21 02:24:13
ORD0001366,CUST009560,2018-05-24 00:37:19,delivered,2018-06-02 00:37:19,2018-06-14 00:37:19
ORD0001367,CUST006008,2018-02-01 11:10:31,delivered,2018-02-07 11:10:31,2018-02-14 11:10:31
ORD0001368,CUST005929,2018-09-21 05:53:47,delivered,2018-10-10 05:53:47,2018-10-13 05:53:47
ORD0001369,CUST001399,2018-03-18 15:31:02,shipped,,2018-03-25 15:31:02
ORD0001370,CUST002599,2017-01-08 08:04:36,delivered,2017-01-19 08:04:36,2017-01-16 08:04:36
ORD0001371,CUST007397,2018-01-13 15:24:28,shipped,,2018-01-29 15:24:28
ORD0001372,CUST004117,2018-05-07 03:52:29,delivered,2018-05-17 03:52:29,2018-05-28 03:52:29
ORD0001373,CUST003396,2017-01-28 15:01:16,delivered,2017-02-02 15:01:16,2017-02-18 15:01:16
ORD0001374,CUST000216,2018-06-14 03:32:50,delivered,2018-07-07 03:32:50,2018-07-02 03:32:50
ORD0001375,CUST007594,2017-03-28 07:07:02,delivered,2017-04-12 07:07:02,2017-04-18 07:07:02
ORD0001376,CUST004715,2018-01-05 19:19:19,processing,,2018-01-27 19:19:19
ORD0001377,CUST007129,2017-07-06 12:42:15,delivered,2017-07-24 12:42:15,2017-08-03 12:42:15
ORD0001378,CUST001975,2018-07-29 00:11:56,delivered,2018-08-21 00:11:56,2018-08-11 00:11:56
ORD0001379,CUST002440,2017-03-22 12:51:39,delivered,2017-04-09 12:51:39,2017-04-05 12:51:39
ORD0001380,CUST005413,2018-08-27 00:54:28,delivered,2018-09-01 00:54:28,2018-09-04 00:54:28
ORD0001381,CUST004304,2018-08-23 08:35:26,delivered,2018-09-11 08:35:26,2018-09-01 08:35:26
ORD0001382,CUST001078,2017-11-21 06:16:00,delivered,2017-12-12 06:16:00,2017-12-17 06:16:00
ORD0001383,CUST008671,2018-05-20 23:15:39,delivered,2018-05-24 23:15:39,2018-06-02 23:15:39
ORD0001384,CUST004795,2017-04-15 14:57:35,processing,,2017-04-25 14:57:35
ORD0001385,CUST004068,2017-08-27 06:20:32,delivered,2017-09-11 06:20:32,2017-09-08 06:20:32
ORD0001386,CUST001867,2018-09-18 16:14:27,delivered,2018-09-22 16:14:27,2018-10-17 16:14:27
ORD0001387,CUST007549,2018-07-08 06:14:42,delivered,2018-07-23 06:14:42,2018-07-16 06:14:42
ORD0001388,CUST001372,2017-08-29 13:26:54,delivered,2017-09-19 13:26:54,2017-09-23 13:26:54
ORD0001389,CUST007282,2017-01-23 19:34:11,delivered,2017-02-12 19:34:11,2017-02-08 19:34:11
ORD0001390,CUST001971,2018-04-08 12:57:48,delivered,2018-05-03 12:57:48,2018-04-22 12:57:48
ORD0001391,CUST000421,2017-09-23 19:39:51,delivered,2017-10-10 19:39:51,2017-10-10 19:39:51
ORD0001392,CUST009760,2018-02-17 03:19:53,delivered,2018-03-12 03:19:53,2018-02-26 03:19:53
ORD0001393,CUST006425,2018-08-16 17:22:19,delivered,2018-08-19 17:22:19,2018-08-31 17:22:19
ORD0001394,CUST006939,2017-04-26 12:54:39,delivered,2017-05-13 12:54:39,2017-05-20 12:54:39
ORD0001395,CUST005801,2017-04-20 16:45:24,delivered,2017-05-13 16:45:24,2017-05-18 16:45:24
ORD0001396,CUST008959,2017-09-12 09:38:31,processing,,2017-10-02 09:38:31
ORD0001397,CUST009189,2017-12-13 03:43:16,delivered,2017-12-20 03:43:16,2017-12-31 03:43:16
ORD0001398,CUST009403,2017-08-16 09:40:54,delivered,2017-09-04 09:40:54,2017-09-14 09:40:54
ORD0001399,CUST002480,2018-06-24 16:12:29,delivered,2018-06-28 16:12:29,2018-07-14 16:12:29
ORD0001400,CUST001851,2018-08-24 09:02:23,delivered,2018-09-14 09:02:23,2018-09-20 09:02:23
ORD0001401,CUST004074,2017-02-14 09:15:59,delivered,2017-03-04 09:15:59,2017-02-24 09:15:59
ORD0001402,CUST004562,2017-11-06 18:02:38,delivered,2017-11-11 18:02:38,2017-12-02 18:02:38
ORD0001403,CUST000463,2018-08-04 15:09:37,delivered,2018-08-08 15:09:37,2018-08-26 15:09:37
ORD0001404,CUST000047,2018-02-15 16:48:39,shipped,,2018-02-26 16:48:39
