order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD0003126,1,debit_card,7,419.45
ORD0003127,1,credit_card,9,201.4
ORD0003128,1,voucher,3,103.27
ORD0003129,1,debit_card,6,91.66
ORD0003130,1,boleto,2,249.8
ORD0003131,1,voucher,6,113.14
ORD0003132,1,credit_card,7,121.31
ORD0003133,1,voucher,2,378.19
ORD0003134,1,debit_card,11,152.15
ORD0003135,1,credit_card,12,283.45
ORD0003136,1,boleto,7,267.06
ORD0003137,1,boleto,3,231.66
ORD0003138,1,boleto,8,113.34
ORD0003139,1,debit_card,1,159.47
ORD0003140,1,credit_card,12,334.36
ORD0003141,1,voucher,8,703.17
ORD0003142,1,boleto,6,384.79
ORD0003143,1,debit_card,4,338.92
ORD0003144,1,voucher,12,111.99
ORD0003145,1,boleto,7,385.38
ORD0003146,1,debit_card,11,215.02
ORD0003147,1,credit_card,1,99.98
ORD0003148,1,voucher,8,53.36
ORD0003149,1,credit_card,11,74.03
ORD0003150,1,voucher,12,836.54
ORD0003151,1,voucher,2,323.97
ORD0003152,1,debit_card,8,221.71
ORD0003153,1,debit_card,6,209.54
ORD0003154,1,debit_card,2,96.07
ORD0003155,1,debit_card,5,112.15
ORD0003156,1,credit_card,3,124.87
ORD0003157,1,voucher,12,130.32
ORD0003158,1,credit_card,12,444.95
ORD0003159,1,debit_card,12,146.7
ORD0003160,1,debit_card,3,169.06
ORD0003161,1,credit_card,11,372.72
ORD0003162,1,credit_card,6,306.43
ORD0003163,1,voucher,4,424.15
ORD0003164,1,debit_card,12,554.33
ORD0003165,1,debit_card,10,184.02
ORD0003166,1,boleto,12,77.46
ORD0003167,1,voucher,2,173.11
ORD0003168,1,credit_card,12,92.43
ORD0003169,1,voucher,6,54.03
ORD0003170,1,boleto,9,176.56
ORD0003171,1,credit_card,6,204.03
ORD0003172,1,voucher,1,375.71
ORD0003173,1,voucher,1,918.66
ORD0003174,1,debit_card,8,109.38
ORD0003175,1,debit_card,7,181.0
ORD0003176,1,debit_card,4,134.18
ORD0003177,1,boleto,9,225.4
ORD0003178,1,credit_card,6,101.0
ORD0003179,1,voucher,10,158.35
ORD0003180,1,debit_card,6,386.08
ORD0003181,1,voucher,8,148.62
ORD0003182,1,debit_card,5,616.27
ORD0003183,1,debit_card,6,151.38
ORD0003184,1,boleto,3,146.91
ORD0003185,1,credit_card,8,179.82
ORD0003186,1,boleto,5,69.37
ORD0003187,1,boleto,12,610.27
ORD0003188,1,credit_card,10,96.01
ORD0003189,1,debit_card,4,281.35
ORD0003190,1,debit_card,7,237.98
ORD0003191,1,voucher,5,410.53
ORD0003192,1,boleto,12,287.64
ORD0003193,1,voucher,11,147.98
ORD0003194,1,debit_card,3,180.67
ORD0003195,1,voucher,1,100.26
ORD0003196,1,voucher,1,269.49
ORD0003197,1,boleto,9,77.27
ORD0003198,1,boleto,8,266.22
ORD0003199,1,debit_card,4,382.47
ORD0003200,1,boleto,7,110.98
ORD0003201,1,debit_card,8,136.44
ORD0003202,1,debit_card,8,321.5
ORD0003203,1,credit_card,1,417.05
ORD0003204,1,debit_card,11,70.97
ORD0003205,1,voucher,10,242.39
ORD0003206,1,debit_card,2,289.5
ORD0003207,1,voucher,1,94.5
ORD0003208,1,credit_card,11,177.19
ORD0003209,1,credit_card,11,415.83
ORD0003210,1,credit_card,8,86.04
ORD0003211,1,debit_card,7,333.53
ORD0003212,1,voucher,12,228.51
ORD0003213,1,credit_card,12,65.17
ORD0003214,1,credit_card,7,428.0
ORD0003215,1,credit_card,6,214.66
ORD0003216,1,boleto,3,403.1
ORD0003217,1,debit_card,2,671.26
ORD0003218,1,credit_card,7,338.34
ORD0003219,1,boleto,10,161.53
ORD0003220,1,credit_card,4,98.36
ORD0003221,1,debit_card,4,280.64
ORD0003222,1,voucher,7,428.23
ORD0003223,1,voucher,7,202.72
ORD0003224,1,voucher,6,208.14
ORD0003225,1,voucher,7,102.35
ORD0003226,1,voucher,1,694.58
ORD0003227,1,debit_card,3,185.68
ORD0003228,1,debit_card,11,612.49
ORD0003229,1,boleto,7,353.96
ORD0003230,1,debit_card,8,332.73
ORD0003231,1,credit_card,4,650.87
ORD0003232,1,voucher,9,154.85
ORD0003233,1,credit_card,2,422.0
ORD0003234,1,credit_card,1,106.09
ORD0003235,1,boleto,3,220.97
ORD0003236,1,boleto,7,131.57
ORD0003237,1,voucher,8,87.85
ORD0003238,1,debit_card,11,148.21
ORD0003239,1,boleto,8,771.93
ORD0003240,1,boleto,1,54.26
ORD0003241,1,debit_card,5,301.88
ORD0003242,1,boleto,9,206.16
ORD0003243,1,voucher,5,229.26
ORD0003244,1,voucher,6,163.34
ORD0003245,1,debit_card,7,69.97
ORD0003246,1,debit_card,1,813.82
ORD0003247,1,voucher,4,451.0
ORD0003248,1,credit_card,10,77.95
ORD0003249,1,boleto,4,684.55
ORD0003250,1,debit_card,2,201.11
ORD0003251,1,voucher,1,215.83
ORD0003252,1,boleto,7,168.0
ORD0003253,1,credit_card,3,233.66
ORD0003254,1,boleto,5,241.47
ORD0003255,1,boleto,3,188.94
ORD0003256,1,credit_card,7,171.92
ORD0003257,1,boleto,5,268.59
ORD0003258,1,debit_card,2,185.65
ORD0003259,1,voucher,11,56.18
ORD0003260,1,debit_card,2,368.18
ORD0003261,1,credit_card,8,174.3
ORD0003262,1,voucher,5,164.78
ORD0003263,1,boleto,5,142.0
ORD0003264,1,debit_card,3,76.01
ORD0003265,1,credit_card,2,71.94
ORD0003266,1,debit_card,7,169.44
ORD0003267,1,voucher,1,523.27
ORD0003268,1,credit_card,8,426.98
ORD0003269,1,boleto,1,37.44
ORD0003270,1,debit_card,4,62.08
ORD0003271,1,debit_card,6,317.24
ORD0003272,1,debit_card,5,169.2
ORD0003273,1,boleto,7,605.93
ORD0003274,1,voucher,5,196.11
ORD0003275,1,credit_card,7,120.82
ORD0003276,1,boleto,3,114.3
ORD0003277,1,boleto,9,386.59
ORD0003278,1,voucher,3,140.41
ORD0003279,1,credit_card,11,42.52
ORD0003280,1,voucher,11,251.92
ORD0003281,1,credit_card,10,696.29
ORD0003282,1,debit_card,4,95.25
ORD0003283,1,credit_card,3,127.12
ORD0003284,1,credit_card,8,230.19
ORD0003285,1,boleto,3,546.03
ORD0003286,1,voucher,4,216.86
ORD0003287,1,boleto,2,51.41
ORD0003288,1,boleto,8,108.77
ORD0003289,1,boleto,9,354.98
ORD0003290,1,debit_card,1,113.34
ORD0003291,1,credit_card,1,107.04
ORD0003292,1,credit_card,11,67.06
ORD0003293,1,voucher,8,363.99
ORD0003294,1,voucher,2,128.28
ORD0003295,1,debit_card,4,306.9
ORD0003296,1,voucher,6,316.56
ORD0003297,1,debit_card,1,132.29
ORD0003298,1,credit_card,1,112.81
ORD0003299,1,voucher,3,126.92
ORD0003300,1,credit_card,6,153.74
ORD0003301,1,credit_card,10,164.06
ORD0003302,1,debit_card,9,285.56
ORD0003303,1,voucher,1,574.41
ORD0003304,1,boleto,1,83.37
ORD0003305,1,voucher,11,63.34
ORD0003306,1,voucher,7,107.42
ORD0003307,1,debit_card,5,63.58
ORD0003308,1,boleto,5,323.88
ORD0003309,1,credit_card,2,191.22
ORD0003310,1,credit_card,6,267.97
ORD0003311,1,voucher,2,220.44
ORD0003312,1,boleto,3,311.67
ORD0003313,1,voucher,5,91.83
ORD0003314,1,voucher,2,64.25
ORD0003315,1,voucher,8,355.07
ORD0003316,1,voucher,7,657.43
ORD0003317,1,credit_card,11,203.04
ORD0003318,1,boleto,8,119.58
ORD0003319,1,debit_card,3,80.47
ORD0003320,1,credit_card,10,137.33
ORD0003321,1,credit_card,8,350.29
ORD0003322,1,debit_card,12,248.2
ORD0003323,1,debit_card,8,152.78
ORD0003324,1,voucher,5,109.67
ORD0003325,1,boleto,8,62.96
ORD0003326,1,boleto,4,230.8
ORD0003327,1,boleto,8,911.05
ORD0003328,1,debit_card,7,184.66
ORD0003329,1,voucher,4,230.4
ORD0003330,1,debit_card,11,97.6
ORD0003331,1,voucher,10,640.53
ORD0003332,1,boleto,4,83.04
ORD0003333,1,boleto,8,366.56
ORD0003334,1,debit_card,11,221.12
ORD0003335,1,voucher,1,135.31
ORD0003336,1,credit_card,2,123.76
ORD0003337,1,boleto,12,991.96
ORD0003338,1,voucher,1,459.71
ORD0003339,1,credit_card,6,411.37
ORD0003340,1,debit_card,3,229.44
ORD0003341,1,voucher,10,79.97
ORD0003342,1,credit_card,1,74.75
ORD0003343,1,voucher,8,97.79
ORD0003344,1,credit_card,10,78.72
ORD0003345,1,debit_card,9,152.62
ORD0003346,1,credit_card,11,106.04
ORD0003347,1,credit_card,11,172.53
ORD0003348,1,credit_card,3,104.3
ORD0003349,1,voucher,10,774.79
ORD0003350,1,debit_card,7,213.63
ORD0003351,1,credit_card,1,39.65
ORD0003352,1,voucher,10,102.48
ORD0003353,1,debit_card,7,290.71
ORD0003354,1,voucher,3,116.2
ORD0003355,1,voucher,5,226.59
ORD0003356,1,voucher,9,124.91
ORD0003357,1,voucher,5,331.79
ORD0003358,1,credit_card,12,291.62
ORD0003359,1,voucher,10,442.91
ORD0003360,1,debit_card,11,111.09
ORD0003361,1,boleto,10,67.15
ORD0003362,1,voucher,1,87.8
ORD0003363,1,debit_card,8,170.97
ORD0003364,1,debit_card,8,167.98
ORD0003365,1,credit_card,5,522.13
ORD0003366,1,debit_card,5,402.83
ORD0003367,1,debit_card,11,173.16
ORD0003368,1,voucher,7,222.34
ORD0003369,1,credit_card,7,202.88
ORD0003370,1,voucher,10,120.62
ORD0003371,1,debit_card,6,143.56
ORD0003372,1,debit_card,9,120.86
ORD0003373,1,credit_card,7,137.49
ORD0003374,1,boleto,11,322.69
ORD0003375,1,boleto,12,150.9
ORD0003376,1,debit_card,1,326.95
ORD0003377,1,voucher,5,126.13
ORD0003378,1,credit_card,3,375.07
ORD0003379,1,credit_card,10,152.35
ORD0003380,1,debit_card,5,108.58
ORD0003381,1,voucher,12,104.63
ORD0003382,1,credit_card,2,37.66
ORD0003383,1,voucher,2,434.81
ORD0003384,1,debit_card,10,281.78
ORD0003385,1,voucher,8,123.8
ORD0003386,1,debit_card,1,190.59
ORD0003387,1,credit_card,3,682.85
ORD0003388,1,boleto,7,134.77
ORD0003389,1,voucher,1,161.65
ORD0003390,1,debit_card,7,229.74
ORD0003391,1,boleto,2,402.33
ORD0003392,1,boleto,9,405.64
ORD0003393,1,debit_card,7,324.09
ORD0003394,1,boleto,4,197.04
ORD0003395,1,debit_card,6,200.48
ORD0003396,1,boleto,9,160.22
ORD0003397,1,debit_card,9,223.65
ORD0003398,1,credit_card,7,283.03
ORD0003399,1,debit_card,1,208.73
ORD0003400,1,debit_card,9,225.64
ORD0003401,1,boleto,7,145.68
ORD0003402,1,debit_card,5,154.79
ORD0003403,1,boleto,11,357.9
ORD0003404,1,credit_card,6,228.75
ORD0003405,1,credit_card,5,69.06
ORD0003406,1,voucher,4,195.67
ORD0003407,1,credit_card,9,358.25
ORD0003408,1,debit_card,9,390.83
ORD0003409,1,boleto,10,239.39
ORD0003410,1,credit_card,2,174.66
ORD0003411,1,boleto,9,525.07
ORD0003412,1,credit_card,4,582.22
ORD0003413,1,boleto,8,414.0
ORD0003414,1,voucher,7,209.37
ORD0003415,1,credit_card,7,132.42
ORD0003416,1,voucher,7,144.76
ORD0003417,1,debit_card,11,90.11
ORD0003418,1,debit_card,10,179.74
ORD0003419,1,debit_card,2,320.21
ORD0003420,1,debit_card,5,155.66
ORD0003421,1,debit_card,11,366.22
ORD0003422,1,debit_card,6,384.13
ORD0003423,1,voucher,3,140.85
ORD0003424,1,debit_card,8,444.41
ORD0003425,1,debit_card,8,101.95
ORD0003426,1,boleto,11,508.93
ORD0003427,1,boleto,2,237.87
ORD0003428,1,credit_card,3,108.65
ORD0003429,1,voucher,4,111.88
ORD0003430,1,voucher,5,143.28
ORD0003431,1,voucher,10,110.62
ORD0003432,1,credit_card,3,233.47
ORD0003433,1,voucher,5,127.95
ORD0003434,1,boleto,7,830.53
ORD0003435,1,debit_card,10,374.01
ORD0003436,1,voucher,3,395.7
ORD0003437,1,voucher,5,95.44
ORD0003438,1,boleto,7,41.83
ORD0003439,1,debit_card,5,129.1
ORD0003440,1,debit_card,10,38.69
ORD0003441,1,credit_card,3,483.35
ORD0003442,1,debit_card,1,362.02
ORD0003443,1,debit_card,4,104.23
ORD0003444,1,debit_card,3,357.66
ORD0003445,1,boleto,11,255.37
ORD0003446,1,debit_card,11,216.85
ORD0003447,1,boleto,8,193.5
ORD0003448,1,credit_card,9,177.18
ORD0003449,1,credit_card,5,109.86
ORD0003450,1,debit_card,1,233.8
ORD0003451,1,voucher,8,221.92
ORD0003452,1,debit_card,8,337.67
ORD0003453,1,boleto,4,354.94
ORD0003454,1,voucher,4,528.48
ORD0003455,1,credit_card,11,151.31
ORD0003456,1,credit_card,7,131.56
ORD0003457,1,debit_card,11,244.99
ORD0003458,1,debit_card,11,83.07
ORD0003459,1,debit_card,9,74.42
ORD0003460,1,debit_card,9,103.47
ORD0003461,1,credit_card,10,340.0
ORD0003462,1,credit_card,6,756.32
ORD0003463,1,voucher,10,125.77
ORD0003464,1,boleto,11,53.85
ORD0003465,1,credit_card,12,188.75
ORD0003466,1,voucher,1,194.37
ORD0003467,1,credit_card,12,411.69
ORD0003468,1,debit_card,11,155.82
ORD0003469,1,debit_card,12,127.26
ORD0003470,1,debit_card,1,235.13
ORD0003471,1,debit_card,8,153.07
ORD0003472,1,debit_card,2,149.52
ORD0003473,1,debit_card,5,208.17
ORD0003474,1,voucher,10,303.9
ORD0003475,1,boleto,7,256.42
ORD0003476,1,boleto,2,225.58
ORD0003477,1,voucher,2,43.75
ORD0003478,1,voucher,3,283.04
ORD0003479,1,debit_card,10,149.36
ORD0003480,1,credit_card,5,235.54
ORD0003481,1,voucher,9,101.76
ORD0003482,1,boleto,11,121.71
ORD0003483,1,boleto,7,135.86
ORD0003484,1,debit_card,12,225.28
ORD0003485,1,debit_card,4,323.76
ORD0003486,1,voucher,4,154.38
ORD0003487,1,voucher,8,800.04
ORD0003488,1,boleto,3,103.13
ORD0003489,1,debit_card,2,71.65
ORD0003490,1,debit_card,11,411.67
ORD0003491,1,debit_card,1,142.88
ORD0003492,1,voucher,11,321.63
ORD0003493,1,voucher,3,119.06
ORD0003494,1,credit_card,8,366.01
ORD0003495,1,voucher,5,162.4
ORD0003496,1,debit_card,7,269.21
ORD0003497,1,debit_card,10,426.93
ORD0003498,1,credit_card,2,84.1
ORD0003499,1,credit_card,4,598.01
ORD0003500,1,boleto,3,89.27
ORD0003501,1,boleto,1,68.45
ORD0003502,1,credit_card,2,514.69
ORD0003503,1,boleto,11,158.65
ORD0003504,1,debit_card,2,527.41
ORD0003505,1,voucher,6,54.62
ORD0003506,1,credit_card,7,167.56
ORD0003507,1,credit_card,8,274.03
ORD0003508,1,credit_card,10,132.72
ORD0003509,1,boleto,10,188.0
ORD0003510,1,voucher,9,175.26
ORD0003511,1,boleto,11,270.52
ORD0003512,1,voucher,6,90.43
ORD0003513,1,credit_card,3,293.6
ORD0003514,1,credit_card,10,23.25
ORD0003515,1,credit_card,7,291.08
ORD0003516,1,debit_card,3,257.55
ORD0003517,1,credit_card,5,516.58
ORD0003518,1,credit_card,1,870.77
ORD0003519,1,credit_card,10,352.03
ORD0003520,1,credit_card,3,54.31
ORD0003521,1,boleto,11,308.9
ORD0003522,1,credit_card,8,295.49
ORD0003523,1,boleto,9,387.43
ORD0003524,1,boleto,10,24.72
ORD0003525,1,debit_card,7,95.6
ORD0003526,1,credit_card,11,115.28
ORD0003527,1,boleto,9,92.8
ORD0003528,1,voucher,11,128.51
ORD0003529,1,credit_card,10,653.34
ORD0003530,1,debit_card,8,509.88
ORD0003531,1,credit_card,10,702.69
ORD0003532,1,debit_card,5,45.16
ORD0003533,1,credit_card,12,550.18
ORD0003534,1,debit_card,3,47.59
ORD0003535,1,credit_card,10,644.71
ORD0003536,1,debit_card,7,682.27
ORD0003537,1,voucher,12,121.89
ORD0003538,1,boleto,8,129.42
ORD0003539,1,debit_card,12,375.53
ORD0003540,1,boleto,5,124.3
ORD0003541,1,voucher,10,290.27
ORD0003542,1,voucher,4,162.82
ORD0003543,1,debit_card,1,297.09
ORD0003544,1,boleto,9,192.81
ORD0003545,1,debit_card,4,263.32
ORD0003546,1,boleto,1,477.86
ORD0003547,1,boleto,12,53.53
ORD0003548,1,credit_card,9,572.95
ORD0003549,1,credit_card,4,476.23
ORD0003550,1,debit_card,7,147.64
ORD0003551,1,credit_card,1,265.31
ORD0003552,1,debit_card,10,141.78
ORD0003553,1,boleto,3,158.66
ORD0003554,1,boleto,4,64.43
ORD0003555,1,debit_card,11,61.96
ORD0003556,1,debit_card,8,128.57
ORD0003557,1,boleto,5,364.97
ORD0003558,1,credit_card,8,193.38
ORD0003559,1,credit_card,12,271.28
ORD0003560,1,voucher,11,85.69
ORD0003561,1,boleto,6,365.59
ORD0003562,1,debit_card,2,93.19
ORD0003563,1,boleto,6,252.61
ORD0003564,1,credit_card,7,428.83
ORD0003565,1,credit_card,5,92.62
ORD0003566,1,debit_card,1,515.8
ORD0003567,1,debit_card,6,215.02
ORD0003568,1,debit_card,4,135.47
ORD0003569,1,voucher,6,421.2
ORD0003570,1,credit_card,11,214.08
ORD0003571,1,debit_card,12,306.48
ORD0003572,1,credit_card,7,241.5
ORD0003573,1,debit_card,12,772.01
ORD0003574,1,boleto,7,127.19
ORD0003575,1,credit_card,3,229.97
ORD0003576,1,credit_card,4,81.04
ORD0003577,1,boleto,7,295.28
ORD0003578,1,boleto,7,156.14
ORD0003579,1,debit_card,8,345.58
ORD0003580,1,voucher,6,97.33
ORD0003581,1,voucher,2,417.26
ORD0003582,1,debit_card,10,300.5
ORD0003583,1,voucher,5,682.36
ORD0003584,1,debit_card,2,98.74
ORD0003585,1,credit_card,10,71.24
ORD0003586,1,debit_card,9,838.75
ORD0003587,1,debit_card,6,199.83
ORD0003588,1,debit_card,12,216.37
ORD0003589,1,debit_card,12,68.32
ORD0003590,1,boleto,3,158.86
ORD0003591,1,debit_card,6,99.08
ORD0003592,1,voucher,5,129.59
ORD0003593,1,boleto,5,111.62
ORD0003594,1,debit_card,6,73.53
ORD0003595,1,boleto,4,311.05
ORD0003596,1,debit_card,2,500.42
ORD0003597,1,voucher,3,225.82
ORD0003598,1,voucher,1,568.77
ORD0003599,1,boleto,11,142.6
ORD0003600,1,credit_card,4,122.79
ORD0003601,1,boleto,12,105.93
ORD0003602,1,boleto,6,110.95
ORD0003603,1,voucher,12,255.65
ORD0003604,1,voucher,1,277.19
ORD0003605,1,debit_card,2,267.97
ORD0003606,1,voucher,9,159.98
ORD0003607,1,credit_card,1,52.49
ORD0003608,1,voucher,11,107.22
ORD0003609,1,voucher,11,483.41
ORD0003610,1,debit_card,9,172.69
ORD0003611,1,voucher,8,164.05
ORD0003612,1,debit_card,9,156.22
ORD0003613,1,credit_card,8,289.35
ORD0003614,1,boleto,8,141.89
ORD0003615,1,boleto,1,122.04
ORD0003616,1,debit_card,4,460.32
ORD0003617,1,debit_card,2,216.82
ORD0003618,1,credit_card,12,91.36
ORD0003619,1,credit_card,8,218.07
ORD0003620,1,boleto,2,307.9
ORD0003621,1,credit_card,6,69.61
ORD0003622,1,debit_card,12,312.12
ORD0003623,1,debit_card,3,88.19
ORD0003624,1,credit_card,7,112.8
ORD0003625,1,credit_card,8,109.06
ORD0003626,1,debit_card,1,233.48
ORD0003627,1,credit_card,4,324.31
ORD0003628,1,credit_card,1,371.93
ORD0003629,1,voucher,4,181.67
ORD0003630,1,boleto,7,78.42
ORD0003631,1,debit_card,4,304.34
ORD0003632,1,credit_card,8,134.87
ORD0003633,1,credit_card,9,238.41
ORD0003634,1,credit_card,7,245.61
ORD0003635,1,credit_card,11,229.6
ORD0003636,1,debit_card,2,169.18
ORD0003637,1,credit_card,5,448.88
ORD0003638,1,voucher,3,293.04
ORD0003639,1,debit_card,4,96.59
ORD0003640,1,debit_card,12,94.83
ORD0003641,1,voucher,11,222.96
ORD0003642,1,debit_card,3,338.17
ORD0003643,1,voucher,2,588.32
ORD0003644,1,debit_card,1,105.49
ORD0003645,1,boleto,6,337.31
ORD0003646,1,voucher,2,102.84
ORD0003647,1,boleto,3,354.16
ORD0003648,1,voucher,6,318.41
ORD0003649,1,credit_card,3,77.48
ORD0003650,1,voucher,5,284.03
ORD0003651,1,voucher,2,200.57
ORD0003652,1,voucher,6,43.34
ORD0003653,1,credit_card,8,160.03
ORD0003654,1,debit_card,1,69.58
ORD0003655,1,credit_card,7,282.55
ORD0003656,1,credit_card,1,383.28
ORD0003657,1,voucher,9,424.39
ORD0003658,1,credit_card,10,283.92
ORD0003659,1,credit_card,7,350.67
ORD0003660,1,voucher,3,222.76
ORD0003661,1,debit_card,6,102.11
ORD0003662,1,credit_card,1,135.35
ORD0003663,1,debit_card,11,235.67
ORD0003664,1,debit_card,3,989.24
ORD0003665,1,credit_card,11,136.06
ORD0003666,1,debit_card,4,125.56
ORD0003667,1,debit_card,11,373.37
ORD0003668,1,voucher,8,217.92
ORD0003669,1,debit_card,2,59.94
ORD0003670,1,boleto,10,133.09
ORD0003671,1,boleto,11,838.99
ORD0003672,1,credit_card,2,95.72
ORD0003673,1,credit_card,10,333.16
ORD0003674,1,credit_card,2,521.09
ORD0003675,1,boleto,6,183.84
ORD0003676,1,credit_card,2,184.6
ORD0003677,1,voucher,8,66.69
ORD0003678,1,voucher,12,146.38
ORD0003679,1,debit_card,7,194.4
ORD0003680,1,credit_card,1,30.42
ORD0003681,1,boleto,3,308.32
ORD0003682,1,boleto,9,213.95
ORD0003683,1,debit_card,9,154.17
ORD0003684,1,debit_card,2,395.72
ORD0003685,1,boleto,10,139.11
ORD0003686,1,boleto,8,270.68
ORD0003687,1,debit_card,6,164.09
ORD0003688,1,boleto,5,201.03
ORD0003689,1,boleto,7,196.26
ORD0003690,1,voucher,4,92.44
ORD0003691,1,credit_card,7,530.64
ORD0003692,1,voucher,3,446.1
ORD0003693,1,credit_card,6,163.99
ORD0003694,1,debit_card,7,253.22
ORD0003695,1,debit_card,4,60.29
ORD0003696,1,voucher,6,157.51
ORD0003697,1,voucher,8,104.81
ORD0003698,1,debit_card,4,294.12
ORD0003699,1,debit_card,7,376.05
ORD0003700,1,boleto,4,175.54
ORD0003701,1,credit_card,3,105.26
ORD0003702,1,boleto,11,365.91
ORD0003703,1,boleto,12,67.96
ORD0003704,1,boleto,1,200.18
ORD0003705,1,voucher,11,102.65
ORD0003706,1,voucher,6,90.87
ORD0003707,1,boleto,10,304.81
ORD0003708,1,debit_card,12,360.44
ORD0003709,1,voucher,1,111.04
ORD0003710,1,voucher,9,80.46
ORD0003711,1,boleto,3,154.56
ORD0003712,1,credit_card,7,119.7
ORD0003713,1,credit_card,5,404.52
ORD0003714,1,credit_card,12,279.37
ORD0003715,1,boleto,4,118.9
ORD0003716,1,boleto,5,104.5
ORD0003717,1,boleto,10,234.42
ORD0003718,1,voucher,7,225.01
ORD0003719,1,boleto,7,397.6
ORD0003720,1,boleto,7,174.0
ORD0003721,1,debit_card,12,105.09
ORD0003722,1,boleto,9,679.87
ORD0003723,1,boleto,3,217.51
ORD0003724,1,boleto,4,60.77
ORD0003725,1,voucher,2,328.08
ORD0003726,1,boleto,10,327.1
ORD0003727,1,boleto,4,407.93
ORD0003728,1,boleto,1,228.74
ORD0003729,1,debit_card,3,194.83
ORD0003730,1,voucher,8,298.3
ORD0003731,1,debit_card,10,178.53
ORD0003732,1,credit_card,12,200.27
ORD0003733,1,credit_card,11,129.84
ORD0003734,1,boleto,5,195.82
ORD0003735,1,boleto,5,307.75
ORD0003736,1,voucher,11,68.75
ORD0003737,1,boleto,12,625.84
ORD0003738,1,debit_card,5,281.69
ORD0003739,1,credit_card,12,751.63
ORD0003740,1,debit_card,5,213.8
ORD0003741,1,credit_card,12,248.46
ORD0003742,1,debit_card,5,117.51
ORD0003743,1,voucher,1,305.83
ORD0003744,1,voucher,11,76.7
ORD0003745,1,boleto,8,113.05
ORD0003746,1,credit_card,12,67.97
ORD0003747,1,debit_card,6,49.93
ORD0003748,1,boleto,8,112.26
ORD0003749,1,boleto,5,112.84
ORD0003750,1,boleto,4,98.63
ORD0003751,1,voucher,1,181.25
ORD0003752,1,boleto,11,169.02
ORD0003753,1,voucher,10,159.46
ORD0003754,1,debit_card,11,185.41
ORD0003755,1,boleto,12,247.44
ORD0003756,1,debit_card,8,121.36
ORD0003757,1,boleto,11,213.86
ORD0003758,1,boleto,7,172.73
ORD0003759,1,debit_card,1,145.06
ORD0003760,1,boleto,11,363.31
ORD0003761,1,voucher,1,265.46
ORD0003762,1,credit_card,6,233.19
ORD0003763,1,credit_card,6,399.94
ORD0003764,1,boleto,5,44.01
ORD0003765,1,credit_card,8,79.48
ORD0003766,1,voucher,10,203.08
ORD0003767,1,debit_card,6,89.56
ORD0003768,1,boleto,3,674.91
ORD0003769,1,debit_card,8,386.33
ORD0003770,1,debit_card,5,392.9
ORD0003771,1,credit_card,4,243.37
ORD0003772,1,debit_card,1,299.37
ORD0003773,1,debit_card,7,211.94
ORD0003774,1,debit_card,12,374.14
ORD0003775,1,credit_card,3,279.94
ORD0003776,1,debit_card,9,297.05
ORD0003777,1,credit_card,3,254.68
ORD0003778,1,boleto,11,115.54
ORD0003779,1,debit_card,10,290.89
ORD0003780,1,boleto,5,71.52
ORD0003781,1,credit_card,6,185.76
ORD0003782,1,debit_card,6,153.77
ORD0003783,1,boleto,9,95.15
ORD0003784,1,boleto,12,266.74
ORD0003785,1,debit_card,6,42.77
ORD0003786,1,credit_card,10,368.86
ORD0003787,1,boleto,4,144.88
ORD0003788,1,voucher,2,282.45
ORD0003789,1,voucher,1,171.71
ORD0003790,1,credit_card,8,213.52
ORD0003791,1,debit_card,12,92.37
ORD0003792,1,credit_card,6,123.3
ORD0003793,1,boleto,12,113.02
ORD0003794,1,debit_card,8,110.29
ORD0003795,1,credit_card,10,161.38
ORD0003796,1,boleto,11,185.24
ORD0003797,1,boleto,4,289.69
ORD0003798,1,boleto,7,199.6
ORD0003799,1,voucher,6,93.82
ORD0003800,1,voucher,11,293.52
ORD0003801,1,voucher,9,103.05
ORD0003802,1,credit_card,5,317.87
ORD0003803,1,boleto,5,424.43
ORD0003804,1,boleto,5,341.31
ORD0003805,1,credit_card,9,234.02
ORD0003806,1,credit_card,2,107.35
ORD0003807,1,debit_card,3,92.79
ORD0003808,1,credit_card,5,133.74
ORD0003809,1,debit_card,3,118.23
ORD0003810,1,boleto,5,105.28
ORD0003811,1,debit_card,8,121.5
ORD0003812,1,boleto,6,162.36
ORD0003813,1,voucher,6,285.1
ORD0003814,1,debit_card,2,595.61
ORD0003815,1,credit_card,4,150.93
ORD0003816,1,credit_card,4,93.04
ORD0003817,1,debit_card,6,409.06
ORD0003818,1,debit_card,8,109.23
ORD0003819,1,boleto,6,285.85
ORD0003820,1,debit_card,4,116.16
ORD0003821,1,boleto,10,466.1
ORD0003822,1,credit_card,10,218.1
ORD0003823,1,boleto,1,185.27
ORD0003824,1,boleto,10,87.57
ORD0003825,1,credit_card,12,271.66
ORD0003826,1,voucher,11,34.7
ORD0003827,1,boleto,7,85.63
ORD0003828,1,credit_card,11,420.75
ORD0003829,1,debit_card,11,171.1
ORD0003830,1,credit_card,2,685.2
ORD0003831,1,boleto,11,126.6
ORD0003832,1,voucher,4,115.5
ORD0003833,1,credit_card,5,253.18
ORD0003834,1,boleto,3,242.25
ORD0003835,1,credit_card,4,624.08
ORD0003836,1,voucher,3,137.0
ORD0003837,1,boleto,10,286.17
ORD0003838,1,voucher,8,470.66
ORD0003839,1,boleto,1,157.8
ORD0003840,1,voucher,9,466.4
